County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,bachelors_and_above_percentage,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,median_household_income,asian_population,per_capita_income,total_population_race,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,Year
Miller County,Arkansas,74.9195793668671,5,91,18.0,31577,43449,12.0,20.1,305,11.0,678,77.0,0.4252,158,6.7,18.6,8.9,40314,264,19908,43449,43.1,89400,10581,9.7,2012
Miller County,Georgia,74.2177122466892,13,201,17.7,4216,6094,15.7,21.6,46,9.2,571,78.6,0.4837,8,9.6,18.6,9.9,32432,0,19415,6094,44.7,83600,1822,10.3,2012
Miller County,Missouri,76.6152368323339,29,131,19.6,24012,24822,15.1,19.3,216,15.3,573,77.8,0.4367,74,5.7,17.0,8.3,34763,67,19266,24822,43.1,110900,168,8.4,2012
Mills County,Iowa,78.3787233326155,19,129,14.6,14624,15028,12.8,7.6,58,24.2,738,76.9,0.3801,36,3.9,7.6,4.5,62908,50,27382,15028,32.9,151400,82,6.9,2012
Mills County,Texas,78.3141170101457,48,333,13.5,4755,4880,20.0,16.4,39,17.3,473,77.3,0.4595,0,10.7,19.9,7.6,34984,0,19556,4880,30.5,87300,28,5.1,2012
Milwaukee County,Wisconsin,77.4268504692278,55,79,12.4,594961,946584,9.6,20.9,14526,27.4,786,76.6,0.4603,5512,5.5,12.3,10.6,43599,32264,24254,946584,29.3,162900,250473,11.5,2012
Miner County,South Dakota,79.772983575224,46,97,14.7,2305,2365,17.7,9.6,16,22.4,435,78.0,0.4868,22,4.5,5.9,3.3,47019,0,29854,2365,49.9,58800,1,4.1,2012
Mineral County,Montana,77.0518150224422,30,61,21.8,3994,4203,22.3,20.8,44,13.8,543,79.6,0.3951,90,1.8,19.9,10.1,32618,11,17683,4203,43.3,168600,95,6.0,2012
Mineral County,Nevada,74.3343810452103,32,21,25.0,3617,4718,19.8,23.0,52,7.3,537,89.0,0.4397,628,3.6,21.9,12.9,33547,84,22257,4718,42.7,92400,85,12.8,2012
Mineral County,West Virginia,76.5338243963244,54,57,17.0,26754,28049,16.3,15.4,296,13.6,501,80.6,0.4688,4,4.8,15.5,10.9,32968,14,20797,28049,51.0,114500,935,10.6,2012
Mingo County,West Virginia,71.1475693161099,54,59,31.5,25762,26660,12.5,22.9,134,6.6,476,79.3,0.4527,14,15.2,16.4,10.9,34518,79,19433,26660,43.3,62300,593,8.1,2012
Minidoka County,Idaho,78.4770759003077,16,67,13.0,16976,19909,13.3,15.0,131,10.8,557,73.6,0.4143,155,15.7,21.2,7.1,43301,42,19466,19909,32.2,107600,50,9.0,2012
Minnehaha County,South Dakota,79.2752821335582,46,99,8.9,150083,170342,9.4,10.7,1954,28.3,687,77.0,0.4195,4419,3.8,10.2,4.4,52530,2764,26657,170342,30.9,148600,6490,9.9,2012
Missaukee County,Michigan,78.2919441070995,26,113,16.2,14512,14945,16.5,15.5,33,12.3,712,78.0,0.3906,114,5.0,13.6,14.6,40406,44,20042,14945,44.5,106800,62,7.5,2012
Mississippi County,Arkansas,72.4512758602153,5,93,19.7,29435,46388,10.6,24.2,535,11.9,596,74.6,0.4656,78,10.3,18.4,12.2,35651,170,18912,46388,39.2,75600,15855,9.7,2012
Mississippi County,Missouri,73.338863726563,29,133,24.3,10602,14231,12.2,22.9,108,10.8,521,81.2,0.4382,42,11.2,19.7,12.0,29606,5,15375,14231,45.4,63000,3405,9.6,2012
Missoula County,Montana,79.6372148468738,30,63,11.3,101761,109402,10.5,16.7,1874,37.7,730,81.6,0.4616,2811,1.4,17.2,8.4,44653,1205,25548,109402,26.1,238100,453,15.3,2012
Mitchell County,Georgia,75.1898689001318,13,205,16.3,11478,23510,10.2,25.8,339,7.7,615,77.3,0.458,17,12.2,20.2,10.3,32838,13,15912,23510,38.8,79300,11320,10.0,2012
Mitchell County,Iowa,80.9629944583236,19,131,9.8,10615,10761,18.6,7.1,25,12.8,518,78.2,0.3688,0,6.0,9.6,3.6,50574,27,24292,10761,44.6,100400,21,7.4,2012
Mitchell County,Kansas,78.6097725548086,20,123,13.2,6252,6359,18.6,7.0,28,24.7,502,81.9,0.4058,8,3.8,6.2,1.6,48046,22,25789,6359,34.2,70700,21,12.1,2012
Mitchell County,North Carolina,76.2463979401476,37,121,21.0,15122,15539,18.7,18.7,33,16.6,543,83.2,0.4541,38,8.7,17.3,11.9,36276,41,20600,15539,36.6,114800,127,8.3,2012
Mitchell County,Texas,75.0506832087568,48,335,18.2,7136,9367,9.2,14.2,77,4.6,494,84.8,0.4118,37,11.0,18.7,5.7,41082,53,15463,9367,32.8,56200,956,14.6,2012
Mobile County,Alabama,74.9254454523935,1,97,15.6,250617,412297,11.3,19.5,3734,19.1,742,76.4,0.4695,3443,4.9,16.1,11.1,42973,7742,22581,412297,35.2,125400,143332,10.2,2012
Modoc County,California,78.0080317178538,6,49,20.9,8417,9545,19.4,19.9,68,17.7,614,81.3,0.4221,288,3.9,16.8,11.6,37482,36,20916,9545,29.8,158200,129,6.3,2012
Moffat County,Colorado,78.2778338045996,8,81,11.4,12550,13547,9.7,12.0,69,14.6,738,76.2,0.3926,287,2.9,19.2,7.4,51008,111,23974,13547,35.9,184800,47,9.2,2012
Mohave County,Arizona,75.5591104853809,4,15,18.4,179349,201216,23.0,18.6,1708,12.9,822,81.2,0.4307,3062,4.5,16.7,14.2,39383,2066,20725,201216,33.0,144700,2019,7.1,2012
Moniteau County,Missouri,78.0130596341383,29,135,15.7,14198,15587,11.6,11.2,93,16.2,536,78.4,0.3885,113,9.4,14.9,5.8,49394,23,19599,15587,37.8,114000,709,8.5,2012
Monmouth County,New Jersey,80.4930746923131,34,25,9.1,525127,629263,12.0,6.6,5228,42.1,1204,78.2,0.4661,1751,3.7,9.8,8.3,84746,31963,42678,629263,24.5,399000,46100,8.4,2012
Mono County,California,85.1659002950784,6,51,10.1,11856,14181,9.7,9.5,117,25.4,1146,82.3,0.3719,476,4.0,20.8,10.7,61868,111,27135,14181,23.1,355600,82,12.3,2012
Monona County,Iowa,77.2080652922631,19,133,14.1,8948,9242,20.1,12.0,90,12.0,485,79.3,0.4223,36,6.0,10.0,6.4,42832,6,23844,9242,45.7,74800,21,6.5,2012
Monongalia County,West Virginia,79.2049396168222,54,61,11.7,87808,96417,8.4,22.6,779,37.1,685,86.1,0.5268,121,3.2,12.0,6.2,41326,3163,24642,96417,33.0,158700,3234,27.7,2012
Monroe County,Alabama,75.3055057626381,1,99,18.7,12748,22993,13.7,26.0,170,8.7,531,77.7,0.4709,288,6.8,16.2,14.8,30996,82,16943,22993,43.4,76600,9534,8.8,2012
Monroe County,Arkansas,73.4013992674969,5,95,25.6,4612,8145,16.6,26.6,109,11.8,506,80.2,0.4762,30,16.2,18.2,11.5,28075,2,17368,8145,35.8,52500,3422,9.0,2012
Monroe County,Florida,79.5108728887751,12,87,13.3,66362,73475,17.0,12.1,1108,27.8,1335,86.9,0.499,137,4.2,27.1,7.2,53418,778,34277,73475,30.9,417400,4769,7.9,2012
Monroe County,Georgia,77.233986566549,13,207,14.9,19299,26376,12.6,14.3,112,15.6,700,80.3,0.4215,23,7.2,18.1,8.7,47323,242,22659,26376,37.6,150700,6300,9.3,2012
Monroe County,Illinois,80.3247810769711,17,133,9.6,32401,33003,12.3,4.9,225,27.2,781,77.0,0.3884,22,2.1,5.9,6.2,71033,155,32334,33003,34.2,198300,75,7.4,2012
Monroe County,Indiana,80.0168691239955,18,105,9.7,121045,138048,8.9,25.0,2126,44.7,777,84.9,0.5099,505,2.8,12.2,7.6,38675,7589,22869,138048,23.2,155300,4299,29.4,2012
Monroe County,Iowa,77.6385536835239,19,135,13.6,7701,7979,16.6,13.0,93,14.6,527,79.0,0.4043,99,3.9,8.9,6.3,45266,67,23291,7979,47.1,87700,50,8.3,2012
Monroe County,Kentucky,73.3186625629932,21,171,24.6,10546,10925,15.3,25.2,149,13.3,480,79.8,0.4689,0,16.9,13.4,7.9,27586,0,16017,10925,45.7,68900,248,9.1,2012
Monroe County,Michigan,78.0258829236666,26,115,12.8,143893,151944,11.8,11.8,986,16.9,775,78.3,0.4114,516,2.6,8.9,11.3,54588,861,25772,151944,38.4,147600,3078,8.9,2012
Monroe County,Mississippi,75.3896987999572,28,95,17.3,25113,36912,13.3,20.9,191,13.4,536,77.2,0.4362,35,9.0,12.9,10.5,35370,33,18598,36912,38.5,80100,11428,9.0,2012
Monroe County,Missouri,78.7046889141938,29,137,14.8,8425,8876,17.4,14.2,57,12.9,514,78.8,0.3792,47,4.1,12.9,7.1,40707,20,19888,8876,51.4,85700,307,7.2,2012
Monroe County,New York,79.9250520249458,36,55,12.1,570868,744746,12.1,14.6,8425,37.0,793,79.2,0.4569,1998,3.2,7.0,7.9,52700,24542,28240,744746,24.2,134200,112370,11.9,2012
Monroe County,Ohio,77.5969966317978,39,111,16.2,14434,14679,18.9,16.3,68,10.0,506,81.3,0.3974,32,5.0,10.5,6.4,41677,0,21466,14679,56.2,89700,36,6.8,2012
Monroe County,Pennsylvania,78.8062874375103,42,89,13.2,133808,169346,11.9,11.7,691,23.5,963,79.3,0.3988,233,2.9,12.0,12.8,57773,3313,24920,169346,37.7,198400,22000,10.8,2012
Monroe County,Tennessee,75.5152441123373,47,123,21.3,42568,44680,15.2,19.3,266,9.7,606,78.9,0.4498,211,14.0,16.7,12.8,36430,132,19327,44680,41.2,115300,845,8.2,2012
Monroe County,West Virginia,76.6675941292399,54,63,21.9,13181,13528,18.2,13.3,71,11.4,483,81.6,0.3806,49,8.5,17.2,8.5,39877,0,19329,13528,49.3,102600,117,7.5,2012
Monroe County,Wisconsin,78.3808011679535,55,81,11.7,42342,44714,13.0,15.0,321,15.8,728,76.6,0.397,522,5.8,13.7,6.0,48768,270,23406,44714,41.7,134400,504,7.3,2012
Montague County,Texas,74.840321189938,48,337,17.7,18797,19737,18.6,15.8,191,15.0,636,78.9,0.4535,51,8.1,24.1,6.7,45287,81,24667,19737,35.5,86000,24,7.4,2012
Montcalm County,Michigan,77.9685418214469,26,117,17.0,59771,63357,12.5,18.6,348,11.8,661,79.2,0.4051,196,4.9,14.2,14.4,40707,202,19033,63357,40.2,99400,1544,9.5,2012
Monterey County,California,81.9282367512405,6,53,8.4,309794,416199,9.2,16.1,6393,22.1,1183,76.1,0.4452,3864,19.5,21.1,11.1,60143,26195,24995,416199,20.7,390400,12568,11.7,2012
Montezuma County,Colorado,77.4000139860387,8,83,14.3,21409,25424,16.0,19.6,229,27.7,703,79.6,0.4541,2841,3.1,20.8,11.3,44102,151,24731,25424,31.3,187900,26,7.7,2012
Montgomery County,Alabama,76.0363412800295,1,101,16.0,93483,229376,10.2,20.4,3069,30.8,797,76.6,0.4739,891,5.5,13.3,8.7,44401,4679,24765,229376,27.3,123500,125397,12.0,2012
Montgomery County,Arkansas,76.4915849838952,5,97,29.7,8996,9453,21.4,22.7,48,10.7,486,81.5,0.4733,129,9.3,22.2,7.5,33240,1,19298,9453,37.2,75500,47,7.6,2012
Montgomery County,Georgia,75.4452929856624,13,209,12.7,6402,9054,10.8,24.3,76,14.7,560,81.4,0.4444,0,7.0,22.6,4.5,33569,27,16396,9054,45.5,76100,2440,15.4,2012
Montgomery County,Illinois,77.6000517731715,17,135,13.6,27344,29977,14.2,14.2,168,11.5,629,82.4,0.4401,20,6.0,7.3,5.9,42261,150,21550,29977,39.8,81100,2208,9.6,2012
Montgomery County,Indiana,77.419445363511,18,107,14.5,36772,38207,13.5,16.9,347,19.5,656,78.9,0.408,117,3.8,13.5,9.4,46026,169,22655,38207,43.7,108200,507,12.0,2012
Montgomery County,Iowa,77.6066167054178,19,137,16.7,10413,10710,16.8,16.2,38,18.6,532,79.3,0.4464,0,10.5,10.8,9.2,40530,11,22811,10710,31.3,78200,4,6.5,2012
Montgomery County,Kansas,75.3982622227074,20,125,17.9,29492,35167,14.9,17.4,325,19.2,558,78.2,0.4441,625,4.8,15.2,11.4,41073,250,21696,35167,33.1,72500,2019,10.2,2012
Montgomery County,Kentucky,75.4898032131249,21,173,18.9,25221,26517,11.8,25.4,171,15.9,602,76.8,0.477,14,8.9,16.1,11.3,35832,0,20123,26517,41.4,104800,830,8.2,2012
Montgomery County,Maryland,81.6252330735589,24,31,7.4,560968,974824,10.9,6.5,11526,59.1,1525,77.6,0.4557,3282,5.1,11.8,6.2,96985,136409,48690,974824,13.1,455800,167316,8.2,2012
Montgomery County,Mississippi,73.2235557899674,28,97,17.0,5720,10866,15.3,32.5,98,11.4,614,76.9,0.4488,0,9.3,14.7,11.4,30440,10,15880,10866,37.9,68600,5086,11.7,2012
Montgomery County,Missouri,76.1475671979084,29,139,18.4,11712,12181,16.4,17.2,60,9.0,577,78.1,0.4061,14,6.8,14.1,10.9,40565,39,20297,12181,43.4,106600,96,7.2,2012
Montgomery County,New York,78.1635491209428,36,57,16.1,45715,50025,14.3,19.2,478,15.9,703,78.1,0.4363,141,5.6,11.2,11.2,42830,362,22936,50025,37.2,99500,847,8.7,2012
Montgomery County,North Carolina,77.1959795336436,37,123,17.0,21052,27741,14.2,26.3,223,14.8,551,77.8,0.4932,135,11.4,20.2,14.8,32798,446,18834,27741,28.7,86700,5242,8.9,2012
Montgomery County,Ohio,76.3459509782825,39,113,15.0,396579,535626,13.2,16.8,6654,25.8,715,78.3,0.4547,555,3.4,12.2,11.1,43895,9906,24909,535626,29.6,115800,112269,9.9,2012
Montgomery County,Pennsylvania,80.7737281495742,42,91,9.0,657641,799886,13.1,6.1,6561,46.4,1102,79.0,0.4566,884,2.2,6.6,6.6,78984,51172,41330,799886,24.9,296000,69139,8.1,2012
Montgomery County,Tennessee,76.4975671182216,47,125,12.4,125335,173138,7.1,16.2,2352,22.5,804,74.0,0.4095,1096,3.2,11.7,9.9,49459,3652,22382,173138,32.5,139000,33312,12.5,2012
Montgomery County,Texas,78.9143503015421,48,339,10.3,402030,458339,9.5,12.3,3573,32.4,951,74.7,0.4658,1671,6.4,19.4,6.8,66422,9975,32660,458339,23.2,164200,18758,8.4,2012
Montgomery County,Virginia,79.6788061509647,51,121,9.2,82549,94179,8.1,24.4,1194,43.7,796,86.0,0.4843,208,4.2,9.6,6.2,44166,5284,23292,94179,22.8,200900,3632,33.6,2012
Montmorency County,Michigan,76.7030769460677,26,119,24.5,9485,9709,25.6,18.7,57,10.3,642,85.6,0.4054,24,5.3,11.9,17.4,34955,6,19546,9709,40.2,96700,29,6.3,2012
Montour County,Pennsylvania,78.4825318424176,42,93,13.3,17365,18243,15.5,9.9,90,27.3,674,80.6,0.4708,16,2.7,8.8,6.2,49845,355,28786,18243,40.6,150100,278,7.6,2012
Montrose County,Colorado,79.7082086300651,8,85,13.9,37310,40994,16.7,13.8,308,24.2,816,78.0,0.403,308,7.7,21.6,10.0,47139,227,23018,40994,33.0,200900,260,6.9,2012
Moody County,South Dakota,81.0035129555368,46,101,11.6,5251,6474,13.1,11.2,56,21.8,528,76.1,0.4081,875,5.4,10.2,5.0,50949,58,26149,6474,40.0,105300,0,7.8,2012
Moore County,North Carolina,79.4956349371492,37,125,14.7,72722,88314,21.2,14.5,669,32.3,689,79.5,0.4773,587,4.5,13.5,11.0,48238,777,28598,88314,24.7,196700,11639,6.8,2012
Moore County,Tennessee,78.3157688684933,47,127,14.8,5956,6349,17.0,14.7,43,13.6,646,78.7,0.3936,26,8.0,13.6,13.6,44977,5,21821,6349,44.4,135700,148,7.2,2012
Moore County,Texas,77.768291667435,48,341,10.9,16392,21765,8.4,15.0,134,13.6,635,70.1,0.3772,140,20.5,24.9,5.5,48489,1396,18973,21765,28.6,84200,360,10.8,2012
Mora County,New Mexico,77.5172557385967,35,33,29.2,3672,4830,22.3,16.2,0,10.3,594,83.8,0.4567,118,9.7,22.7,6.8,40000,0,22561,4830,40.3,100400,2,8.6,2012
Morehouse Parish,Louisiana,72.7187514955762,22,67,17.8,14366,27893,13.5,25.8,76,11.7,552,76.6,0.4614,16,8.7,23.1,10.6,31447,36,16518,27893,43.0,76100,13140,9.1,2012
Morgan County,Alabama,75.7692598409346,1,103,15.5,98477,119330,12.6,15.1,911,21.2,606,78.2,0.4396,1185,8.1,15.9,11.0,45852,753,23809,119330,31.9,121100,14197,8.9,2012
Morgan County,Colorado,78.2841712582528,8,87,10.7,25478,28200,12.4,14.6,223,14.5,675,74.6,0.4108,175,13.4,18.9,7.5,42829,44,20276,28200,32.9,138900,728,9.0,2012
Morgan County,Georgia,77.6218116292189,13,211,14.0,13039,17919,14.3,15.1,105,22.9,768,77.2,0.4887,25,9.8,18.4,9.7,44908,14,25414,17919,36.0,175700,4466,7.4,2012
Morgan County,Illinois,78.153885615653,17,137,13.3,32592,35544,14.0,13.9,375,19.1,608,80.9,0.4079,41,4.1,9.2,7.7,46763,70,24082,35544,40.6,91600,2239,11.1,2012
Morgan County,Indiana,76.8282192566051,18,109,13.5,67449,69033,12.0,10.7,440,15.3,741,77.3,0.4036,84,3.8,12.3,9.2,56303,380,25664,69033,40.7,143000,194,7.9,2012
Morgan County,Kentucky,75.5688342625836,21,175,22.0,13074,13898,10.9,29.1,85,8.2,425,81.2,0.478,0,18.3,15.1,9.3,29154,53,16315,13898,42.1,68800,512,8.1,2012
Morgan County,Missouri,75.6836865368469,29,141,21.1,19810,20479,22.0,20.6,85,13.2,536,80.1,0.4135,222,9.2,22.9,13.9,35446,12,18113,20479,43.9,111400,144,6.8,2012
Morgan County,Ohio,77.4021984175888,39,115,15.8,14058,15042,16.8,18.0,75,6.7,552,79.2,0.4418,42,5.4,14.7,9.2,37152,65,20117,15042,50.4,89000,458,7.5,2012
Morgan County,Tennessee,75.0572608438593,47,129,21.3,20689,21882,11.7,19.1,69,5.1,580,81.8,0.4338,48,9.7,13.7,8.6,37522,64,17949,21882,53.8,88300,698,9.3,2012
Morgan County,Utah,81.1624693304336,49,29,9.0,9253,9485,10.2,5.1,49,34.0,688,67.4,0.3322,0,0.5,11.6,5.8,77159,44,25091,9485,30.4,266300,0,7.8,2012
Morgan County,West Virginia,76.5162775273993,54,65,18.6,17073,17507,17.2,14.9,148,14.6,659,80.9,0.4396,11,6.0,19.1,13.2,35350,87,21375,17507,52.4,157800,131,6.4,2012
Morrill County,Nebraska,78.3006772541234,31,123,16.8,4819,4993,17.7,14.7,31,21.1,617,77.9,0.4112,27,6.8,16.5,6.6,42025,21,21881,4993,33.4,76900,4,7.3,2012
Morris County,Kansas,78.6609828704592,20,127,15.1,5742,5917,20.5,8.0,53,15.5,483,80.9,0.4229,57,2.8,11.1,4.9,45000,11,24528,5917,45.5,76800,6,7.0,2012
Morris County,New Jersey,82.259451733419,34,27,7.5,407897,493472,12.2,4.2,3700,51.1,1313,78.4,0.4492,923,3.1,7.8,7.0,97979,44934,48252,493472,21.7,446800,15367,7.7,2012
Morris County,Texas,74.0839909474495,48,343,24.9,9093,12914,18.2,19.7,62,11.4,529,78.5,0.4535,23,7.2,20.7,10.7,39122,6,20344,12914,37.9,70600,2972,7.7,2012
Morrison County,Minnesota,79.9915395417978,27,97,12.9,32345,33173,14.1,13.2,173,14.7,611,78.2,0.4073,53,5.2,9.7,8.2,47110,170,23269,33173,40.9,156400,146,7.8,2012
Morrow County,Ohio,78.1706758428942,39,117,13.3,34017,34895,12.3,13.8,127,11.0,686,76.7,0.3813,12,3.6,13.4,7.8,51534,93,22367,34895,47.8,130200,217,7.6,2012
Morrow County,Oregon,79.6234343370333,41,49,15.7,9995,11146,11.6,15.5,106,11.1,656,75.4,0.4123,57,12.0,18.6,10.8,48457,70,21004,11146,32.2,115600,16,8.6,2012
Morton County,Kansas,77.2933023413455,20,129,13.4,2715,3207,13.8,10.0,59,19.3,574,74.4,0.415,36,7.7,13.2,2.1,44198,45,22287,3207,35.0,73400,40,6.9,2012
Morton County,North Dakota,78.9066650486438,38,59,11.5,25731,27439,13.0,8.8,90,20.3,575,78.6,0.4079,1021,6.4,8.5,3.5,57988,48,28853,27439,29.6,131800,131,8.0,2012
Motley County,Texas,77.5201748253088,48,345,17.5,1100,1153,18.3,25.6,3,16.8,465,80.4,0.4259,7,8.3,28.4,8.3,35313,1,19288,1153,36.8,49600,24,9.6,2012
Moultrie County,Illinois,77.6704814357092,17,139,12.8,14601,14844,15.7,10.7,102,13.8,632,76.3,0.3955,2,9.5,11.5,5.3,50005,46,23985,14844,42.5,94100,58,7.6,2012
Mountrail County,North Dakota,75.5184354204911,38,61,12.2,5145,7830,11.4,12.2,30,15.9,547,79.5,0.4347,2259,6.0,15.5,2.7,65822,3,31285,7830,31.0,83200,32,11.3,2012
Mower County,Minnesota,81.2715124876901,27,99,12.6,36198,39115,14.6,15.8,395,16.4,669,77.3,0.4238,64,6.6,10.9,5.9,46239,656,24005,39115,33.4,108000,803,9.2,2012
Muhlenberg County,Kentucky,74.9144810295916,21,177,18.0,29303,31399,13.5,19.3,199,8.3,497,80.9,0.4468,100,10.7,15.1,7.8,38835,12,20173,31399,43.6,79400,1434,9.1,2012
Multnomah County,Oregon,79.1240863264622,41,51,11.7,578509,737110,9.1,17.1,11098,38.2,884,81.2,0.4736,7433,4.4,16.2,10.4,51582,48982,29984,737110,20.4,276900,42365,9.4,2012
Murray County,Georgia,74.8836117904355,13,213,14.6,37118,39635,9.8,19.8,410,7.9,641,75.4,0.4148,64,13.8,22.8,13.2,36928,129,16821,39635,39.5,98400,450,9.5,2012
Murray County,Minnesota,81.382392825127,27,101,12.8,8425,8690,20.6,10.1,28,15.5,536,81.2,0.414,20,5.3,8.3,3.8,50039,33,26252,8690,43.5,91500,21,6.3,2012
Murray County,Oklahoma,73.9500924703815,40,99,18.7,10349,13460,16.9,16.1,107,14.6,607,77.0,0.4284,1170,4.8,18.4,5.9,43781,94,22319,13460,39.2,81200,139,8.2,2012
Muscatine County,Iowa,78.6910323238503,19,139,10.6,39782,42729,11.8,15.1,398,17.0,705,76.8,0.4006,124,6.4,9.9,7.2,51675,428,24386,42729,35.7,120600,574,8.3,2012
Muscogee County,Georgia,75.1089348482962,13,215,18.2,89502,191278,9.3,18.8,3249,22.8,778,76.4,0.4783,461,5.2,14.9,10.5,41443,4364,22761,191278,28.0,132900,86320,14.2,2012
Muskegon County,Michigan,77.4875698556908,26,121,14.7,138397,171755,12.0,19.5,1585,16.9,656,77.1,0.4349,1017,3.7,11.0,15.8,40843,1073,20463,171755,37.0,105700,24007,9.4,2012
Muskingum County,Ohio,76.533165507332,39,119,15.6,80100,85996,13.3,17.3,730,13.5,614,77.7,0.4265,159,3.7,12.7,10.3,40398,269,20598,85996,47.1,110300,2877,9.5,2012
Muskogee County,Oklahoma,73.1113994566584,40,101,19.4,43806,70635,13.0,22.5,733,18.0,608,76.4,0.4541,9459,5.8,21.2,8.6,37748,446,19525,70635,35.1,88800,7899,9.9,2012
Musselshell County,Montana,76.6978007100019,30,65,14.8,4411,4597,19.1,14.0,41,10.2,525,80.8,0.4035,24,2.3,14.7,4.9,43079,0,22896,4597,48.2,116400,12,5.5,2012
Nacogdoches County,Texas,76.3387988642319,48,347,14.5,49059,64647,10.6,24.8,806,23.8,679,77.6,0.4777,335,9.7,23.1,7.9,35641,856,19271,64647,29.8,96600,12079,18.9,2012
Nance County,Nebraska,77.6673665330211,31,125,14.9,3684,3730,16.1,14.1,43,13.6,520,78.7,0.4034,3,7.1,14.1,5.8,40714,0,22072,3730,45.5,63600,4,6.5,2012
Nantucket County,Massachusetts,81.9238925226739,25,19,7.9,9130,10194,10.8,8.9,97,38.4,1648,82.6,0.4955,1,4.6,10.0,3.1,83546,125,48183,10194,26.9,944100,575,6.1,2012
Napa County,California,80.9974023370734,6,55,10.7,109393,136644,13.7,10.0,1815,30.4,1297,79.4,0.4604,979,11.7,14.2,8.9,69571,9450,35195,136644,20.3,460400,2758,9.5,2012
Nash County,North Carolina,76.0539139711444,37,127,15.3,53751,95545,11.9,17.6,1210,17.9,743,77.8,0.4537,497,8.1,15.9,12.3,43757,775,23364,95545,33.9,118300,35412,9.0,2012
Nassau County,Florida,77.684803704205,12,89,14.8,66088,73303,15.9,11.1,630,23.7,929,80.7,0.4486,142,2.8,17.6,9.5,57163,628,29490,73303,36.4,195300,4949,8.4,2012
Nassau County,New York,82.2293924149014,36,59,8.6,973573,1338712,13.3,5.8,7046,42.0,1479,78.7,0.4474,2310,4.8,8.8,6.9,97049,103765,42286,1338712,23.5,467500,148771,9.1,2012
Natchitoches Parish,Louisiana,75.3762470120981,22,69,17.4,21477,39434,12.1,27.4,372,20.3,614,76.6,0.5288,291,7.0,19.0,9.4,32649,174,20394,39434,38.8,94500,16322,15.0,2012
Natrona County,Wyoming,77.4047047128005,56,25,11.2,70831,75876,10.8,9.3,979,21.7,782,78.1,0.4335,745,2.2,14.0,5.5,55786,579,29702,75876,31.9,179100,639,10.0,2012
Navajo County,Arizona,75.2738330677208,4,17,18.8,52280,107415,12.7,27.9,627,14.6,667,73.5,0.4617,45544,7.5,18.1,17.1,37683,530,16884,107415,31.3,122000,916,10.0,2012
Navarro County,Texas,76.0377230791343,48,349,17.4,36365,47739,12.7,20.0,367,13.7,680,74.4,0.4482,1178,9.9,22.8,8.4,41511,288,20630,47739,33.8,79000,7041,9.7,2012
Nelson County,Kentucky,76.8244420007598,21,179,15.5,40377,43500,10.2,17.5,396,13.3,648,75.5,0.4368,78,4.9,13.0,10.6,43722,151,22579,43500,45.1,121400,2244,7.5,2012
Nelson County,North Dakota,77.0676690718792,38,63,13.5,3036,3115,24.7,8.4,9,21.5,397,83.1,0.468,25,8.2,8.1,2.2,43622,0,28396,3115,29.1,52000,40,6.0,2012
Nelson County,Virginia,78.0145624925138,51,125,15.7,12407,15000,18.5,11.5,59,23.8,742,83.9,0.4127,29,11.6,13.3,6.7,48888,20,25493,15000,35.4,190700,2381,9.1,2012
Nemaha County,Kansas,79.7719740061442,20,131,11.3,9932,10170,17.4,12.1,67,13.5,467,76.9,0.4288,38,4.4,6.6,1.8,46901,0,23926,10170,53.1,89800,102,6.4,2012
Nemaha County,Nebraska,78.6335337899044,31,127,13.1,6981,7224,15.3,9.5,81,23.7,462,81.5,0.4268,50,3.2,8.0,7.6,41929,33,24321,7224,34.5,85300,60,14.2,2012
Neosho County,Kansas,76.755450035774,20,133,18.4,15702,16501,15.2,17.6,259,17.6,512,78.3,0.4067,75,4.1,12.8,9.8,40829,39,20026,16501,36.1,68900,193,9.9,2012
Neshoba County,Mississippi,72.4680532068538,28,99,20.1,18160,29682,11.5,22.2,121,11.6,621,73.4,0.457,4710,8.6,19.4,11.5,37893,140,19078,29682,34.3,73200,6191,8.7,2012
Ness County,Kansas,78.6010251872461,20,135,14.6,2960,3102,19.9,7.6,6,20.4,513,80.9,0.4648,4,5.6,10.7,2.1,47870,0,30256,3102,40.4,53800,11,3.2,2012
Nevada County,Arkansas,74.4070397931647,5,99,23.8,6034,9003,16.2,27.2,93,9.1,585,76.7,0.4736,33,4.7,18.6,14.7,35578,0,19786,9003,44.1,64700,2857,6.8,2012
Nevada County,California,81.2238413839233,6,57,12.8,91584,98521,18.5,11.6,994,34.8,1135,82.5,0.4401,934,1.4,14.6,10.4,57382,1386,31899,98521,21.8,379900,393,7.5,2012
New Castle County,Delaware,78.7619523510733,10,3,11.2,363926,539665,10.9,10.7,5667,33.9,1003,78.7,0.444,1280,4.0,8.9,8.1,64670,23762,32247,539665,29.2,251200,128385,11.1,2012
New Hanover County,North Carolina,79.3030162136801,37,129,12.1,163535,203276,12.2,16.0,2856,36.3,889,81.2,0.4779,754,3.5,15.8,10.0,50420,2742,29834,203276,22.0,222000,29755,12.8,2012
