County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Disability Rate,Rent Denominator,Poverty Rate,Black Population,High School Degree or Higher (%),Year
Victoria County,Texas,78.0109952941855,48,469,1604.0,5.7,32255.0,43175.0,2358.0,92109.0,80546.0,2246.0,56834.0,548.0,0.468,35.9,20.0,22412.0,15.4,10908.0,15.0,5488.0,83.8,2019
Walker County,Texas,78.4734296104995,48,471,811.0,3.3,21963.0,12973.0,3367.0,72321.0,52800.0,1284.0,43742.0,211.0,0.4711,35.3,20.8,13125.0,8.3,10673.0,22.4,16780.0,86.0,2019
Waller County,Texas,79.0272995577394,48,473,340.0,5.2,15171.0,15581.0,1034.0,51832.0,30096.0,908.0,59642.0,185.0,0.4677,28.9,21.1,10851.0,11.7,4804.0,16.5,12911.0,82.5,2019
Ward County,Texas,75.6223414701776,48,475,34.0,6.0,3978.0,6256.0,103.0,11658.0,10052.0,176.0,62986.0,96.0,0.4127,33.9,12.5,2822.0,10.4,1132.0,12.5,469.0,78.6,2019
Washington County,Texas,79.9068027117327,48,477,433.0,5.6,12625.0,5646.0,800.0,35163.0,27569.0,619.0,54971.0,219.0,0.5113,41.5,26.8,8599.0,15.3,3267.0,12.0,5805.0,86.7,2019
Webb County,Texas,79.8731656421196,48,479,2931.0,4.9,74789.0,261132.0,6632.0,273526.0,262244.0,9059.0,46475.0,1616.0,0.4794,28.8,18.9,59936.0,11.9,28276.0,27.5,1215.0,67.6,2019
Wharton County,Texas,77.3617028775839,48,481,782.0,5.2,15199.0,17208.0,879.0,41577.0,33504.0,1417.0,48310.0,238.0,0.4759,37.3,18.0,10555.0,14.6,5021.0,17.6,5944.0,78.3,2019
Wheeler County,Texas,75.1745453864444,48,483,75.0,4.6,2183.0,1388.0,143.0,5338.0,4678.0,183.0,49315.0,18.0,0.4379,39.6,16.8,1518.0,15.6,729.0,18.3,171.0,80.2,2019
Wichita County,Texas,75.6591298142237,48,485,2715.0,4.9,48356.0,25258.0,4274.0,131596.0,103920.0,3424.0,48650.0,586.0,0.4581,34.5,23.1,30464.0,16.7,19192.0,16.9,13623.0,86.6,2019
Wilbarger County,Texas,75.0402666669038,48,487,227.0,5.6,5180.0,3736.0,260.0,12833.0,10017.0,417.0,45302.0,53.0,0.4349,39.4,15.2,3252.0,22.8,2034.0,19.2,1291.0,77.2,2019
Willacy County,Texas,78.063104117479,48,489,110.0,13.8,5782.0,19039.0,253.0,21588.0,20975.0,544.0,35521.0,185.0,0.465,33.0,8.9,4524.0,16.8,1704.0,27.0,138.0,65.7,2019
Williamson County,Texas,81.7258991608845,48,491,3145.0,4.8,180160.0,133872.0,9583.0,547604.0,436477.0,11098.0,87337.0,1044.0,0.3938,36.3,41.3,129957.0,10.0,56952.0,6.4,35054.0,93.2,2019
Wilson County,Texas,79.0546315951819,48,493,150.0,5.2,15733.0,19513.0,263.0,49173.0,45548.0,759.0,76692.0,311.0,0.4294,40.2,21.8,12511.0,12.8,2458.0,9.6,690.0,87.6,2019
Winkler County,Texas,74.1032244348313,48,495,38.0,3.7,2619.0,4796.0,93.0,7867.0,6909.0,186.0,60366.0,92.0,0.4091,33.1,8.2,1852.0,11.2,534.0,15.0,393.0,69.2,2019
Wise County,Texas,76.8072765135948,48,497,406.0,4.4,22369.0,12822.0,995.0,66290.0,61993.0,1109.0,64536.0,361.0,0.4215,38.3,18.0,16853.0,17.0,4935.0,10.7,948.0,85.3,2019
Wood County,Texas,76.3433152341975,48,499,431.0,5.5,16510.0,4435.0,855.0,44366.0,39622.0,817.0,53394.0,308.0,0.473,47.9,16.6,11642.0,21.2,3267.0,14.6,2224.0,84.7,2019
Yoakum County,Texas,77.3714946987682,48,501,49.0,4.4,2617.0,5736.0,22.0,8631.0,8311.0,78.0,70005.0,57.0,0.3768,30.3,12.7,1985.0,9.7,575.0,8.4,38.0,63.5,2019
Young County,Texas,75.0008070596612,48,503,137.0,3.2,7307.0,3366.0,236.0,18036.0,17264.0,465.0,50635.0,181.0,0.4402,41.1,19.3,5178.0,14.2,1786.0,12.3,379.0,83.0,2019
Zapata County,Texas,78.4855867549888,48,505,127.0,10.4,4503.0,13501.0,284.0,14304.0,13405.0,550.0,33952.0,161.0,0.5641,29.5,11.6,3284.0,18.1,1137.0,34.5,0.0,61.9,2019
Zavala County,Texas,76.4190339280359,48,507,189.0,8.7,3571.0,11304.0,249.0,12039.0,11469.0,453.0,34459.0,157.0,0.4146,32.9,10.9,2881.0,21.0,1001.0,33.8,40.0,66.9,2019
Beaver County,Utah,76.9655556469389,49,1,30.0,3.5,2282.0,780.0,96.0,6517.0,6103.0,92.0,55221.0,11.0,0.3921,33.0,21.1,1679.0,13.1,590.0,9.1,0.0,88.9,2019
Box Elder County,Utah,79.0700185013352,49,3,403.0,4.1,17569.0,5093.0,578.0,53946.0,50233.0,644.0,62233.0,279.0,0.3753,32.6,23.9,13775.0,11.9,3904.0,7.9,353.0,93.1,2019
Cache County,Utah,81.5752320234585,49,5,1068.0,2.6,38393.0,13316.0,3111.0,124165.0,112735.0,1857.0,59038.0,273.0,0.4268,25.2,38.3,28857.0,8.6,14213.0,15.4,957.0,93.1,2019
Carbon County,Utah,75.8859544444402,49,7,272.0,7.0,7829.0,2700.0,521.0,20308.0,19348.0,456.0,51158.0,93.0,0.4161,37.5,17.1,5334.0,14.9,2056.0,16.8,91.0,91.6,2019
Daggett County,Utah,79.4492138873135,49,9,4.0,1.0,163.0,13.0,0.0,613.0,599.0,0.0,75417.0,12.0,0.3299,42.5,13.4,126.0,6.4,21.0,3.5,1.0,94.0,2019
Davis County,Utah,80.5433134523795,49,11,1654.0,2.7,104551.0,33434.0,3965.0,345767.0,311855.0,5137.0,83310.0,1238.0,0.3806,31.1,37.8,84662.0,9.0,24033.0,5.4,4603.0,95.6,2019
Duchesne County,Utah,76.5919879379097,49,13,155.0,6.5,6868.0,1650.0,321.0,20148.0,18063.0,412.0,63224.0,110.0,0.3931,31.5,14.7,5327.0,13.1,1707.0,13.7,90.0,88.8,2019
Emery County,Utah,77.0170867405147,49,15,72.0,3.8,3665.0,642.0,76.0,10117.0,9848.0,155.0,55554.0,58.0,0.3689,36.2,16.3,2736.0,14.8,847.0,11.6,2.0,93.8,2019
Garfield County,Utah,79.6058018980563,49,17,27.0,3.2,1760.0,306.0,65.0,4998.0,4649.0,89.0,54565.0,24.0,0.4209,41.9,25.9,1287.0,16.1,361.0,16.5,10.0,92.7,2019
Grand County,Utah,78.5498386649716,49,19,147.0,5.2,4191.0,994.0,266.0,9640.0,8935.0,294.0,51557.0,52.0,0.3981,40.2,28.6,2700.0,12.1,1461.0,9.1,31.0,93.3,2019
Iron County,Utah,79.167527726984,49,21,335.0,4.4,17015.0,4463.0,1235.0,51213.0,47016.0,882.0,51807.0,335.0,0.4397,29.1,29.8,12353.0,10.5,6131.0,17.0,269.0,92.9,2019
Juab County,Utah,78.1090000775964,49,23,36.0,3.0,3464.0,590.0,43.0,11301.0,10597.0,299.0,61463.0,45.0,0.3722,30.1,16.0,2818.0,11.3,743.0,12.6,26.0,91.1,2019
Kane County,Utah,78.6487299478681,49,25,33.0,3.4,2643.0,350.0,92.0,7484.0,6976.0,64.0,47044.0,26.0,0.4346,41.9,29.9,1503.0,16.8,597.0,12.4,15.0,92.5,2019
Millard County,Utah,80.09452001162,49,27,136.0,2.5,4337.0,1662.0,107.0,12854.0,11562.0,163.0,62242.0,45.0,0.4098,35.4,20.6,3419.0,12.4,1106.0,12.6,30.0,88.1,2019
Morgan County,Utah,81.449666310076,49,29,7.0,2.4,3365.0,338.0,17.0,11664.0,11250.0,77.0,91341.0,24.0,0.3703,32.2,39.4,2976.0,8.0,494.0,2.8,90.0,98.1,2019
Piute County,Utah,78.1652487571747,49,31,3.0,5.7,532.0,47.0,8.0,1866.0,1823.0,0.0,42813.0,2.0,0.4068,44.5,20.2,379.0,23.3,87.0,17.1,3.0,91.0,2019
Rich County,Utah,81.8390794555497,49,33,0.0,1.8,635.0,256.0,13.0,2389.0,2245.0,40.0,57902.0,2.0,0.4211,34.3,23.0,497.0,19.3,180.0,12.4,0.0,95.7,2019
Salt Lake County,Utah,79.7139853432389,49,35,14822.0,3.5,374820.0,208061.0,23795.0,1133646.0,896437.0,19871.0,74865.0,4486.0,0.4335,32.8,35.6,261996.0,9.4,123265.0,9.2,21602.0,90.8,2019
San Juan County,Utah,78.2040361715658,49,37,106.0,8.8,4311.0,870.0,84.0,15302.0,7422.0,332.0,45394.0,186.0,0.4812,32.2,18.3,3212.0,16.5,835.0,25.0,33.0,84.9,2019
Sanpete County,Utah,79.139682497713,49,39,121.0,6.2,8643.0,2854.0,349.0,29850.0,26406.0,194.0,53838.0,70.0,0.413,32.6,20.9,6628.0,12.8,1927.0,15.0,217.0,90.2,2019
Sevier County,Utah,77.2330911663487,49,41,72.0,5.3,7364.0,1100.0,197.0,21280.0,20160.0,476.0,54799.0,80.0,0.4135,35.4,18.5,5566.0,13.5,1610.0,14.9,137.0,90.6,2019
Summit County,Utah,83.6633837802287,49,43,225.0,1.7,14220.0,4705.0,629.0,41103.0,38221.0,635.0,102958.0,110.0,0.4996,39.5,55.0,10695.0,5.6,3216.0,5.6,326.0,94.9,2019
Tooele County,Utah,78.2932035469661,49,45,487.0,4.8,20478.0,8332.0,534.0,67397.0,60542.0,1045.0,74562.0,355.0,0.3425,31.4,24.2,16412.0,10.6,3902.0,6.2,326.0,91.3,2019
Uintah County,Utah,76.6911415869681,49,47,182.0,8.1,10569.0,3038.0,337.0,36084.0,31684.0,557.0,65264.0,144.0,0.431,30.6,15.8,7655.0,11.7,2546.0,12.6,144.0,85.7,2019
Utah County,Utah,80.5961956884245,49,49,2934.0,3.6,165991.0,71315.0,10456.0,605490.0,554930.0,6537.0,74665.0,1274.0,0.4189,24.8,40.8,134951.0,7.7,53700.0,10.6,3499.0,94.6,2019
Wasatch County,Utah,81.706431285436,49,51,72.0,1.7,9879.0,4232.0,594.0,31708.0,29947.0,211.0,85166.0,128.0,0.4286,34.0,39.9,7552.0,7.7,2670.0,5.9,87.0,94.6,2019
Washington County,Utah,81.9031667094597,49,53,1244.0,3.5,57144.0,17364.0,3043.0,165811.0,150104.0,2908.0,59839.0,843.0,0.4459,37.1,28.1,42374.0,12.5,16914.0,11.8,1156.0,92.9,2019
Wayne County,Utah,78.7183771491477,49,55,4.0,2.2,1000.0,168.0,23.0,2689.0,2576.0,27.0,44245.0,15.0,0.3939,40.4,23.4,674.0,13.3,261.0,9.6,6.0,88.4,2019
Weber County,Utah,78.2164764889128,49,57,2869.0,3.7,83632.0,46159.0,3961.0,251498.0,224216.0,5271.0,67244.0,1331.0,0.4004,32.7,24.5,61040.0,11.2,22237.0,10.2,2745.0,90.6,2019
Addison County,Vermont,80.9773068888416,50,1,359.0,3.9,14584.0,852.0,566.0,36882.0,34625.0,758.0,68825.0,260.0,0.4068,43.5,39.6,9250.0,14.8,3500.0,7.2,541.0,93.5,2019
Bennington County,Vermont,78.7894670113564,50,3,919.0,3.6,14581.0,717.0,689.0,35746.0,34210.0,845.0,56183.0,335.0,0.4714,46.7,36.2,9009.0,18.2,3787.0,10.9,247.0,91.2,2019
Caledonia County,Vermont,79.04364763398,50,5,686.0,3.5,12434.0,483.0,723.0,30234.0,28959.0,640.0,50563.0,247.0,0.4595,44.7,29.0,7658.0,16.6,3348.0,12.6,289.0,91.3,2019
Chittenden County,Vermont,82.0072912866129,50,7,4405.0,3.5,66160.0,3813.0,6912.0,162646.0,146712.0,2939.0,73647.0,690.0,0.4483,36.5,51.3,37467.0,11.9,24897.0,12.1,4445.0,94.4,2019
Essex County,Vermont,78.6971768159934,50,9,69.0,3.9,2740.0,86.0,74.0,6200.0,5984.0,138.0,44349.0,83.0,0.4179,50.9,16.2,1714.0,19.8,514.0,13.4,61.0,86.8,2019
Franklin County,Vermont,78.8049292572647,50,11,828.0,3.7,18563.0,774.0,781.0,49116.0,46504.0,1033.0,65485.0,249.0,0.401,40.4,24.1,12476.0,13.2,4565.0,8.6,261.0,90.7,2019
Grand Isle County,Vermont,80.6168389798839,50,13,40.0,4.2,2956.0,140.0,121.0,7022.0,6628.0,127.0,71587.0,43.0,0.444,48.2,39.8,2015.0,10.6,472.0,7.5,58.0,92.9,2019
Lamoille County,Vermont,80.3590190423626,50,15,334.0,3.7,10546.0,455.0,666.0,25318.0,24145.0,641.0,64003.0,126.0,0.488,40.8,38.2,6597.0,12.2,2831.0,13.6,308.0,92.8,2019
Orange County,Vermont,79.6342210110576,50,17,401.0,3.7,12279.0,386.0,522.0,28908.0,27937.0,557.0,60925.0,237.0,0.4005,46.6,29.1,7676.0,17.1,2397.0,9.7,200.0,91.8,2019
Orleans County,Vermont,78.2579750569715,50,19,591.0,4.2,11779.0,405.0,736.0,26901.0,25925.0,702.0,49168.0,289.0,0.4341,45.8,21.5,7517.0,16.8,2570.0,13.1,150.0,88.3,2019
Rutland County,Vermont,78.1588665205909,50,21,1336.0,3.1,25338.0,864.0,1647.0,58892.0,56865.0,843.0,56139.0,601.0,0.4368,46.5,30.8,14737.0,16.3,7238.0,10.1,517.0,92.6,2019
Washington County,Vermont,80.5396887618725,50,23,1631.0,3.2,24828.0,1135.0,1230.0,58350.0,55952.0,1710.0,62791.0,444.0,0.4382,43.7,41.8,14934.0,13.6,7339.0,10.6,517.0,93.7,2019
Windham County,Vermont,79.398505000611,50,25,1119.0,4.2,18943.0,999.0,1490.0,42823.0,40570.0,1088.0,51985.0,266.0,0.4672,47.6,38.1,10721.0,16.6,6201.0,13.7,502.0,92.4,2019
Windsor County,Vermont,80.0646196554885,50,27,942.0,3.8,24298.0,929.0,1478.0,55275.0,52867.0,1041.0,60987.0,344.0,0.4571,48.0,38.2,14613.0,15.6,6371.0,9.2,406.0,93.4,2019
Accomack County,Virginia,75.809517106311,51,1,792.0,3.9,13438.0,2929.0,822.0,32673.0,22282.0,831.0,46073.0,430.0,0.448,45.9,19.5,8922.0,14.1,4461.0,19.0,9331.0,81.5,2019
Amelia County,Virginia,76.1974677043046,51,7,15.0,3.4,4954.0,390.0,54.0,12953.0,9824.0,147.0,57946.0,175.0,0.4392,45.1,17.1,3454.0,14.5,773.0,10.7,2745.0,83.9,2019
Amherst County,Virginia,77.6871794626152,51,9,456.0,5.8,12160.0,766.0,499.0,31775.0,24381.0,542.0,52888.0,229.0,0.4197,44.8,19.1,8301.0,15.6,2782.0,14.0,5709.0,85.6,2019
Appomattox County,Virginia,77.3358114053284,51,11,157.0,3.3,6091.0,260.0,312.0,15707.0,12263.0,402.0,58696.0,117.0,0.4331,42.6,20.9,4526.0,15.6,1354.0,13.2,3105.0,85.9,2019
Arlington County,Virginia,85.354634224284,51,13,12275.0,2.7,107032.0,36375.0,10045.0,233464.0,166912.0,3207.0,120071.0,1814.0,0.4409,34.7,75.3,49266.0,5.9,61280.0,6.8,21360.0,94.3,2019
Bath County,Virginia,75.9952963817985,51,17,27.0,8.0,1801.0,159.0,82.0,4307.0,3933.0,0.0,49738.0,17.0,0.3879,47.8,15.9,1100.0,14.6,444.0,10.9,130.0,90.3,2019
Bland County,Virginia,75.6700699346918,51,21,43.0,5.4,2367.0,81.0,78.0,6388.0,6066.0,128.0,48531.0,35.0,0.4122,46.4,14.2,1729.0,18.3,440.0,10.3,243.0,88.6,2019
Botetourt County,Virginia,79.3340559744679,51,23,130.0,3.2,13264.0,568.0,302.0,33343.0,31393.0,468.0,71110.0,386.0,0.4114,47.2,28.3,9638.0,13.4,1817.0,6.5,994.0,92.8,2019
Brunswick County,Virginia,75.3964857070555,51,25,424.0,9.6,6037.0,370.0,354.0,16520.0,6931.0,479.0,44434.0,154.0,0.423,43.3,13.6,3752.0,19.3,1769.0,20.4,8996.0,78.5,2019
Buchanan County,Virginia,73.3787550492838,51,27,234.0,7.2,8569.0,106.0,296.0,21788.0,20678.0,491.0,31956.0,339.0,0.4675,46.8,11.8,5773.0,26.7,1944.0,28.4,592.0,70.1,2019
Buckingham County,Virginia,77.6821730636552,51,29,210.0,7.0,5826.0,411.0,306.0,17059.0,10506.0,362.0,49025.0,114.0,0.397,43.5,12.5,3944.0,17.1,1445.0,15.8,5885.0,79.8,2019
Campbell County,Virginia,78.548260455673,51,31,683.0,3.7,23071.0,1394.0,906.0,55225.0,44982.0,1187.0,49664.0,598.0,0.4295,43.0,22.5,15226.0,15.1,5829.0,11.0,7735.0,87.2,2019
Caroline County,Virginia,77.3477418173919,51,33,196.0,3.7,10946.0,1466.0,323.0,30381.0,19820.0,703.0,65103.0,312.0,0.408,40.1,19.9,7829.0,12.0,2277.0,8.8,8211.0,85.1,2019
Carroll County,Virginia,77.2687013316169,51,35,171.0,2.7,12357.0,1053.0,424.0,29801.0,29012.0,578.0,44835.0,377.0,0.4559,47.6,15.0,8159.0,17.4,2683.0,14.6,213.0,80.8,2019
Charles City County,Virginia,76.4849917728398,51,36,87.0,3.0,2896.0,131.0,154.0,7014.0,3066.0,88.0,57198.0,118.0,0.5152,50.8,14.7,1882.0,18.1,466.0,13.2,3187.0,79.7,2019
Charlotte County,Virginia,74.9781310827256,51,37,234.0,6.0,4661.0,260.0,214.0,12040.0,8415.0,284.0,40573.0,221.0,0.4677,46.2,10.9,2934.0,20.7,1339.0,23.7,3371.0,83.2,2019
Chesterfield County,Virginia,79.1240068486663,51,41,2284.0,4.9,124971.0,30350.0,5962.0,343551.0,230914.0,8718.0,82599.0,1238.0,0.4076,38.9,40.5,91182.0,10.9,30273.0,6.8,79347.0,92.3,2019
Clarke County,Virginia,79.0117194024309,51,43,154.0,4.4,5612.0,803.0,393.0,14423.0,12951.0,259.0,80026.0,62.0,0.4549,47.0,32.2,3895.0,10.5,1403.0,7.6,777.0,89.1,2019
Craig County,Virginia,78.4934220432318,51,45,152.0,1.9,2297.0,2.0,112.0,5110.0,5040.0,84.0,55708.0,28.0,0.3833,46.3,23.6,1439.0,15.9,541.0,8.9,6.0,90.8,2019
Culpeper County,Virginia,78.0886811715555,51,47,421.0,5.1,17071.0,5476.0,973.0,51101.0,38697.0,769.0,77935.0,244.0,0.4055,39.2,25.7,12650.0,12.3,4659.0,7.8,7404.0,86.1,2019
Cumberland County,Virginia,78.8920727972205,51,49,183.0,4.7,3975.0,92.0,147.0,9824.0,6235.0,241.0,47469.0,70.0,0.4203,45.6,14.9,2591.0,16.5,1039.0,17.8,2960.0,83.5,2019
Dickenson County,Virginia,73.0742072853796,51,51,338.0,4.9,5778.0,134.0,389.0,14756.0,14476.0,297.0,29932.0,218.0,0.6002,44.7,10.7,3819.0,28.0,1404.0,25.7,84.0,77.4,2019
Dinwiddie County,Virginia,76.99031585708,51,53,258.0,6.4,10401.0,991.0,491.0,28485.0,18401.0,520.0,60346.0,178.0,0.4326,43.2,18.6,7064.0,15.2,2374.0,12.1,9064.0,83.2,2019
Essex County,Virginia,76.449945156809,51,57,127.0,6.8,4555.0,396.0,299.0,10998.0,6115.0,440.0,51954.0,90.0,0.4236,46.3,17.4,2974.0,14.7,1499.0,16.8,4319.0,82.3,2019
Fauquier County,Virginia,79.8760033036525,51,61,367.0,3.2,24562.0,5791.0,872.0,69728.0,60352.0,1186.0,100783.0,234.0,0.4107,41.3,36.4,18018.0,10.1,5333.0,5.8,5170.0,92.5,2019
Floyd County,Virginia,79.4022088285265,51,63,99.0,2.3,6493.0,462.0,92.0,15704.0,14967.0,281.0,51521.0,159.0,0.4019,47.2,22.1,4481.0,14.5,1226.0,10.3,240.0,87.0,2019
Fluvanna County,Virginia,80.8816116313591,51,65,109.0,2.4,9923.0,937.0,271.0,26594.0,21348.0,383.0,76873.0,118.0,0.4488,43.4,33.9,7099.0,13.4,1491.0,5.5,3787.0,91.1,2019
Franklin County,Virginia,78.4608483135845,51,67,464.0,4.7,22997.0,1566.0,859.0,56187.0,50056.0,1142.0,56254.0,622.0,0.4591,47.2,21.9,16312.0,14.5,4199.0,14.5,4224.0,88.1,2019
Frederick County,Virginia,79.6476977402196,51,69,661.0,3.2,31503.0,7428.0,1155.0,86415.0,78403.0,1553.0,78002.0,365.0,0.3905,40.7,28.3,23602.0,12.0,7053.0,6.2,3405.0,89.2,2019
Giles County,Virginia,75.322160612472,51,71,306.0,4.9,6910.0,293.0,208.0,16772.0,16206.0,349.0,54520.0,130.0,0.3862,44.7,18.1,4463.0,14.3,1723.0,10.2,361.0,88.9,2019
Gloucester County,Virginia,77.1545612337354,51,73,320.0,3.1,14786.0,1330.0,599.0,37222.0,32729.0,590.0,70537.0,194.0,0.3828,44.9,23.3,10466.0,17.4,3217.0,8.8,3341.0,89.6,2019
Goochland County,Virginia,80.3036690044416,51,75,77.0,3.6,8506.0,651.0,188.0,22865.0,18355.0,177.0,93994.0,124.0,0.4975,48.3,41.8,6132.0,12.3,1286.0,5.2,3655.0,91.4,2019
Grayson County,Virginia,76.4710420619202,51,77,229.0,5.5,6498.0,543.0,210.0,15742.0,14554.0,286.0,36544.0,195.0,0.4515,48.1,13.7,4144.0,19.6,1216.0,20.9,893.0,81.3,2019
Greene County,Virginia,79.4085889094897,51,79,105.0,4.9,7548.0,1142.0,131.0,19519.0,16926.0,370.0,67398.0,67.0,0.3836,39.6,29.0,5321.0,13.7,1691.0,6.4,1052.0,86.1,2019
Hanover County,Virginia,79.5664055318624,51,85,512.0,2.7,38987.0,3144.0,1230.0,105537.0,90541.0,1647.0,89390.0,489.0,0.4024,42.7,39.8,29128.0,10.5,6813.0,5.3,9874.0,93.1,2019
Henrico County,Virginia,79.1973226623315,51,87,5435.0,4.4,128464.0,18496.0,10262.0,327535.0,184326.0,8562.0,70307.0,1598.0,0.4605,38.8,43.7,80847.0,11.1,47975.0,9.1,97414.0,91.7,2019
Henry County,Virginia,75.5299405995425,51,89,999.0,7.8,21218.0,2823.0,1066.0,51308.0,37232.0,1196.0,37952.0,531.0,0.4514,47.6,13.9,12944.0,20.8,5956.0,18.1,11649.0,80.1,2019
Highland County,Virginia,79.5967479516896,51,91,9.0,3.7,1078.0,0.0,23.0,2204.0,2189.0,11.0,48587.0,42.0,0.4184,60.9,22.5,713.0,19.3,184.0,10.1,0.0,88.5,2019
Isle of Wight County,Virginia,78.8067251554859,51,93,478.0,6.4,14587.0,1118.0,622.0,36627.0,26425.0,977.0,73991.0,179.0,0.4278,44.3,27.0,10289.0,14.5,3532.0,10.5,8248.0,87.9,2019
King and Queen County,Virginia,77.2764102440015,51,97,20.0,3.0,2707.0,226.0,62.0,7042.0,4755.0,53.0,63982.0,67.0,0.4208,46.7,23.6,1693.0,13.1,446.0,12.4,1867.0,88.1,2019
King George County,Virginia,78.904558069613,51,99,104.0,3.1,9202.0,1406.0,218.0,26229.0,20501.0,374.0,94274.0,179.0,0.3712,37.4,36.0,6933.0,10.3,1955.0,5.1,4288.0,93.3,2019
King William County,Virginia,76.98745577548,51,101,39.0,4.0,6078.0,442.0,100.0,16688.0,13181.0,296.0,66987.0,141.0,0.3759,40.3,21.0,4714.0,11.6,768.0,8.4,2741.0,92.1,2019
Lancaster County,Virginia,77.1409381885753,51,103,221.0,4.1,5062.0,67.0,156.0,10724.0,7299.0,192.0,53711.0,59.0,0.5079,57.3,31.5,3189.0,15.8,1222.0,9.8,3305.0,90.4,2019
Lee County,Virginia,74.575359529711,51,105,673.0,9.1,9149.0,473.0,644.0,23948.0,22408.0,549.0,32888.0,362.0,0.4932,44.9,11.2,5849.0,26.0,2672.0,25.5,978.0,76.7,2019
Loudoun County,Virginia,84.410383784861,51,107,1774.0,3.2,128637.0,53812.0,5428.0,395134.0,256660.0,5516.0,142299.0,1375.0,0.3866,36.2,61.3,100405.0,5.8,28237.0,3.4,29906.0,93.9,2019
Louisa County,Virginia,78.4121655004049,51,109,267.0,5.4,13871.0,1059.0,478.0,36040.0,28710.0,505.0,60975.0,344.0,0.4702,44.8,24.1,9686.0,17.3,2768.0,11.8,5359.0,85.2,2019
Lunenburg County,Virginia,75.7468060059961,51,111,202.0,4.5,4293.0,609.0,225.0,12282.0,7764.0,228.0,44303.0,79.0,0.4,45.3,11.3,3031.0,21.6,1211.0,16.4,3830.0,77.8,2019
Madison County,Virginia,78.5041594948617,51,113,101.0,5.1,4949.0,381.0,104.0,13170.0,11259.0,187.0,57895.0,71.0,0.4324,45.6,23.4,3530.0,13.1,1264.0,6.6,1087.0,86.1,2019
Mathews County,Virginia,78.8896069331907,51,115,22.0,4.4,3920.0,222.0,239.0,8788.0,7720.0,45.0,64237.0,11.0,0.4385,54.5,27.9,2451.0,18.2,589.0,11.4,777.0,90.5,2019
Mecklenburg County,Virginia,75.5103351446186,51,117,635.0,3.9,12075.0,911.0,642.0,30728.0,19193.0,917.0,43207.0,406.0,0.4686,48.4,20.2,7706.0,20.8,3495.0,19.0,10891.0,81.9,2019
Middlesex County,Virginia,76.8780710299394,51,119,96.0,5.5,4603.0,133.0,94.0,10675.0,8358.0,81.0,57438.0,108.0,0.4487,53.9,21.5,2810.0,16.5,982.0,10.0,1485.0,87.1,2019
Montgomery County,Virginia,80.1515809724721,51,121,1502.0,4.1,35685.0,3182.0,4354.0,98140.0,83960.0,1639.0,57977.0,243.0,0.4951,29.0,45.5,19622.0,10.0,15927.0,23.5,4449.0,93.2,2019
Nelson County,Virginia,78.2365790431468,51,125,238.0,3.5,6419.0,618.0,215.0,14831.0,12539.0,250.0,64313.0,130.0,0.4654,51.4,30.4,4521.0,12.7,1515.0,13.0,1921.0,85.7,2019
New Kent County,Virginia,78.8373527295105,51,127,73.0,3.5,7961.0,716.0,286.0,21686.0,17653.0,420.0,87904.0,120.0,0.3731,43.3,26.9,6123.0,10.9,1075.0,6.9,2603.0,92.7,2019
Northampton County,Virginia,75.8806372553606,51,131,406.0,4.0,5148.0,1043.0,254.0,11885.0,7371.0,298.0,47227.0,143.0,0.4639,49.0,22.6,3111.0,15.6,1792.0,18.0,3953.0,82.5,2019
Northumberland County,Virginia,79.576301613079,51,133,49.0,4.6,5584.0,106.0,68.0,12190.0,8605.0,262.0,62632.0,177.0,0.4507,58.9,28.9,3711.0,15.4,603.0,14.6,3331.0,91.0,2019
Nottoway County,Virginia,74.7105607237472,51,135,199.0,4.1,5446.0,681.0,272.0,15433.0,8815.0,448.0,45535.0,131.0,0.5061,40.6,14.8,3672.0,19.7,1924.0,18.3,6276.0,79.7,2019
Orange County,Virginia,77.7526134562968,51,137,294.0,5.7,13679.0,1801.0,422.0,36010.0,29344.0,786.0,71548.0,163.0,0.3809,42.0,25.1,9483.0,16.4,2902.0,8.2,4622.0,88.7,2019
Page County,Virginia,76.9146940365717,51,139,323.0,6.5,9286.0,479.0,505.0,23788.0,22671.0,414.0,51792.0,183.0,0.4031,45.4,13.7,6378.0,20.0,2686.0,15.1,327.0,82.6,2019
Patrick County,Virginia,76.2806831402845,51,141,199.0,5.2,7755.0,542.0,285.0,17748.0,16354.0,304.0,43073.0,149.0,0.4321,49.9,15.2,5022.0,19.5,1631.0,14.2,1051.0,80.2,2019
Powhatan County,Virginia,80.3605947812278,51,145,41.0,2.4,10265.0,631.0,28.0,28815.0,25113.0,185.0,89090.0,89.0,0.3764,45.1,29.2,8027.0,11.8,1012.0,5.4,2895.0,89.9,2019
Prince Edward County,Virginia,77.1500824495567,51,147,491.0,6.6,7185.0,954.0,561.0,22905.0,14724.0,439.0,47202.0,179.0,0.4566,31.5,26.8,4357.0,15.4,2560.0,18.6,7068.0,86.0,2019
