County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,High School Degree or Higher (%),Black Population,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,Rent Denominator,Disability Rate,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Shelby County,Missouri,77.4164083839455,29,205,17.5,89.4,78,1652,13.5,43.4,0.4082,791,18.3,6199,6328,74,46,53,34219,121,2643,5.4,110,2012
Stoddard County,Missouri,75.6830292503775,29,207,15.6,80.7,432,8243,11.6,41.4,0.4749,3579,21.2,29062,29902,518,366,240,37303,623,12115,9.1,533,2012
Stone County,Missouri,78.1226706708056,29,209,19.0,83.5,38,9716,16.7,49.7,0.406,2812,17.7,27935,31968,751,568,222,42084,622,13216,12.2,246,2012
Sullivan County,Missouri,76.6658127332764,29,211,17.6,81.2,22,1721,9.8,40.2,0.4058,859,19.1,6391,6667,108,1212,61,34247,177,2628,6.7,138,2012
Taney County,Missouri,77.5617226161872,29,213,17.0,85.2,139,13445,20.3,41.1,0.4561,7157,14.4,48610,51596,1253,2481,297,40112,1507,20426,9.8,453,2012
Texas County,Missouri,76.8724314712732,29,215,20.5,79.0,864,6737,11.0,41.9,0.4492,2564,21.3,24120,25840,435,441,206,34520,529,9666,7.7,308,2012
Vernon County,Missouri,75.802969074519,29,217,21.7,83.0,127,5289,14.1,40.3,0.414,2296,21.7,20255,20958,473,342,166,38138,709,8160,6.5,363,2012
Warren County,Missouri,78.5469831420477,29,219,14.4,82.0,540,9018,13.9,39.7,0.4233,2776,15.4,30594,32440,741,943,253,47877,883,12648,10.8,418,2012
Washington County,Missouri,73.9134677355961,29,221,23.7,68.4,524,6516,7.0,40.1,0.4678,2205,24.3,24087,25120,293,264,316,34015,555,9221,13.7,383,2012
Wayne County,Missouri,74.4300761061265,29,223,22.7,74.9,34,3723,6.5,45.9,0.4506,1520,29.9,13046,13444,388,151,127,30427,270,5660,10.6,296,2012
Webster County,Missouri,77.7716703031121,29,225,16.6,81.9,420,9534,12.1,37.6,0.41,2983,15.1,34824,36183,637,618,477,42384,776,12822,8.6,423,2012
Worth County,Missouri,78.1751401478371,29,227,13.3,89.4,0,674,10.3,47.5,0.398,239,14.1,2123,2146,8,6,4,39946,41,979,6.5,27,2012
Wright County,Missouri,75.5562490791877,29,229,26.6,75.5,118,5211,10.5,40.6,0.4398,2227,19.1,18092,18732,467,253,162,29485,459,7415,11.6,332,2012
Saint Louis City,Missouri,74.445760508136,29,510,27.0,82.4,155916,66156,29.0,34.0,0.4972,76083,14.4,141594,318527,22126,11005,4945,34384,14950,139840,14.2,24997,2012
Beaverhead County,Montana,79.7744843919811,30,1,12.5,92.2,20,2456,29.9,44.0,0.4146,1558,12.9,8816,9228,210,337,64,41039,155,4110,4.8,64,2012
Big Horn County,Montana,72.5881503580977,30,3,26.8,83.3,1,2615,15.2,30.1,0.4454,1227,12.0,4236,12872,176,552,75,36803,260,3532,19.8,86,2012
Blaine County,Montana,75.1667762591202,30,5,27.1,85.0,0,1535,11.4,35.0,0.4346,810,12.3,3187,6514,100,119,95,37899,195,2293,7.1,168,2012
Broadwater County,Montana,79.2167846838025,30,7,8.2,86.6,36,1672,14.9,45.6,0.3909,545,15.1,5325,5575,53,58,62,47480,93,2417,3.7,34,2012
Carbon County,Montana,80.1866359094536,30,9,11.0,92.2,6,2768,24.0,48.0,0.4117,1121,16.3,9748,10057,123,204,34,47030,189,4216,3.4,96,2012
Carter County,Montana,79.0083703498409,30,11,14.1,86.9,0,387,11.8,51.5,0.4525,130,17.6,1255,1276,9,5,3,38750,15,545,0.6,7,2012
Cascade County,Montana,78.2715974802858,30,13,14.9,90.3,951,21414,23.7,38.7,0.4245,11295,15.4,72665,81248,1965,2810,518,43817,2074,33352,6.1,2018,2012
Chouteau County,Montana,79.140200811216,30,15,18.6,87.9,0,1538,23.5,41.5,0.4273,826,10.3,4469,5811,81,96,9,41232,110,2196,3.9,124,2012
Custer County,Montana,76.9666227444792,30,17,15.2,89.5,28,3053,18.7,41.7,0.4359,1672,15.2,11217,11706,266,268,89,43232,340,5075,4.1,247,2012
Daniels County,Montana,78.7505526247777,30,19,11.5,94.7,0,535,19.9,51.7,0.4236,191,14.3,1629,1734,28,4,3,43563,22,853,3.7,27,2012
Dawson County,Montana,77.9066864479026,30,21,14.4,86.2,17,2560,17.9,42.1,0.4026,1205,14.9,8696,9022,100,190,65,49894,180,3789,4.0,184,2012
Deer Lodge County,Montana,76.7200932699065,30,23,24.9,85.1,59,2329,14.8,46.2,0.4377,1114,21.8,8622,9277,149,262,102,34716,291,3900,11.3,255,2012
Fallon County,Montana,78.2202348250767,30,25,8.8,91.1,0,848,18.9,40.8,0.4504,313,13.5,2989,3051,14,11,0,49732,75,1231,4.0,42,2012
Fergus County,Montana,78.1022170138206,30,27,13.1,90.7,11,3024,24.3,48.1,0.4277,1243,13.8,11122,11507,177,180,72,39276,106,4920,4.8,102,2012
Flathead County,Montana,79.0416834391333,30,29,12.5,91.8,209,24351,29.4,41.2,0.4509,10454,11.3,87017,90967,2368,2131,379,45545,1910,36916,8.7,1051,2012
Gallatin County,Montana,81.6493688020949,30,31,13.3,96.0,344,22085,45.2,32.4,0.4435,14213,7.7,85949,90339,2907,2508,356,52211,1517,36659,6.4,1185,2012
Garfield County,Montana,78.2413642596037,30,33,11.5,86.3,0,300,10.4,48.0,0.4077,113,13.2,1076,1100,9,4,13,40125,18,467,0.2,0,2012
Glacier County,Montana,72.7597547105107,30,35,29.1,79.1,1,3015,16.7,31.4,0.4542,1702,14.4,4244,13422,183,265,116,36872,350,4245,16.0,288,2012
Granite County,Montana,81.4320576524709,30,39,13.6,87.9,4,931,25.5,51.8,0.4116,389,18.3,3011,3083,33,48,36,40511,44,1487,5.3,14,2012
Hill County,Montana,77.1394217342836,30,41,18.3,91.0,33,4083,18.0,35.2,0.4302,1971,13.3,11917,16157,484,382,58,42875,361,6130,5.2,390,2012
Jefferson County,Montana,78.7723610406567,30,43,7.8,93.3,73,3187,33.8,46.8,0.4004,690,13.1,10864,11360,80,220,73,60459,98,4549,5.8,47,2012
Judith Basin County,Montana,80.9383651466995,30,45,12.5,92.5,0,533,29.5,51.3,0.4341,172,12.1,2026,2052,0,16,6,41100,1,870,5.2,18,2012
Lake County,Montana,77.6767095459195,30,47,23.2,89.1,60,7819,25.9,41.0,0.4413,3787,13.9,20215,28794,801,1028,250,37211,912,12023,12.9,390,2012
Lewis and Clark County,Montana,79.416294001992,30,49,9.7,94.0,266,16314,39.6,40.7,0.3909,7190,12.3,59516,63432,1241,1611,262,54535,1136,26598,6.1,1131,2012
Liberty County,Montana,82.0006443440525,30,51,26.1,70.0,8,570,18.9,47.6,0.4501,319,13.4,2246,2326,22,0,27,40734,6,847,3.9,175,2012
Lincoln County,Montana,77.6564426581553,30,53,20.5,86.2,54,5802,18.4,49.2,0.4558,2091,18.3,18831,19594,321,467,120,33234,427,8971,12.5,217,2012
McCone County,Montana,78.6150124683238,30,55,8.2,91.6,0,508,12.9,47.1,0.4114,184,10.7,1764,1808,5,0,2,46528,25,763,1.5,0,2012
Madison County,Montana,80.7785719259959,30,57,10.7,94.1,15,2369,31.9,50.0,0.4863,1035,11.1,7453,7688,71,191,64,48600,83,3726,6.0,26,2012
Meagher County,Montana,78.111128033177,30,59,15.9,87.0,0,458,13.5,46.9,0.4376,218,22.9,1876,1900,13,15,14,35000,15,726,3.7,16,2012
Mineral County,Montana,77.0518150224422,30,61,20.8,84.7,95,981,13.8,49.6,0.3951,473,21.8,3994,4203,108,85,28,32618,82,1641,10.1,41,2012
Missoula County,Montana,79.6372148468738,30,63,16.7,94.1,453,26039,37.7,34.3,0.4616,18382,11.3,101761,109402,4968,2911,522,44653,2407,45565,8.4,2083,2012
Musselshell County,Montana,76.6978007100019,30,65,14.0,84.9,12,1357,10.2,48.2,0.4035,425,14.8,4411,4597,96,116,30,43079,61,1971,4.9,60,2012
Phillips County,Montana,77.6141679123571,30,71,10.6,91.5,0,1142,16.5,48.4,0.4075,386,19.0,3636,4203,11,23,21,41214,51,1795,3.0,57,2012
Pondera County,Montana,78.0698259375169,30,73,18.1,86.3,30,1534,21.3,42.9,0.4803,737,15.4,5105,6147,53,88,25,39223,79,2303,7.1,147,2012
Powder River County,Montana,79.1843887875867,30,75,9.7,92.4,0,469,15.0,47.4,0.4687,182,15.0,1577,1639,5,29,8,42500,26,694,4.3,0,2012
Powell County,Montana,77.0546432364766,30,77,14.5,88.7,27,1549,18.5,45.4,0.4058,678,17.5,6534,7067,65,146,44,40765,173,2406,3.7,73,2012
Prairie County,Montana,77.3622484083608,30,79,19.3,78.8,0,355,16.4,56.3,0.4082,76,19.3,1143,1193,26,6,4,34875,19,524,8.2,10,2012
Ravalli County,Montana,79.4742635422395,30,81,14.6,91.4,111,11210,25.3,46.3,0.4463,4154,16.5,38841,40311,1016,1203,197,40525,853,16657,8.5,291,2012
Richland County,Montana,77.2313312616492,30,83,15.8,88.7,43,2774,16.4,40.5,0.4497,1351,13.8,9529,9961,202,323,55,56050,238,4186,4.8,111,2012
Roosevelt County,Montana,69.6698839173254,30,85,21.9,88.0,5,2049,13.8,30.9,0.4336,1275,11.3,3836,10477,147,147,37,40146,256,3303,3.3,162,2012
Rosebud County,Montana,76.0432580404729,30,87,19.5,87.0,47,2315,17.3,37.3,0.4044,1028,11.3,5720,9261,86,318,40,45977,156,3285,9.3,68,2012
Sanders County,Montana,77.6586129331537,30,89,23.3,84.5,26,3383,15.7,49.9,0.4002,1174,21.2,10484,11421,248,243,165,30900,239,5203,11.1,71,2012
Sheridan County,Montana,76.9638202848793,30,91,10.0,90.6,6,969,21.0,48.2,0.4396,454,15.7,3286,3447,24,22,20,48148,69,1606,3.0,68,2012
Silver Bow County,Montana,76.2652883461825,30,93,17.2,88.9,71,8550,22.4,41.7,0.4324,5085,16.0,32503,34164,1238,1265,279,39211,922,14935,6.5,1111,2012
Stillwater County,Montana,79.3994974367206,30,95,9.4,92.7,15,2660,21.2,46.0,0.4077,827,12.0,8796,9096,96,220,23,53533,115,3758,4.3,23,2012
Sweet Grass County,Montana,80.9262617132709,30,97,11.6,92.9,0,916,23.7,43.1,0.4153,313,12.3,3565,3661,26,85,12,44179,33,1267,4.5,13,2012
Teton County,Montana,79.8967823396854,30,99,13.7,88.5,5,1704,24.9,45.6,0.4361,550,16.9,5833,6082,93,82,41,42423,87,2389,5.6,90,2012
Toole County,Montana,77.8754898936966,30,101,16.4,90.2,17,1338,15.0,42.8,0.4195,704,16.4,4733,5210,115,146,44,45057,140,2041,2.8,84,2012
Valley County,Montana,77.9411859023022,30,105,13.6,88.2,9,1995,16.6,45.8,0.4074,980,15.2,6464,7423,110,99,25,45083,186,3247,3.2,115,2012
Wheatland County,Montana,78.6553070279714,30,107,12.7,88.0,0,533,22.6,48.5,0.4075,156,15.8,2096,2142,0,9,29,31496,10,795,3.6,61,2012
Wibaux County,Montana,76.7133951514902,30,109,13.2,85.5,9,256,14.8,50.2,0.4311,110,18.2,890,899,25,7,2,45625,12,378,0.4,18,2012
Yellowstone County,Montana,78.559591864415,30,111,11.9,92.3,923,38300,28.9,38.5,0.4364,18460,12.5,134147,148191,3613,6991,884,50608,4122,60706,4.9,2307,2012
Park County,Montana,79.7740310966237,30,67,11.0,90.3,24,4205,30.9,45.9,0.4272,1729,15.5,15140,15655,250,340,115,40781,338,6539,6.1,218,2012
Adams County,Nebraska,79.4740321918779,31,1,12.4,89.5,204,8136,20.7,37.8,0.4312,3792,11.4,29659,31299,717,2457,160,49017,515,12559,5.4,500,2012
Antelope County,Nebraska,81.0109626540678,31,3,12.7,91.2,10,1974,13.1,46.5,0.4111,729,15.2,6564,6655,82,179,52,40397,118,2836,2.8,43,2012
Boone County,Nebraska,80.8132559905404,31,11,8.8,91.3,1,1575,11.0,45.7,0.4568,519,14.4,5443,5473,10,63,58,44491,82,2315,3.6,37,2012
Box Butte County,Nebraska,78.2927620573047,31,13,19.9,89.1,11,3132,17.3,40.5,0.4347,1762,12.8,10253,11345,377,1183,113,44025,381,4849,4.5,85,2012
Boyd County,Nebraska,79.3271240017037,31,15,9.9,90.0,20,551,17.0,50.8,0.4235,165,16.3,1992,2025,16,12,13,38281,11,899,1.4,10,2012
Brown County,Nebraska,80.4713264119429,31,17,12.8,90.4,4,864,20.1,46.7,0.4272,423,18.5,3131,3183,32,23,22,33333,75,1480,1.9,54,2012
Buffalo County,Nebraska,80.4937682109454,31,19,13.5,91.1,332,11231,29.5,32.3,0.4213,6113,9.0,43319,46330,1155,3451,158,50307,1152,17462,3.9,565,2012
Burt County,Nebraska,78.6226772418851,31,21,8.3,92.3,32,1986,18.6,47.2,0.4232,688,14.6,6582,6829,85,145,34,47786,105,2938,3.9,104,2012
Butler County,Nebraska,78.9221049091999,31,23,9.3,90.4,76,2271,13.3,44.4,0.4312,894,13.2,8140,8345,104,206,38,50569,141,3508,3.1,92,2012
Cass County,Nebraska,78.8984038090397,31,25,5.6,93.4,163,7100,22.6,40.9,0.3744,1916,10.5,24482,25214,340,636,150,64979,373,9714,5.6,197,2012
Cedar County,Nebraska,80.9355902496889,31,27,10.6,90.3,12,2271,13.8,44.5,0.4585,687,12.7,8714,8807,116,117,26,43718,75,3435,2.6,90,2012
Chase County,Nebraska,78.9833922597174,31,29,12.4,86.7,1,1206,12.0,43.7,0.4016,355,13.7,3883,3964,45,438,9,43125,126,1718,4.1,32,2012
Cherry County,Nebraska,79.2636825704877,31,31,11.1,90.5,13,1667,20.1,47.1,0.4223,756,13.2,5349,5722,85,195,33,45172,91,2534,1.1,113,2012
Cheyenne County,Nebraska,79.4206748633524,31,33,12.3,92.9,28,2869,26.4,40.3,0.3905,1475,12.0,9698,10038,126,600,52,50694,196,4438,3.8,82,2012
Clay County,Nebraska,78.9161958577152,31,35,8.7,88.1,14,1837,18.0,43.8,0.4018,556,15.4,6343,6497,83,486,33,45711,98,2647,4.2,22,2012
Colfax County,Nebraska,80.7158552872499,31,37,17.1,63.6,138,2626,12.1,34.4,0.409,875,8.1,9465,10453,133,4257,44,48561,332,3635,7.9,122,2012
Cuming County,Nebraska,81.2363742657461,31,39,11.7,87.3,43,2567,15.2,43.4,0.4231,948,13.3,8749,9140,118,759,97,47325,111,3750,2.5,116,2012
Custer County,Nebraska,79.4909545243852,31,41,8.4,91.8,15,3254,18.7,44.7,0.3795,1059,11.6,10650,10904,39,221,66,44306,193,4636,3.2,70,2012
Dakota County,Nebraska,78.5342410584212,31,43,16.0,70.3,744,5412,11.1,32.8,0.3995,2679,8.9,14769,20869,548,7294,119,44928,620,7253,5.2,469,2012
Dawes County,Nebraska,79.9466211150747,31,45,24.0,92.0,197,2137,35.1,34.9,0.4397,1408,12.3,8335,9176,275,318,50,36974,188,3772,5.6,150,2012
Dawson County,Nebraska,79.2844523553819,31,47,13.0,74.2,789,6301,14.8,36.5,0.3728,2725,11.5,19722,24267,353,7671,70,45208,600,8853,5.8,237,2012
Deuel County,Nebraska,79.3966519703739,31,49,12.7,90.8,7,507,19.4,49.1,0.454,193,15.8,1936,1962,19,63,18,40093,15,854,4.3,24,2012
Dixon County,Nebraska,79.4154860923149,31,51,10.9,83.8,19,1738,12.4,41.0,0.392,604,13.3,5810,5982,67,630,27,45814,135,2373,5.1,82,2012
Dodge County,Nebraska,78.7107914529787,31,53,11.7,82.8,131,10129,18.4,40.2,0.4049,4940,12.7,35222,36590,775,3582,179,46475,1014,15293,6.4,638,2012
Douglas County,Nebraska,78.7448045847676,31,55,14.0,88.5,58444,124815,36.4,33.6,0.4677,73934,10.2,405196,518271,17463,57608,3463,53295,15725,202215,6.8,13151,2012
Dundy County,Nebraska,78.667198693482,31,57,8.6,93.3,3,615,24.1,47.4,0.4705,280,14.4,1981,1996,7,113,2,39596,16,906,3.0,30,2012
Fillmore County,Nebraska,78.8719442430313,31,59,8.8,92.4,57,1616,18.7,45.9,0.389,535,13.9,5692,5867,106,179,28,45970,77,2498,1.8,33,2012
Franklin County,Nebraska,79.1683110724289,31,61,12.5,91.1,7,894,16.9,48.8,0.4474,238,18.3,3141,3196,29,36,34,42054,42,1382,3.9,24,2012
Frontier County,Nebraska,82.0021166676896,31,63,11.2,92.6,7,749,20.4,44.8,0.3904,260,11.4,2657,2693,26,18,12,51328,40,1108,3.8,13,2012
Furnas County,Nebraska,78.4902671721375,31,65,16.1,88.9,7,1444,21.3,47.1,0.4228,579,19.6,4803,4922,67,138,35,40759,104,2177,4.7,57,2012
Gage County,Nebraska,78.6377449025606,31,67,12.0,90.6,41,5733,18.9,43.6,0.4205,2515,14.6,21624,22209,524,395,121,46164,390,9027,6.2,409,2012
Garden County,Nebraska,78.6217771456694,31,69,7.3,89.4,0,603,15.4,51.4,0.4113,216,18.6,1960,2011,4,115,5,40125,24,869,6.0,0,2012
Garfield County,Nebraska,78.6375786788767,31,71,13.8,95.7,13,549,13.1,49.1,0.379,225,16.6,2078,2106,16,0,7,39241,21,882,3.2,28,2012
Gosper County,Nebraska,79.7306825968611,31,73,10.8,93.1,12,561,15.8,45.4,0.4244,183,16.2,1937,2020,17,70,5,44241,16,784,3.0,6,2012
Greeley County,Nebraska,80.5629647688991,31,77,12.1,91.5,14,701,13.3,46.1,0.4228,204,13.6,2495,2515,19,67,21,44219,44,1022,1.6,16,2012
Hall County,Nebraska,78.8143355429192,31,79,13.7,80.6,1191,14636,15.9,35.6,0.418,7576,11.1,53936,58681,1476,13616,164,48044,2025,22106,5.2,1228,2012
Hamilton County,Nebraska,80.6490168028208,31,81,8.5,93.9,16,2473,23.7,42.9,0.3941,758,9.9,8950,9096,112,191,50,56809,169,3408,3.3,55,2012
Harlan County,Nebraska,79.4506462091742,31,83,11.2,91.3,3,972,16.4,49.9,0.4186,306,16.6,3364,3419,22,39,18,44801,33,1525,2.2,33,2012
Hitchcock County,Nebraska,78.4694932932177,31,87,12.8,90.5,3,865,10.4,49.1,0.3701,350,16.9,2848,2898,43,51,15,40000,56,1356,3.5,27,2012
Holt County,Nebraska,80.0861485272276,31,89,8.7,87.9,2,2901,13.2,45.9,0.4122,1010,14.2,10097,10418,76,310,75,47768,94,4314,1.2,108,2012
Howard County,Nebraska,80.275462356319,31,93,9.5,89.3,36,1809,13.8,43.2,0.4186,538,11.2,6181,6294,69,118,7,48293,95,2629,4.9,50,2012
Jefferson County,Nebraska,78.3571050815058,31,95,13.7,92.0,5,2100,12.4,47.0,0.426,695,13.7,7437,7572,97,213,62,43407,167,3276,7.0,98,2012
Johnson County,Nebraska,78.5665345652417,31,97,14.3,87.1,279,1161,10.4,43.7,0.4008,451,11.6,4663,5188,73,454,38,42689,78,1943,8.2,78,2012
Kearney County,Nebraska,79.8637002035731,31,99,4.9,92.2,4,1790,26.8,41.9,0.4016,566,11.0,6404,6514,49,258,53,54485,35,2586,2.9,48,2012
Keith County,Nebraska,79.2262507486432,31,101,11.3,90.4,17,2400,20.7,48.2,0.4055,1060,13.1,7948,8284,74,465,54,43662,172,3765,3.5,169,2012
Kimball County,Nebraska,77.7358290914799,31,105,10.8,90.1,30,1043,17.5,46.8,0.4135,487,14.0,3634,3789,63,268,49,43542,75,1681,5.3,77,2012
Knox County,Nebraska,79.6328491672458,31,107,13.6,87.5,42,2502,17.0,46.6,0.4307,977,14.6,7699,8648,74,161,52,41372,144,3768,3.5,142,2012
Lancaster County,Nebraska,80.4728782586766,31,109,14.3,93.6,10535,69837,35.5,32.6,0.4402,44403,9.1,253964,286425,9785,16766,1291,51810,7292,113724,6.1,5788,2012
Lincoln County,Nebraska,78.9304783273774,31,111,9.6,92.4,242,9567,17.9,38.7,0.4276,4394,14.3,34094,36212,619,2638,211,49382,798,15028,5.8,497,2012
Madison County,Nebraska,79.221076840831,31,119,14.0,84.8,442,8911,21.9,37.2,0.4371,4731,10.3,32498,34766,812,4457,130,45717,943,13923,4.2,557,2012
Merrick County,Nebraska,79.54585346505,31,121,12.2,87.0,41,2269,12.7,43.3,0.4203,895,15.4,7562,7779,113,274,29,49609,132,3266,6.4,100,2012
Morrill County,Nebraska,78.3006772541234,31,123,14.7,83.8,4,1468,21.1,43.1,0.4112,683,16.8,4819,4993,71,670,60,42025,147,2084,6.6,39,2012
Nance County,Nebraska,77.6673665330211,31,125,14.1,88.1,4,1015,13.6,44.9,0.4034,400,14.9,3684,3730,46,78,30,40714,98,1546,5.8,65,2012
Nemaha County,Nebraska,78.6335337899044,31,127,9.5,91.5,60,1863,23.7,41.5,0.4268,925,13.1,6981,7224,111,138,42,41929,81,3052,7.6,103,2012
Nuckolls County,Nebraska,79.5189154949344,31,129,16.7,92.0,18,1354,14.6,49.3,0.4385,467,15.5,4420,4490,41,95,24,33875,81,2069,3.3,54,2012
Otoe County,Nebraska,79.6107436022266,31,131,12.2,92.8,23,4338,21.7,42.7,0.4068,1755,11.7,15288,15729,309,899,141,50917,301,6439,5.1,262,2012
Pawnee County,Nebraska,79.4052475111162,31,133,14.3,87.9,0,801,13.9,49.3,0.446,315,13.2,2730,2753,24,38,40,43634,45,1309,4.9,40,2012
Perkins County,Nebraska,80.0829149704675,31,135,5.6,91.5,0,859,20.7,45.1,0.3538,326,12.6,2925,2947,39,93,25,53299,34,1219,2.8,33,2012
Phelps County,Nebraska,79.6486264271627,31,137,10.6,91.8,11,2569,19.9,43.9,0.4048,1046,13.3,8995,9184,142,386,55,47871,116,3875,2.4,81,2012
Pierce County,Nebraska,80.3674615217938,31,139,6.0,92.2,6,2061,13.3,41.9,0.3551,617,10.3,7099,7231,65,97,47,52096,130,2935,3.9,50,2012
Platte County,Nebraska,80.8674538792093,31,141,9.9,87.9,90,8277,17.3,38.7,0.3784,3509,10.0,30786,32195,505,4449,127,51395,820,12467,5.3,435,2012
Polk County,Nebraska,80.759832771423,31,143,7.6,90.9,8,1533,17.4,45.1,0.3814,580,12.0,5216,5371,32,159,13,52012,105,2225,3.5,37,2012
Red Willow County,Nebraska,79.293002147366,31,145,9.6,93.9,92,3030,23.2,42.4,0.3872,1474,16.7,10692,11013,157,456,40,45206,193,4799,4.3,110,2012
Richardson County,Nebraska,78.3909078220164,31,147,15.9,93.1,14,2182,13.6,47.7,0.4195,945,14.9,7911,8355,141,114,50,38977,200,3782,7.0,151,2012
Rock County,Nebraska,79.4463894579674,31,149,7.4,93.4,12,439,19.1,49.4,0.3978,93,14.2,1496,1540,4,19,7,41619,13,661,1.2,4,2012
Saline County,Nebraska,78.6103765237356,31,151,15.6,85.7,190,3323,14.7,36.0,0.4195,1666,10.7,13340,14278,218,2889,75,46434,239,5026,7.0,274,2012
Sarpy County,Nebraska,80.5544637682493,31,153,6.6,95.0,6487,43239,38.0,33.0,0.3674,17188,7.5,142252,159413,2717,11625,384,69269,3917,58876,5.2,1320,2012
Saunders County,Nebraska,79.6464052317983,31,155,8.3,93.5,57,5850,23.2,41.9,0.4193,1568,10.4,20214,20696,208,424,160,58785,303,8149,3.2,174,2012
Scotts Bluff County,Nebraska,77.9062131673362,31,157,15.1,84.6,235,9679,21.7,38.7,0.4277,4925,14.2,34089,36835,1005,7783,267,43113,1171,14886,6.5,681,2012
Seward County,Nebraska,79.3923804452135,31,159,6.8,92.0,82,4573,26.2,38.3,0.4217,1630,9.1,16213,16729,275,285,74,60676,190,6269,3.8,152,2012
Sheridan County,Nebraska,78.891570166893,31,161,17.3,88.9,9,1462,20.3,46.6,0.4442,685,15.0,4680,5432,81,168,45,37813,111,2373,4.3,53,2012
Sherman County,Nebraska,79.4964505985555,31,163,10.3,88.0,30,868,13.1,48.6,0.4042,260,16.9,3094,3133,14,26,36,43000,39,1366,3.5,27,2012
Sioux County,Nebraska,83.260170893936,31,165,9.2,92.2,0,378,25.8,47.5,0.5139,140,10.9,1224,1262,6,33,5,43558,18,559,3.7,9,2012
Stanton County,Nebraska,81.6260465443697,31,167,9.3,94.4,23,1810,11.5,39.0,0.3459,493,8.5,5854,6139,64,152,21,50962,102,2392,3.6,26,2012
Thayer County,Nebraska,79.091660394202,31,169,11.0,91.8,6,1457,14.1,48.8,0.4238,429,15.3,5097,5195,57,81,33,43077,50,2254,1.9,34,2012
Thurston County,Nebraska,74.500938876537,31,173,25.8,83.0,33,1495,13.0,28.6,0.4338,651,15.3,2765,6926,77,243,63,41961,247,2045,14.9,125,2012
Valley County,Nebraska,79.9160218781344,31,175,14.0,92.3,1,1280,17.7,47.3,0.3953,417,15.7,4240,4322,50,58,19,44762,66,1886,1.1,101,2012
Washington County,Nebraska,80.3610561559214,31,177,6.3,93.5,100,5440,27.0,41.0,0.3791,1498,9.7,19718,20201,272,422,133,65803,262,7596,2.6,218,2012
Wayne County,Nebraska,83.4385618922248,31,179,15.9,95.7,137,2068,36.0,29.4,0.3821,992,9.9,9123,9542,111,412,26,46612,136,3318,6.6,131,2012
Webster County,Nebraska,77.8343055327005,31,181,15.3,89.1,4,1022,15.7,47.5,0.4204,346,17.6,3659,3773,29,130,42,39722,50,1564,4.6,36,2012
York County,Nebraska,80.0426669285701,31,185,10.0,90.1,86,3697,26.5,42.2,0.4615,1671,13.8,13000,13727,174,564,114,47220,213,5632,1.9,205,2012
Churchill County,Nevada,75.8760749634364,32,1,13.1,89.3,447,6371,18.0,39.2,0.3878,3328,16.2,20441,24779,413,3037,72,54538,567,9221,11.1,135,2012
Clark County,Nevada,78.3955082727787,32,3,14.2,83.5,203875,459203,22.3,35.5,0.4413,312875,10.3,1337840,1954773,74662,569262,9584,54218,57305,706037,12.0,46837,2012
Douglas County,Nevada,81.0063212005458,32,5,9.7,92.5,190,12951,27.1,47.3,0.4531,5214,12.5,42561,47056,1034,5127,196,61099,1049,19226,11.1,245,2012
Elko County,Nevada,78.4137970420596,32,7,7.8,83.8,501,12505,15.8,33.4,0.3645,4993,9.0,43614,49133,661,11299,162,70411,817,17512,5.1,383,2012
Eureka County,Nevada,79.2888592390419,32,11,14.9,85.6,11,441,19.3,38.5,0.3705,224,8.1,1672,1809,0,121,4,61331,0,709,7.5,0,2012
Humboldt County,Nevada,76.4322290905015,32,13,12.7,79.8,51,4290,14.9,36.6,0.41,1821,10.5,14539,16511,230,4018,53,57874,250,6256,10.4,171,2012
Lander County,Nevada,76.9676559254636,32,15,11.8,76.6,8,1541,12.5,35.4,0.4074,491,10.3,5285,5751,74,1413,15,70341,90,1980,10.6,35,2012
