County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,Black Population,High School Degree or Higher (%),Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Disability Rate,Rent Denominator,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Douglas County,Missouri,76.8635747414218,29,67,22.6,11,79.7,7.9,3648,0.4058,45.8,18.9,1157,123,193,13647,13441,32130,42,240,5178,101,10.0,2013
Dunklin County,Missouri,72.1814991610531,29,69,25.6,3330,72.0,10.9,8369,0.4505,39.8,22.2,4977,1829,836,31916,27655,31304,347,1349,12882,985,9.5,2013
Franklin County,Missouri,77.1705684387495,29,71,12.5,1271,86.2,17.4,27726,0.43,39.6,11.6,9183,1480,1596,101569,98340,48857,722,2337,39263,1222,9.3,2013
Gasconade County,Missouri,76.8930469205998,29,73,14.8,71,84.8,14.6,4103,0.4174,45.6,19.1,1408,169,340,15083,14769,41392,106,288,6168,151,9.0,2013
Gentry County,Missouri,77.7594705117328,29,75,17.2,40,84.6,13.9,1871,0.4134,41.6,16.0,778,46,75,6774,6649,39192,53,164,2800,94,7.9,2013
Greene County,Missouri,77.709167833296,29,77,18.7,7794,90.2,28.3,69461,0.4625,35.6,13.5,47049,8676,11653,278231,254054,40337,1626,7891,115574,6032,8.5,2013
Grundy County,Missouri,77.1775079598003,29,79,15.8,108,86.1,13.6,2692,0.4158,42.3,16.3,1147,99,309,10282,9933,37964,141,243,4148,212,6.1,2013
Harrison County,Missouri,77.3207512224159,29,81,16.3,66,78.7,8.4,2319,0.4155,43.0,19.0,905,151,84,8871,8683,37739,55,130,3515,115,7.1,2013
Henry County,Missouri,75.5233705197824,29,83,18.1,290,84.3,14.4,6154,0.4525,44.0,21.3,2565,399,416,22183,21409,39839,258,646,9551,244,8.5,2013
Hickory County,Missouri,76.8978202729459,29,85,21.6,17,81.4,7.3,2826,0.4159,53.3,25.3,725,111,113,9499,9223,29325,101,116,4219,98,15.7,2013
Holt County,Missouri,79.0189600561639,29,87,12.3,31,88.7,13.7,1473,0.4088,46.5,15.4,629,12,48,4771,4638,42979,32,87,2218,67,5.1,2013
Howard County,Missouri,78.3717938748956,29,89,18.2,527,84.8,18.0,2478,0.463,39.4,15.4,993,132,192,10184,9351,42747,92,274,3825,230,7.5,2013
Howell County,Missouri,75.1315550392539,29,91,23.8,111,81.0,12.6,10883,0.4461,39.6,18.0,4794,717,1184,40458,38879,32533,366,1180,15796,830,8.7,2013
Iron County,Missouri,73.5491731559083,29,93,23.7,165,75.7,11.6,2817,0.4297,43.1,29.3,1143,143,284,10505,10101,36387,138,247,4126,282,13.2,2013
Jackson County,Missouri,77.0319912299604,29,95,17.4,160558,87.7,27.7,164397,0.4604,36.3,12.8,105705,56797,27988,675641,453675,47015,5392,25107,271545,20839,9.4,2013
Jasper County,Missouri,76.0950353998247,29,97,18.4,2351,82.8,20.2,29632,0.447,35.2,15.0,15916,8196,3362,116803,106266,40399,748,3788,44849,2402,8.3,2013
Jefferson County,Missouri,76.4139177015055,29,99,11.3,1642,87.3,16.4,59036,0.3916,38.1,13.4,14051,3573,2875,219636,212074,54845,1667,4963,80812,1728,9.8,2013
Johnson County,Missouri,77.964219827097,29,101,17.6,2470,91.0,24.1,13189,0.4105,29.4,11.4,7749,1805,2028,53517,48108,47223,258,977,20092,648,8.9,2013
Knox County,Missouri,77.1314348140698,29,103,26.3,39,84.8,13.4,1121,0.5085,43.8,18.6,434,14,49,4099,3976,34481,60,66,1724,38,7.5,2013
Laclede County,Missouri,75.8606519731962,29,105,19.7,168,80.5,12.7,10042,0.425,39.1,17.7,4179,740,900,35535,34179,39013,208,1270,13912,502,10.3,2013
Lafayette County,Missouri,77.2893016530808,29,107,9.5,890,85.5,17.1,9248,0.3708,40.7,14.5,3341,780,524,33188,31337,50527,156,752,13117,475,7.3,2013
Lawrence County,Missouri,76.386599752678,29,109,18.6,166,84.6,15.6,10280,0.4254,39.7,15.6,4009,2511,702,38488,36628,39334,360,812,14817,543,8.7,2013
Lewis County,Missouri,77.0852411934756,29,111,15.0,268,88.5,9.4,2692,0.4053,38.8,13.5,1015,165,102,10193,9629,42071,107,228,3936,135,7.2,2013
Lincoln County,Missouri,76.8930197244285,29,113,13.6,1113,84.3,12.7,13476,0.3766,35.9,16.4,4093,1084,877,53051,50233,52835,194,1095,18714,635,12.2,2013
Linn County,Missouri,76.1966416647027,29,115,15.1,52,88.0,11.9,3173,0.4718,42.9,17.7,1132,205,240,12592,12133,38250,157,233,4854,214,6.4,2013
Livingston County,Missouri,77.396837516058,29,117,17.8,371,87.9,20.1,3684,0.4415,41.5,14.7,1653,193,325,15051,14361,40116,152,372,5660,196,6.3,2013
McDonald County,Missouri,74.7139706763531,29,119,21.8,284,79.2,9.4,5687,0.4355,36.7,19.1,2511,2577,455,22892,20469,37997,184,575,8221,249,9.9,2013
Macon County,Missouri,77.2217950126212,29,121,16.2,507,86.5,13.9,4045,0.4164,42.5,14.8,1485,166,201,15545,14771,38443,178,363,6389,195,7.5,2013
Madison County,Missouri,74.1773599264903,29,123,21.4,19,75.1,5.3,3264,0.399,41.2,23.9,1100,240,119,12350,12022,35870,139,256,4603,200,14.9,2013
Maries County,Missouri,77.3136550978535,29,125,16.7,60,82.6,12.8,2601,0.4133,43.4,19.4,852,90,152,9102,8865,42566,45,174,3749,73,9.9,2013
Marion County,Missouri,76.9657091475602,29,127,16.2,1714,83.2,18.7,7669,0.4476,39.5,15.2,3573,414,642,28804,26350,42046,264,996,11203,635,7.2,2013
Mercer County,Missouri,78.0790032972874,29,129,20.3,18,86.4,13.2,1077,0.4078,43.8,14.9,352,39,38,3749,3671,40272,54,96,1575,68,9.8,2013
Miller County,Missouri,76.6418300823123,29,131,20.9,46,83.9,15.0,6732,0.4345,40.6,20.0,2300,376,389,24863,24049,35507,208,732,10034,393,10.1,2013
Mississippi County,Missouri,73.2759894323575,29,133,26.9,3425,71.9,8.8,3338,0.4489,39.3,23.6,1886,253,380,14271,10627,29787,191,489,5227,523,13.3,2013
Moniteau County,Missouri,78.0683375504993,29,135,11.4,576,78.9,17.1,3822,0.3882,37.8,15.7,1390,640,186,15657,14655,47118,201,314,5464,150,6.8,2013
Monroe County,Missouri,78.6293971094876,29,137,14.7,281,87.5,12.1,2294,0.3778,44.3,15.5,843,49,84,8798,8326,40657,62,182,3497,129,6.2,2013
Montgomery County,Missouri,76.0629568053237,29,139,17.5,93,79.3,9.3,3524,0.4189,43.1,18.0,1259,182,278,12128,11662,40236,124,340,5091,147,11.7,2013
Morgan County,Missouri,75.5170516341565,29,141,23.4,141,77.3,12.6,5514,0.4184,46.9,21.9,1623,370,417,20392,19695,34797,386,287,8164,318,17.2,2013
New Madrid County,Missouri,73.2247308394097,29,143,21.7,2951,77.4,10.2,5066,0.4871,40.6,22.7,2807,244,378,18695,15251,35793,149,816,7423,586,8.6,2013
Newton County,Missouri,76.3118404051647,29,145,15.0,525,85.5,17.7,15801,0.4577,39.3,15.8,5541,2688,1007,58552,53133,42268,606,1184,22045,762,7.2,2013
Nodaway County,Missouri,79.1494768886903,29,147,28.4,633,89.1,20.5,4605,0.4382,28.3,11.8,3789,472,1144,23347,22162,36641,129,399,8599,419,6.5,2013
Oregon County,Missouri,75.5439244779616,29,149,27.7,19,79.8,8.2,2910,0.445,45.2,24.3,1094,147,238,10935,10493,27743,151,200,4572,114,11.1,2013
Osage County,Missouri,78.7613739367206,29,151,8.7,118,89.9,13.7,3800,0.3635,39.8,16.7,921,88,148,13842,13675,51408,121,267,5168,151,3.5,2013
Ozark County,Missouri,76.0374303425913,29,153,20.0,14,83.9,12.7,2983,0.398,50.0,21.2,851,138,132,9653,9406,32078,104,219,4063,111,11.1,2013
Pemiscot County,Missouri,71.602432757941,29,155,29.3,4962,72.9,9.8,4362,0.4739,37.4,25.1,3133,380,600,18160,12893,28889,126,951,6941,813,10.4,2013
Perry County,Missouri,78.3040011882363,29,157,12.0,90,81.0,12.4,5305,0.3994,39.8,16.2,1664,352,257,19001,18537,47876,226,373,7511,160,4.7,2013
Pettis County,Missouri,77.3609505824366,29,159,18.4,1152,82.0,13.1,10755,0.426,37.6,16.0,4924,3194,1421,42146,38342,38580,287,954,16212,834,6.8,2013
Phelps County,Missouri,76.7816285996013,29,161,18.1,994,86.2,29.5,10685,0.4545,33.8,14.8,6470,980,1472,44969,41036,41964,290,916,16699,911,7.7,2013
Pike County,Missouri,76.7860305884,29,163,15.1,1326,75.1,8.7,4524,0.4235,40.1,17.3,1700,365,236,18579,16716,39850,274,493,6559,273,7.6,2013
Platte County,Missouri,80.5680882806597,29,165,7.4,5590,94.0,40.1,24719,0.4228,38.2,9.9,13119,4755,2760,90842,79144,67721,344,2445,36781,1219,6.2,2013
Polk County,Missouri,76.4945970406997,29,167,23.6,223,84.8,17.4,8347,0.4292,38.5,16.3,3790,614,738,31088,29894,39512,105,614,11937,333,10.8,2013
Pulaski County,Missouri,76.62734516113,29,169,12.8,6067,91.0,22.3,10241,0.3745,26.9,15.0,7355,5030,799,52795,40759,49820,132,1335,15747,659,11.1,2013
Putnam County,Missouri,77.1462878892274,29,171,18.8,29,84.1,13.0,1425,0.4109,45.2,21.9,566,42,95,4944,4837,36713,87,125,2230,85,3.0,2013
Ralls County,Missouri,78.9613788604489,29,173,9.9,38,87.3,13.3,2988,0.3665,44.4,13.1,749,111,168,10206,9882,47969,46,196,4044,138,5.4,2013
Randolph County,Missouri,75.9813782464511,29,175,19.4,1611,82.4,12.7,5977,0.4161,38.0,16.5,2552,433,587,25253,22972,37203,230,712,8925,312,8.8,2013
Ray County,Missouri,76.3474958129826,29,177,11.6,255,89.1,12.1,6306,0.4087,40.6,14.7,1917,458,298,23290,22320,52698,197,476,8735,329,8.4,2013
Reynolds County,Missouri,74.60584610024,29,179,24.4,52,77.3,6.9,1785,0.4352,46.0,27.7,597,112,97,6661,6462,34496,97,121,2664,107,13.9,2013
Ripley County,Missouri,73.651562347727,29,181,24.6,20,71.6,8.9,3892,0.4007,42.1,23.9,1560,154,281,14071,13624,32291,115,341,5544,145,12.7,2013
Saint Charles County,Missouri,80.4844402825731,29,183,5.8,16474,93.7,36.7,98782,0.3792,37.1,9.7,26747,10518,4811,365101,331304,71077,2008,7309,135974,2843,6.8,2013
Saint Clair County,Missouri,76.0575144894027,29,185,21.8,67,79.5,10.8,2736,0.4201,49.0,23.3,927,180,103,9649,9242,31539,125,166,4139,191,9.2,2013
Sainte Genevieve County,Missouri,77.9490267952019,29,186,11.9,157,81.2,10.6,4998,0.403,42.8,16.9,1291,158,262,17996,17593,48433,119,213,7235,194,6.3,2013
Saint Francois County,Missouri,74.527849633584,29,187,19.4,2953,76.8,12.4,16013,0.4321,38.7,19.0,7727,838,1968,65602,61305,37238,475,1660,24654,1456,10.3,2013
Saint Louis County,Missouri,79.0243067011445,29,189,10.9,231544,92.4,43.2,263717,0.4829,40.0,11.3,116851,25478,28119,999725,702852,58910,7893,32629,403293,20635,8.6,2013
Saline County,Missouri,77.3136420184193,29,195,18.6,1296,81.1,14.6,5764,0.4021,38.0,17.8,2826,2030,430,23324,19897,39519,203,785,8764,527,7.3,2013
Schuyler County,Missouri,77.6425170118486,29,197,24.0,37,85.0,10.8,1190,0.4178,41.1,17.0,515,8,62,4397,4315,34688,58,103,1773,57,8.8,2013
Scotland County,Missouri,77.6818920632925,29,199,18.2,5,74.1,15.7,1244,0.4518,39.2,13.9,405,75,36,4859,4837,39028,50,138,1915,56,4.2,2013
Scott County,Missouri,75.3058219810281,29,201,19.1,4396,79.9,12.4,10796,0.4386,39.5,17.7,4673,755,835,39216,33806,40651,297,1335,15169,822,8.1,2013
Shannon County,Missouri,76.0599486371675,29,203,25.2,25,79.1,8.3,2281,0.4323,43.3,18.0,704,149,143,8388,8083,31132,64,165,3220,49,11.2,2013
Shelby County,Missouri,77.3150899709162,29,205,18.4,88,89.1,11.8,1639,0.4118,42.9,18.5,754,50,60,6274,6138,35938,56,127,2597,75,6.7,2013
Stoddard County,Missouri,75.4968841693476,29,207,15.0,459,82.4,13.0,8210,0.4787,41.9,21.5,3456,393,510,29860,29007,37965,281,655,12224,463,10.4,2013
Stone County,Missouri,78.0827232942743,29,209,17.1,28,83.9,16.5,9596,0.4098,50.4,17.7,2852,574,722,31817,29053,40850,200,505,13320,320,12.9,2013
Sullivan County,Missouri,76.6387615523966,29,211,17.0,97,81.6,10.6,1751,0.4171,41.0,18.2,813,1215,140,6611,6144,36676,82,184,2640,141,7.0,2013
Taney County,Missouri,77.4857807163644,29,213,18.8,395,84.9,19.8,13618,0.4355,41.2,15.5,7610,2632,1394,52412,49015,38461,399,1444,20698,573,11.7,2013
Texas County,Missouri,76.8790657995785,29,215,21.4,696,79.2,11.1,6535,0.4422,42.2,21.7,2319,462,456,25830,24059,36082,214,519,9370,223,7.4,2013
Vernon County,Missouri,75.7161564966682,29,217,21.0,152,83.7,13.2,5238,0.4184,40.8,19.7,2421,366,462,20990,20263,38679,169,599,7999,375,6.3,2013
Warren County,Missouri,78.4477143980754,29,219,13.4,590,83.2,13.7,9085,0.405,40.1,14.6,2591,982,579,32667,30754,50830,172,979,12572,364,10.6,2013
Washington County,Missouri,73.7067408080698,29,221,23.4,492,70.3,8.0,6515,0.4495,40.2,25.9,2180,274,346,25135,24049,34702,340,485,9199,424,14.0,2013
Wayne County,Missouri,74.3813784722428,29,223,21.9,86,76.4,9.3,3831,0.4471,46.4,27.5,1393,155,352,13437,13035,33159,142,314,5589,265,11.0,2013
Webster County,Missouri,77.6692266010509,29,225,18.9,430,83.1,12.3,9512,0.4153,37.8,14.6,3052,627,645,36274,34790,44596,439,738,12668,471,8.4,2013
Worth County,Missouri,78.1849730614201,29,227,13.2,0,93.7,11.0,613,0.4236,47.8,13.4,223,23,8,2129,2108,39348,10,44,940,20,5.0,2013
Wright County,Missouri,75.3239867370217,29,229,27.5,97,74.0,10.3,5071,0.4061,40.5,19.4,2028,272,498,18643,17933,28645,139,427,7295,285,10.8,2013
Saint Louis City,Missouri,74.6712794669799,29,510,27.4,154888,83.1,30.1,65731,0.5033,34.2,14.6,77936,11390,22673,318955,143308,34582,4685,14450,140652,26365,14.3,2013
Beaverhead County,Montana,80.0690499880353,30,1,15.1,23,92.3,29.3,2388,0.4096,43.2,14.3,1474,339,257,9278,8817,41614,68,155,4110,87,6.3,2013
Big Horn County,Montana,72.4202301430188,30,3,25.5,0,84.1,15.4,2658,0.4461,29.6,11.1,1123,578,165,12939,4321,39966,96,242,3444,47,20.9,2013
Blaine County,Montana,75.2377165545652,30,5,28.8,11,85.7,10.5,1485,0.4582,34.9,14.3,774,127,96,6550,3182,37151,88,216,2237,184,9.7,2013
Broadwater County,Montana,79.4443747871677,30,7,10.5,27,87.5,19.6,1701,0.4261,45.5,14.0,468,46,79,5666,5387,45932,82,141,2421,34,4.8,2013
Carbon County,Montana,80.1510853855518,30,9,11.1,9,92.2,25.6,2794,0.4337,48.7,15.2,1008,217,107,10126,9813,47831,41,190,4322,81,4.4,2013
Carter County,Montana,78.9489387347462,30,11,13.7,0,86.7,16.5,340,0.4597,50.8,15.1,97,12,7,1241,1224,39659,6,12,495,6,1.1,2013
Cascade County,Montana,78.1917396143046,30,13,14.9,1007,90.6,25.0,21343,0.4325,38.8,14.7,11500,2922,2106,81621,72816,44963,534,2064,33430,1779,6.2,2013
Chouteau County,Montana,78.8832623693139,30,15,21.7,0,88.8,23.9,1586,0.4306,41.3,10.0,839,103,85,5827,4434,40070,9,137,2228,121,4.2,2013
Custer County,Montana,77.0317848444518,30,17,13.3,26,89.4,16.9,3077,0.4357,41.4,14.2,1553,285,247,11785,11248,43524,91,293,4986,216,4.2,2013
Daniels County,Montana,78.8350188488983,30,19,10.1,0,95.2,25.7,514,0.4499,50.3,12.1,221,32,49,1778,1686,46100,4,16,890,21,2.8,2013
Dawson County,Montana,77.9847725082607,30,21,16.0,22,86.4,15.5,2671,0.411,42.3,13.8,1152,206,181,9132,8766,50405,65,219,3885,150,2.5,2013
Deer Lodge County,Montana,76.5569874800845,30,23,20.5,138,88.8,17.2,2298,0.4247,45.8,20.1,1053,274,146,9285,8672,38958,55,230,3855,179,9.4,2013
Fallon County,Montana,78.2646272883698,30,25,5.9,0,92.9,18.4,832,0.4532,39.0,13.1,336,15,30,3085,3006,51164,0,70,1199,39,3.4,2013
Fergus County,Montana,78.0259382718926,30,27,13.8,1,91.0,28.5,2940,0.4295,48.4,14.3,1260,194,195,11517,11116,38344,140,116,4924,150,4.9,2013
Flathead County,Montana,79.0983453276888,30,29,14.2,205,93.1,29.7,24480,0.4558,41.7,11.3,10701,2211,2552,91536,87406,46581,335,1843,36901,1036,8.6,2013
Gallatin County,Montana,81.7901381490683,30,31,14.1,319,96.0,45.3,22162,0.453,32.8,7.9,14116,2642,3329,91499,87156,52833,340,1497,36973,1252,6.7,2013
Garfield County,Montana,78.2263441501415,30,33,10.5,0,85.8,11.1,320,0.4373,45.3,11.0,110,4,5,1145,1125,45096,9,19,465,0,0.2,2013
Glacier County,Montana,72.535251981548,30,35,33.7,8,81.5,18.2,2885,0.4717,31.0,15.1,1700,272,242,13528,4336,33519,132,343,4194,381,17.7,2013
Granite County,Montana,81.2654857689364,30,39,15.1,4,85.4,22.7,990,0.4028,53.0,18.4,352,51,47,3105,3024,45236,33,41,1473,2,6.6,2013
Hill County,Montana,77.052210861334,30,41,18.9,37,92.5,21.6,4068,0.428,34.7,13.1,1979,434,406,16301,11920,43726,75,317,6139,396,5.1,2013
Jefferson County,Montana,78.6674224256932,30,43,7.8,43,93.7,32.7,3221,0.4032,47.3,14.4,640,235,100,11434,10894,60863,44,113,4527,59,6.9,2013
Judith Basin County,Montana,80.616928791398,30,45,12.4,0,91.8,28.2,535,0.4097,50.1,12.7,216,37,2,2043,2019,41932,0,7,879,20,5.1,2013
Lake County,Montana,77.8103579188911,30,47,22.4,47,89.4,24.6,7759,0.4547,41.2,13.9,3660,1087,728,28905,20145,38019,202,920,11829,335,14.9,2013
Lewis and Clark County,Montana,79.3814859378824,30,49,10.4,275,93.9,39.1,16543,0.3888,40.8,12.6,7348,1696,1271,64143,60047,56243,259,1373,26555,1142,5.5,2013
Liberty County,Montana,81.9746246989306,30,51,21.0,19,73.8,18.4,562,0.5294,48.9,16.7,320,14,36,2357,2239,44493,22,1,847,170,4.3,2013
Lincoln County,Montana,77.7277373111902,30,53,17.9,27,86.2,18.1,5402,0.454,49.8,18.2,1916,479,305,19581,18779,33333,107,288,8872,202,12.8,2013
McCone County,Montana,78.6088440281253,30,55,7.4,0,92.4,13.5,518,0.4253,49.2,12.6,173,20,6,1794,1720,46667,1,10,760,0,1.8,2013
Madison County,Montana,80.5664620349031,30,57,8.7,40,92.9,33.7,2201,0.496,50.5,10.3,846,206,62,7702,7458,47762,60,69,3542,34,7.0,2013
Meagher County,Montana,78.5865989240125,30,59,13.6,0,87.1,12.8,451,0.3979,44.4,17.6,201,29,27,1905,1862,38182,25,39,716,10,3.4,2013
Mineral County,Montana,77.1133760770225,30,61,18.4,27,84.5,12.8,969,0.4364,51.0,18.7,474,74,113,4219,4137,33033,28,54,1629,26,14.5,2013
Missoula County,Montana,79.5970701200211,30,63,16.5,451,94.4,37.1,26223,0.4536,34.3,11.4,18761,3044,5087,110243,102205,46117,508,2462,45523,2026,9.6,2013
Musselshell County,Montana,76.8236142265321,30,65,13.0,27,88.0,10.6,1363,0.4206,48.2,16.0,423,82,98,4729,4482,43409,36,21,1966,39,5.5,2013
Phillips County,Montana,77.3818310854333,30,71,14.0,0,89.5,15.2,1206,0.4259,48.4,19.0,424,23,11,4205,3629,42632,38,38,1800,72,6.2,2013
Pondera County,Montana,78.1341046269908,30,73,17.5,36,85.6,21.3,1566,0.462,42.9,15.7,711,100,53,6166,5090,41277,39,89,2302,106,7.0,2013
Powder River County,Montana,79.6490586958277,30,75,9.2,0,93.1,20.0,485,0.4663,50.1,14.0,217,39,14,1669,1615,46250,4,39,720,15,5.1,2013
Powell County,Montana,77.1353300253868,30,77,15.3,29,88.8,16.5,1530,0.4126,45.6,15.7,688,184,77,7052,6517,40802,12,186,2411,50,3.7,2013
Prairie County,Montana,77.5734895759468,30,79,21.5,0,82.1,16.0,328,0.4051,55.4,20.7,66,7,28,1186,1149,38036,5,20,502,10,7.6,2013
Ravalli County,Montana,79.4088411313124,30,81,16.8,105,91.2,24.5,10971,0.4479,46.4,17.0,4567,1235,1098,40423,38781,38688,155,902,16848,286,9.3,2013
Richland County,Montana,77.1989398439375,30,83,14.2,32,91.3,18.0,2746,0.4722,39.4,13.0,1321,377,226,10318,9792,58112,61,186,4270,121,3.4,2013
Roosevelt County,Montana,69.4971686327204,30,85,26.6,5,86.8,12.5,2102,0.4542,30.5,12.1,1343,184,132,10665,3924,36920,42,323,3264,149,4.0,2013
Rosebud County,Montana,75.5674388371752,30,87,17.3,30,87.0,18.8,2255,0.4083,36.6,12.0,1031,349,113,9310,5715,48789,25,153,3268,78,9.7,2013
Sanders County,Montana,77.7583433304306,30,89,22.0,13,84.9,16.1,3357,0.4085,50.5,20.5,1207,255,210,11400,10481,32881,144,235,5149,56,9.2,2013
Sheridan County,Montana,76.8101077240762,30,91,11.8,1,89.4,20.9,1034,0.4582,48.7,16.8,412,55,23,3473,3297,48667,19,82,1612,60,2.7,2013
Silver Bow County,Montana,76.3333695491583,30,93,19.1,74,90.4,22.3,8451,0.4537,41.6,16.4,5196,1305,1359,34322,32714,38659,307,1097,15042,1120,7.0,2013
Stillwater County,Montana,79.4018540030733,30,95,7.8,21,93.3,20.1,2801,0.4085,47.0,12.9,755,239,93,9173,8867,57906,24,106,3757,35,3.9,2013
Sweet Grass County,Montana,80.6213480253808,30,97,13.5,0,91.4,25.6,938,0.4314,44.7,11.4,352,61,41,3640,3498,45938,11,29,1304,15,4.5,2013
Teton County,Montana,79.9730807574756,30,99,15.1,4,90.6,25.3,1540,0.4383,45.3,16.7,554,83,93,6063,5798,43327,33,85,2303,73,6.1,2013
Toole County,Montana,77.8245932842356,30,101,16.3,17,89.7,13.7,1309,0.4241,42.3,15.5,704,117,106,5224,4703,46972,40,128,1927,90,3.2,2013
Valley County,Montana,78.2152249115827,30,105,13.5,11,88.7,17.3,2023,0.4174,45.9,14.5,1008,120,119,7465,6475,47181,14,195,3248,106,3.8,2013
Wheatland County,Montana,78.5197648462066,30,107,11.2,0,83.3,22.5,525,0.4095,48.7,15.5,233,19,12,2138,2052,31867,26,0,817,87,4.5,2013
Wibaux County,Montana,76.9681117870895,30,109,13.3,0,77.5,19.4,273,0.4544,49.7,13.0,119,18,21,928,928,41875,2,11,409,17,0.7,2013
Yellowstone County,Montana,78.4656395149171,30,111,12.3,827,92.1,28.5,38738,0.4386,38.3,13.1,19058,7328,4033,150156,135668,51342,814,4123,61023,2329,5.3,2013
Park County,Montana,79.9226441667727,30,67,12.3,21,90.2,31.4,3872,0.4315,46.0,14.1,1604,357,275,15621,15065,42426,137,243,6445,187,7.0,2013
Adams County,Nebraska,79.5139882200684,31,1,12.8,238,90.1,19.6,8030,0.4374,38.0,11.4,3804,2559,733,31367,29563,49440,182,487,12578,493,6.2,2013
Antelope County,Nebraska,80.914492716339,31,3,11.0,6,90.4,14.4,2058,0.4365,46.5,15.4,709,188,69,6600,6512,43518,57,110,2855,49,2.1,2013
Boone County,Nebraska,80.8034179565684,31,11,9.7,5,92.0,11.2,1478,0.4435,45.9,13.8,516,70,26,5441,5414,45246,55,86,2242,22,1.9,2013
Box Butte County,Nebraska,78.2515508437662,31,13,23.9,15,90.7,17.6,3059,0.426,40.6,11.6,1659,1224,353,11312,10124,46373,74,317,4860,49,4.0,2013
Boyd County,Nebraska,79.149817457741,31,15,10.5,21,90.3,15.9,568,0.4251,51.9,16.1,158,14,26,2093,2051,41279,21,17,938,20,1.9,2013
Brown County,Nebraska,80.0001975616539,31,17,15.6,1,90.6,23.9,1038,0.4455,46.7,16.9,471,64,23,3167,3123,33647,7,147,1544,52,0.9,2013
Buffalo County,Nebraska,80.4192244486045,31,19,13.6,367,90.7,29.9,11368,0.427,32.3,8.4,6235,3641,1127,46885,43775,50963,190,1250,17705,623,4.0,2013
Burt County,Nebraska,78.5260645889439,31,21,9.7,79,91.3,19.1,2000,0.4247,47.3,14.6,679,80,85,6748,6423,46817,44,127,2899,111,3.2,2013
Butler County,Nebraska,78.8030615170436,31,23,9.4,60,91.0,12.5,2355,0.4341,44.4,12.1,838,219,79,8334,8132,50247,24,131,3482,83,3.9,2013
Cass County,Nebraska,78.8978231463273,31,25,6.4,176,93.6,22.5,7026,0.3897,41.5,10.9,2017,666,321,25222,24396,64697,151,370,9701,207,5.7,2013
Cedar County,Nebraska,81.0056200678633,31,27,10.1,14,91.1,13.5,2375,0.4574,44.6,11.7,662,128,112,8790,8690,48038,38,83,3529,82,2.9,2013
Chase County,Nebraska,78.8907773894266,31,29,12.8,1,89.3,16.7,1166,0.4871,43.3,13.2,388,473,57,3984,3860,45610,6,108,1697,46,2.0,2013
Cherry County,Nebraska,79.1264970560263,31,31,13.0,9,89.6,19.7,1792,0.4269,45.1,12.0,863,83,81,5735,5139,45464,12,94,2618,73,1.8,2013
Cheyenne County,Nebraska,79.3799476271958,31,33,14.0,33,93.3,27.0,2763,0.404,39.9,11.8,1469,616,128,10022,9654,51529,46,228,4405,174,2.4,2013
Clay County,Nebraska,78.9280856197915,31,35,9.0,58,86.7,17.1,1848,0.4103,43.7,15.7,588,514,92,6469,6279,46784,26,121,2647,22,4.2,2013
Colfax County,Nebraska,80.6019559184558,31,37,15.5,188,64.7,14.1,2647,0.4394,34.8,7.3,945,4381,127,10495,9490,51765,50,293,3686,160,7.7,2013
Cuming County,Nebraska,81.2503640988816,31,39,11.6,52,89.4,15.5,2630,0.4232,43.5,12.4,1124,783,175,9095,8678,47500,28,146,3822,141,2.5,2013
