County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),White Population,Rent Burden Count (+50%),Total Population,Hispanic Population,Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Noxubee County,Mississippi,75.1244972311767,28,103,65.4,8079.0,35.1,1265.0,21.7,2984.0,8.5,36.6,0.4643,282.0,26231.0,621.0,3089.0,298.0,11240.0,104.0,4193.0,288.0,18.7,2014
Oktibbeha County,Mississippi,77.7983081961701,28,105,84.9,18085.0,33.4,8449.0,11.9,9378.0,40.3,25.3,0.5399,523.0,32348.0,1482.0,28375.0,3128.0,48639.0,771.0,17778.0,653.0,14.0,2014
Panola County,Mississippi,73.04366928884,28,107,74.8,17286.0,24.6,2957.0,16.0,7630.0,14.4,36.4,0.4782,470.0,36651.0,1079.0,16757.0,638.0,34507.0,547.0,11868.0,616.0,12.9,2014
Pearl River County,Mississippi,74.2220315754318,28,109,79.7,7373.0,21.9,4901.0,18.5,14649.0,13.3,40.6,0.447,859.0,40997.0,1729.0,46668.0,899.0,55293.0,1657.0,20615.0,543.0,11.9,2014
Perry County,Mississippi,73.8738557704415,28,111,78.1,2632.0,20.8,703.0,28.3,3119.0,6.8,39.4,0.4333,148.0,33097.0,317.0,9402.0,149.0,12173.0,6.0,4387.0,61.0,13.1,2014
Pike County,Mississippi,72.5258654290933,28,113,74.6,20974.0,27.5,4852.0,20.0,9562.0,14.5,36.9,0.4871,519.0,31926.0,1592.0,18516.0,1062.0,40209.0,523.0,14809.0,1228.0,10.5,2014
Pontotoc County,Mississippi,76.5104893418385,28,115,74.3,4455.0,16.2,2469.0,17.3,7448.0,11.0,36.4,0.4306,255.0,40991.0,942.0,24126.0,497.0,30374.0,1853.0,10223.0,228.0,7.6,2014
Prentiss County,Mississippi,74.7872945037091,28,117,70.3,3580.0,23.4,2607.0,22.6,6995.0,10.4,39.0,0.4454,174.0,33811.0,844.0,21351.0,501.0,25338.0,325.0,9749.0,503.0,11.1,2014
Quitman County,Mississippi,71.1362046630243,28,119,64.9,5502.0,38.6,1041.0,15.7,1969.0,11.5,38.5,0.4803,127.0,24212.0,326.0,2317.0,244.0,7902.0,89.0,3092.0,261.0,19.0,2014
Rankin County,Mississippi,78.5639524537992,28,121,86.9,28337.0,11.4,13540.0,13.5,39328.0,28.0,36.5,0.4201,614.0,58811.0,3850.0,112503.0,2498.0,145483.0,3792.0,53527.0,1053.0,5.9,2014
Scott County,Mississippi,74.0193596664179,28,123,69.8,10696.0,25.2,2559.0,20.4,6917.0,11.5,35.7,0.4437,471.0,34555.0,1106.0,16708.0,334.0,28312.0,2995.0,9767.0,647.0,12.9,2014
Sharkey County,Mississippi,72.7214753634747,28,125,78.5,3470.0,32.2,723.0,22.0,1135.0,11.6,40.3,0.4077,120.0,30688.0,239.0,1397.0,95.0,4898.0,48.0,1798.0,163.0,22.4,2014
Simpson County,Mississippi,73.9484560077702,28,127,77.4,9580.0,24.1,2211.0,16.6,6775.0,12.0,37.9,0.4651,343.0,36097.0,859.0,17245.0,272.0,27425.0,436.0,9820.0,314.0,10.9,2014
Smith County,Mississippi,75.0695002813705,28,129,80.6,4051.0,22.7,1095.0,19.9,4634.0,10.5,39.7,0.492,196.0,37356.0,681.0,12206.0,156.0,16344.0,35.0,6204.0,233.0,4.8,2014
Stone County,Mississippi,74.1409820350295,28,131,82.6,3349.0,18.5,1028.0,17.2,4368.0,11.0,37.1,0.4137,139.0,45141.0,452.0,14111.0,173.0,17941.0,279.0,5763.0,82.0,13.3,2014
Sunflower County,Mississippi,71.3766097709119,28,133,64.5,20681.0,35.8,3505.0,13.4,5839.0,9.2,33.7,0.5071,300.0,27941.0,1136.0,7202.0,870.0,28314.0,411.0,8451.0,736.0,21.5,2014
Tallahatchie County,Mississippi,73.2741918345999,28,135,60.0,7214.0,28.5,1094.0,17.1,3019.0,6.9,35.1,0.4305,262.0,31860.0,569.0,6570.0,161.0,15124.0,2098.0,4519.0,313.0,13.0,2014
Tate County,Mississippi,74.8322909939166,28,137,79.4,8760.0,17.2,2798.0,16.6,7197.0,15.4,36.8,0.4693,89.0,42902.0,909.0,19098.0,341.0,28557.0,681.0,10017.0,321.0,10.5,2014
Tippah County,Mississippi,73.6919103318059,28,139,71.0,3319.0,24.9,2086.0,22.2,6365.0,9.7,38.3,0.4626,362.0,35024.0,668.0,17776.0,254.0,22069.0,1051.0,8488.0,227.0,12.9,2014
Tishomingo County,Mississippi,73.1453828793067,28,141,76.4,482.0,16.6,1804.0,22.6,5711.0,11.8,42.9,0.4271,262.0,34499.0,456.0,18426.0,316.0,19532.0,520.0,7618.0,263.0,12.5,2014
Tunica County,Mississippi,71.4778282223247,28,143,78.2,7953.0,29.6,2265.0,14.4,2615.0,16.7,32.4,0.4429,153.0,31406.0,655.0,2322.0,595.0,10583.0,139.0,4031.0,217.0,11.8,2014
Union County,Mississippi,75.9073726924259,28,145,74.0,3813.0,24.0,2898.0,18.5,7429.0,13.2,37.5,0.4572,168.0,35389.0,869.0,22695.0,718.0,27536.0,1247.0,10292.0,364.0,10.5,2014
Walthall County,Mississippi,73.7614094508309,28,147,73.1,6814.0,24.5,838.0,21.2,3851.0,10.5,38.7,0.4717,139.0,34934.0,380.0,8053.0,106.0,15126.0,251.0,5823.0,167.0,10.3,2014
Warren County,Mississippi,74.1158762544994,28,149,83.3,23022.0,23.2,6454.0,12.9,12141.0,24.4,37.9,0.4708,421.0,40941.0,1928.0,24164.0,1471.0,48291.0,963.0,18367.0,1059.0,9.6,2014
Washington County,Mississippi,71.4717989343674,28,151,75.3,35563.0,37.5,8284.0,20.7,12409.0,16.6,35.8,0.5054,601.0,28936.0,2906.0,13459.0,2362.0,50038.0,611.0,18383.0,1969.0,22.5,2014
Wayne County,Mississippi,74.5930157195687,28,153,74.2,8044.0,29.5,1467.0,22.6,5526.0,8.2,37.2,0.5081,356.0,29254.0,589.0,12225.0,243.0,20611.0,276.0,8031.0,121.0,11.0,2014
Webster County,Mississippi,73.0721439246728,28,155,82.2,1935.0,22.7,1025.0,19.6,3026.0,19.8,41.1,0.4884,143.0,33769.0,404.0,7935.0,297.0,10077.0,121.0,4085.0,179.0,13.8,2014
Wilkinson County,Mississippi,72.172335692985,28,157,63.4,6746.0,28.4,699.0,25.9,2092.0,8.2,35.9,0.449,194.0,32044.0,324.0,2735.0,119.0,9481.0,9.0,3295.0,231.0,11.9,2014
Winston County,Mississippi,74.817044620885,28,159,75.5,8943.0,30.3,2327.0,17.9,5451.0,14.6,40.3,0.4847,346.0,33969.0,1039.0,9737.0,679.0,18882.0,204.0,7658.0,490.0,15.6,2014
Yalobusha County,Mississippi,73.0023735517154,28,161,79.7,4890.0,22.2,1212.0,22.4,3263.0,14.1,40.7,0.4574,150.0,33900.0,405.0,7423.0,295.0,12433.0,184.0,4808.0,252.0,5.5,2014
Yazoo County,Mississippi,73.6617266282539,28,163,73.8,16033.0,36.2,3430.0,18.5,5713.0,9.9,36.0,0.4994,314.0,27489.0,1390.0,10859.0,873.0,28076.0,1429.0,8552.0,810.0,20.9,2014
Adair County,Missouri,77.8892925540625,29,1,87.4,538.0,26.1,3834.0,12.2,5218.0,26.4,28.8,0.4805,187.0,34976.0,435.0,24099.0,1331.0,25642.0,615.0,9608.0,677.0,6.4,2014
Andrew County,Missouri,79.0247475838129,29,3,89.9,217.0,9.3,1514.0,13.2,4689.0,21.5,42.0,0.4193,126.0,53986.0,235.0,16800.0,207.0,17373.0,352.0,6710.0,151.0,7.2,2014
Atchison County,Missouri,77.8736755695322,29,5,89.8,30.0,11.7,765.0,18.3,1538.0,21.5,46.6,0.4203,61.0,44216.0,119.0,5412.0,55.0,5520.0,64.0,2465.0,81.0,4.9,2014
Audrain County,Missouri,76.8198313886506,29,7,85.1,1510.0,17.4,2542.0,16.4,6215.0,11.4,39.2,0.4009,233.0,43139.0,608.0,23055.0,335.0,25637.0,684.0,9381.0,401.0,8.6,2014
Barry County,Missouri,75.9393830921286,29,9,79.1,23.0,20.0,3308.0,18.0,9314.0,12.2,43.0,0.4142,185.0,38789.0,710.0,32984.0,610.0,35681.0,2934.0,13398.0,311.0,12.1,2014
Barton County,Missouri,77.1508538040953,29,11,83.5,27.0,22.2,1264.0,17.9,3665.0,14.9,40.8,0.4375,93.0,38792.0,244.0,11604.0,178.0,12286.0,271.0,5009.0,254.0,6.9,2014
Bates County,Missouri,76.2620541684389,29,13,82.1,113.0,20.4,1898.0,19.7,4434.0,11.7,41.8,0.43,176.0,39744.0,377.0,16065.0,330.0,16780.0,326.0,6784.0,269.0,8.9,2014
Benton County,Missouri,75.9448945115816,29,15,84.3,51.0,19.7,1322.0,21.8,5641.0,10.1,52.1,0.4272,259.0,33145.0,356.0,18406.0,340.0,18961.0,318.0,8273.0,286.0,8.4,2014
Bollinger County,Missouri,76.3617196341465,29,17,78.3,41.0,22.0,877.0,23.2,3290.0,10.2,42.9,0.4545,162.0,38906.0,307.0,12137.0,162.0,12394.0,110.0,4790.0,74.0,5.0,2014
Boone County,Missouri,80.1012767133135,29,19,93.6,14684.0,20.1,28623.0,10.3,38125.0,47.5,29.9,0.4881,494.0,49059.0,4182.0,138849.0,8934.0,168268.0,5259.0,66136.0,3115.0,5.6,2014
Buchanan County,Missouri,76.393874494707,29,21,86.4,4447.0,17.7,12134.0,15.5,20828.0,17.2,36.8,0.4541,858.0,44971.0,2790.0,79837.0,2715.0,89536.0,5103.0,33359.0,2327.0,8.6,2014
Butler County,Missouri,73.9825184023661,29,23,79.5,2247.0,19.3,5684.0,23.3,11155.0,13.2,40.0,0.4381,288.0,36160.0,1226.0,39002.0,1196.0,42957.0,708.0,16773.0,969.0,8.7,2014
Caldwell County,Missouri,77.1466111360309,29,25,87.2,68.0,14.8,1029.0,17.2,2589.0,11.9,41.9,0.4199,54.0,41740.0,248.0,8870.0,199.0,9176.0,164.0,3696.0,109.0,6.4,2014
Callaway County,Missouri,77.7174445692571,29,27,84.2,1719.0,14.7,4239.0,15.1,10658.0,19.3,38.3,0.4215,320.0,48264.0,1296.0,40837.0,730.0,44483.0,796.0,16497.0,465.0,6.6,2014
Camden County,Missouri,79.0911830099331,29,29,88.3,200.0,16.7,3725.0,17.8,12382.0,21.7,49.4,0.4276,327.0,43498.0,859.0,42443.0,812.0,43873.0,1066.0,17419.0,312.0,8.9,2014
Cape Girardeau County,Missouri,78.0817276257263,29,31,88.5,5695.0,17.3,10497.0,14.5,19081.0,29.0,35.9,0.4517,410.0,45849.0,1797.0,68364.0,2696.0,77031.0,1634.0,29672.0,1648.0,7.3,2014
Carroll County,Missouri,76.75129067086,29,33,86.8,81.0,13.5,843.0,15.5,2376.0,14.8,42.2,0.4505,110.0,42582.0,189.0,8750.0,160.0,9157.0,120.0,3652.0,172.0,8.7,2014
Carter County,Missouri,73.6525295145158,29,35,80.4,37.0,23.0,695.0,20.7,1498.0,15.0,40.7,0.4878,113.0,32656.0,135.0,6035.0,93.0,6283.0,119.0,2456.0,153.0,10.5,2014
Cass County,Missouri,78.4263064467061,29,37,92.1,3745.0,9.6,8790.0,12.2,27419.0,22.9,39.0,0.4027,421.0,61046.0,2555.0,92595.0,1859.0,100339.0,4145.0,37503.0,856.0,7.5,2014
Cedar County,Missouri,75.8062311188747,29,39,81.7,36.0,23.4,1626.0,21.6,3667.0,13.5,43.8,0.4611,56.0,29872.0,256.0,13444.0,313.0,13912.0,173.0,5893.0,226.0,10.6,2014
Chariton County,Missouri,78.624373866014,29,41,80.9,173.0,16.9,669.0,19.6,1958.0,10.2,45.6,0.431,79.0,40195.0,148.0,7448.0,81.0,7727.0,61.0,2956.0,83.0,4.0,2014
Christian County,Missouri,79.2779738700011,29,43,90.2,528.0,10.7,7785.0,10.8,22808.0,26.8,37.3,0.4077,379.0,52693.0,1812.0,76693.0,1382.0,79856.0,2147.0,29994.0,663.0,6.9,2014
Clark County,Missouri,77.145735626509,29,45,85.9,34.0,16.1,698.0,16.3,1811.0,8.6,43.5,0.4377,57.0,43497.0,98.0,6841.0,25.0,7001.0,33.0,2859.0,77.0,4.6,2014
Clay County,Missouri,79.4194563901768,29,47,92.0,12295.0,9.3,25359.0,11.2,59465.0,31.0,36.5,0.3996,939.0,61184.0,6089.0,198862.0,4936.0,227984.0,14269.0,87352.0,2398.0,6.7,2014
Clinton County,Missouri,76.4144713659584,29,49,90.1,394.0,9.9,2158.0,12.5,5976.0,16.9,41.0,0.3844,105.0,53361.0,578.0,19603.0,334.0,20545.0,369.0,8067.0,168.0,7.6,2014
Cole County,Missouri,78.9279294593208,29,51,89.1,8732.0,13.6,9431.0,14.4,19323.0,29.4,37.6,0.4246,349.0,53228.0,2513.0,63563.0,1509.0,76426.0,1985.0,29307.0,1586.0,4.9,2014
Cooper County,Missouri,77.6438158114429,29,53,84.8,1006.0,16.5,1909.0,13.7,4383.0,15.0,38.8,0.4422,163.0,44102.0,432.0,15770.0,336.0,17585.0,255.0,6520.0,200.0,7.3,2014
Crawford County,Missouri,75.5825916275361,29,55,78.2,65.0,22.6,2458.0,20.1,6395.0,11.5,41.1,0.4465,169.0,35829.0,724.0,24126.0,696.0,24680.0,396.0,9427.0,426.0,11.3,2014
Dade County,Missouri,76.4428871048296,29,57,85.3,43.0,22.1,659.0,17.4,2166.0,17.2,46.9,0.4482,61.0,36209.0,199.0,7351.0,144.0,7678.0,130.0,3166.0,77.0,7.1,2014
Dallas County,Missouri,76.6224008087275,29,59,78.3,8.0,22.7,1316.0,19.0,4819.0,12.4,42.7,0.4089,201.0,38314.0,387.0,15907.0,227.0,16632.0,288.0,6348.0,207.0,14.4,2014
Daviess County,Missouri,77.4324649946949,29,61,84.5,59.0,16.0,715.0,15.5,2219.0,14.1,40.4,0.4119,171.0,42188.0,124.0,8099.0,86.0,8324.0,107.0,3134.0,68.0,6.1,2014
DeKalb County,Missouri,77.97336407407,29,63,80.9,1384.0,11.0,1304.0,17.0,2539.0,7.1,40.7,0.4238,30.0,44936.0,160.0,10835.0,184.0,12824.0,244.0,3778.0,228.0,6.6,2014
Dent County,Missouri,75.8247683492561,29,65,79.4,76.0,20.1,1677.0,25.6,4204.0,12.1,43.5,0.4531,97.0,37658.0,399.0,15023.0,267.0,15681.0,190.0,5889.0,315.0,9.6,2014
Douglas County,Missouri,76.8092910543625,29,67,76.2,0.0,21.5,1194.0,20.3,3620.0,7.2,46.7,0.4275,54.0,30879.0,271.0,13358.0,237.0,13575.0,136.0,5156.0,130.0,9.6,2014
Dunklin County,Missouri,72.0104241533093,29,69,72.4,3334.0,26.7,4787.0,21.7,8273.0,9.9,39.7,0.4634,348.0,31777.0,1262.0,27422.0,789.0,31778.0,1887.0,12727.0,994.0,9.8,2014
Franklin County,Missouri,77.2023385081756,29,71,87.4,1175.0,12.5,9739.0,11.8,28222.0,17.8,39.9,0.426,734.0,48661.0,2173.0,98244.0,1535.0,101682.0,1561.0,39733.0,1359.0,8.6,2014
Gasconade County,Missouri,77.0030688497214,29,73,84.4,91.0,15.3,1512.0,19.4,4125.0,14.1,45.7,0.407,120.0,42574.0,296.0,14698.0,390.0,15014.0,180.0,6333.0,199.0,7.6,2014
Gentry County,Missouri,77.8235759987154,29,75,86.6,47.0,16.2,694.0,16.2,1786.0,16.3,41.6,0.4015,50.0,40591.0,121.0,6649.0,56.0,6792.0,53.0,2725.0,93.0,7.4,2014
Greene County,Missouri,77.6754046676693,29,77,90.4,8501.0,19.1,47596.0,13.6,69160.0,28.2,35.6,0.46,1593.0,40512.0,7480.0,256105.0,12264.0,280657.0,9040.0,116632.0,5926.0,7.7,2014
Grundy County,Missouri,77.3747947663094,29,79,86.6,105.0,17.5,1297.0,16.0,2736.0,16.2,42.1,0.4256,154.0,37167.0,301.0,9890.0,391.0,10279.0,118.0,4150.0,226.0,5.4,2014
Harrison County,Missouri,77.5034071108867,29,81,80.0,76.0,15.5,957.0,18.9,2390.0,11.1,42.1,0.4022,50.0,39342.0,137.0,8597.0,120.0,8795.0,163.0,3574.0,89.0,6.7,2014
Henry County,Missouri,75.513552526015,29,83,85.5,326.0,18.6,2607.0,21.7,6083.0,14.1,43.8,0.4357,251.0,39880.0,582.0,21294.0,358.0,22134.0,419.0,9545.0,262.0,8.0,2014
Hickory County,Missouri,76.9568973088507,29,85,80.4,26.0,24.0,698.0,23.5,2801.0,8.1,53.6,0.4187,116.0,31897.0,124.0,9125.0,115.0,9420.0,116.0,4134.0,75.0,13.1,2014
Holt County,Missouri,79.1372524690928,29,87,90.6,30.0,12.2,646.0,16.4,1397.0,15.0,47.0,0.4057,48.0,41842.0,82.0,4557.0,52.0,4695.0,13.0,2164.0,90.0,5.4,2014
Howard County,Missouri,78.5134795460787,29,89,85.5,514.0,17.2,899.0,14.6,2496.0,21.2,39.4,0.4725,89.0,44081.0,242.0,9340.0,180.0,10183.0,137.0,3779.0,186.0,7.3,2014
Howell County,Missouri,75.1284976857162,29,91,82.4,114.0,22.8,5109.0,18.2,10917.0,12.4,39.8,0.4692,324.0,33006.0,1279.0,38877.0,1261.0,40469.0,735.0,16060.0,938.0,8.2,2014
Iron County,Missouri,73.4225155555724,29,93,78.1,187.0,22.1,1209.0,27.2,2830.0,10.6,43.5,0.4309,118.0,37259.0,282.0,10001.0,240.0,10424.0,150.0,4158.0,282.0,12.2,2014
Jackson County,Missouri,77.0754861166288,29,95,88.0,161305.0,17.5,108115.0,13.0,161777.0,28.0,36.4,0.4642,5186.0,46917.0,23992.0,452199.0,28455.0,678167.0,57972.0,271965.0,21073.0,8.8,2014
Jasper County,Missouri,76.0540587007784,29,97,83.6,2647.0,17.8,15885.0,14.5,29310.0,20.7,35.4,0.4497,720.0,40914.0,3337.0,106486.0,3352.0,116996.0,8408.0,45236.0,2343.0,7.6,2014
Jefferson County,Missouri,76.4435250588241,29,99,87.1,1925.0,11.1,14826.0,13.2,59714.0,16.8,38.4,0.3852,1608.0,55563.0,5061.0,212700.0,3042.0,220558.0,3748.0,81504.0,2087.0,9.2,2014
Johnson County,Missouri,78.2062526299407,29,101,90.7,2409.0,17.4,7821.0,11.5,13065.0,24.3,29.6,0.4112,244.0,49978.0,1002.0,48269.0,2105.0,53879.0,1946.0,19912.0,718.0,8.6,2014
Knox County,Missouri,77.3008415532451,29,103,86.4,51.0,23.7,440.0,18.6,1175.0,14.1,44.3,0.508,58.0,35597.0,71.0,3949.0,66.0,4078.0,17.0,1742.0,58.0,6.7,2014
Laclede County,Missouri,75.712506719027,29,105,81.3,189.0,19.4,4066.0,19.1,9920.0,13.4,39.3,0.4181,235.0,38693.0,1214.0,34088.0,1082.0,35544.0,762.0,13745.0,618.0,9.5,2014
Lafayette County,Missouri,77.2262755654478,29,107,86.2,697.0,10.7,3040.0,14.7,9144.0,16.8,40.8,0.3801,243.0,51195.0,816.0,31233.0,521.0,33069.0,802.0,13072.0,498.0,8.0,2014
Lawrence County,Missouri,76.2470920515785,29,109,84.4,68.0,18.4,4210.0,15.7,10250.0,15.9,39.3,0.4253,337.0,40496.0,823.0,36552.0,708.0,38306.0,2577.0,14616.0,626.0,8.8,2014
Lewis County,Missouri,77.1196805681401,29,111,87.1,269.0,11.5,1044.0,13.1,2494.0,8.9,39.3,0.3917,73.0,43000.0,173.0,9568.0,115.0,10176.0,166.0,3842.0,158.0,6.9,2014
Lincoln County,Missouri,76.7993254633377,29,113,83.8,1166.0,15.1,4115.0,16.6,13514.0,12.5,36.3,0.3842,149.0,53280.0,1077.0,50525.0,950.0,53458.0,1108.0,18521.0,598.0,12.3,2014
Linn County,Missouri,76.150406170241,29,115,87.6,74.0,18.2,1189.0,16.6,3079.0,11.6,42.7,0.4205,177.0,37264.0,288.0,12004.0,238.0,12494.0,213.0,4769.0,216.0,5.7,2014
Livingston County,Missouri,77.6442904561183,29,117,87.1,355.0,15.8,1660.0,15.1,3678.0,17.9,42.0,0.4402,135.0,44754.0,288.0,14287.0,247.0,15034.0,210.0,5674.0,158.0,5.5,2014
McDonald County,Missouri,74.7181774572302,29,119,78.7,308.0,21.7,2426.0,18.3,5656.0,12.2,37.2,0.4379,191.0,38122.0,553.0,20439.0,459.0,22851.0,2590.0,8208.0,231.0,8.9,2014
Macon County,Missouri,77.1281484004385,29,121,87.0,500.0,19.2,1593.0,15.9,3888.0,14.8,42.3,0.4291,134.0,36878.0,358.0,14710.0,220.0,15527.0,174.0,6231.0,197.0,8.4,2014
Madison County,Missouri,74.3249750247102,29,123,75.5,76.0,19.9,1100.0,24.2,3275.0,6.2,42.9,0.4032,153.0,37648.0,241.0,11997.0,176.0,12353.0,252.0,4536.0,206.0,12.9,2014
Maries County,Missouri,77.1744094525813,29,125,84.2,47.0,17.4,936.0,20.1,2622.0,11.8,43.8,0.4028,44.0,41492.0,182.0,8850.0,134.0,9098.0,95.0,3718.0,85.0,10.6,2014
Marion County,Missouri,76.9515495919042,29,127,83.0,1627.0,17.0,3710.0,15.9,7517.0,18.4,39.7,0.4564,271.0,41732.0,1011.0,26348.0,649.0,28844.0,434.0,11287.0,640.0,6.9,2014
Mercer County,Missouri,78.3223647394934,29,129,85.2,15.0,18.0,398.0,16.1,960.0,14.6,43.9,0.4051,55.0,38925.0,86.0,3656.0,36.0,3735.0,47.0,1537.0,57.0,8.0,2014
Miller County,Missouri,76.5913449138703,29,131,82.3,113.0,21.5,2146.0,19.0,6610.0,14.9,40.5,0.4384,144.0,36592.0,707.0,23931.0,391.0,24905.0,410.0,9710.0,390.0,10.0,2014
Mississippi County,Missouri,73.311078869097,29,133,73.1,3424.0,29.7,1971.0,22.8,3363.0,9.0,39.2,0.4469,169.0,28436.0,554.0,10581.0,385.0,14276.0,263.0,5249.0,465.0,13.9,2014
Moniteau County,Missouri,78.0829308981967,29,135,79.2,574.0,11.9,1445.0,14.7,3892.0,15.6,37.8,0.3842,218.0,47386.0,335.0,14587.0,194.0,15719.0,664.0,5487.0,159.0,7.2,2014
Monroe County,Missouri,78.5912054975937,29,137,88.5,267.0,15.4,880.0,16.6,2320.0,12.2,44.7,0.3707,70.0,40342.0,164.0,8284.0,102.0,8725.0,91.0,3559.0,105.0,6.3,2014
Montgomery County,Missouri,76.0731434152705,29,139,80.5,100.0,17.8,1221.0,18.0,3358.0,9.7,42.9,0.4172,131.0,40114.0,324.0,11591.0,301.0,12054.0,186.0,4892.0,134.0,10.9,2014
Morgan County,Missouri,75.4353312103422,29,141,77.8,257.0,21.4,1773.0,21.5,5267.0,11.6,46.6,0.4316,363.0,34179.0,316.0,19554.0,327.0,20314.0,381.0,8021.0,315.0,13.9,2014
New Madrid County,Missouri,73.0879304207865,29,143,76.1,2984.0,23.0,2840.0,22.7,5035.0,10.4,40.6,0.496,151.0,34224.0,917.0,15145.0,490.0,18568.0,260.0,7283.0,594.0,9.7,2014
Newton County,Missouri,76.3289315663478,29,145,85.5,586.0,14.8,5778.0,15.8,15853.0,18.2,39.6,0.4538,617.0,42939.0,1026.0,53267.0,1046.0,58683.0,2775.0,22197.0,694.0,6.9,2014
Nodaway County,Missouri,79.2753597408649,29,147,88.9,642.0,27.3,3889.0,13.0,4699.0,20.4,28.3,0.4473,113.0,36237.0,418.0,21969.0,1148.0,23296.0,333.0,8636.0,499.0,7.1,2014
Oregon County,Missouri,75.6669479421058,29,149,79.2,19.0,26.0,1036.0,24.4,2807.0,8.7,45.5,0.4441,170.0,29385.0,218.0,10510.0,247.0,10975.0,154.0,4509.0,86.0,9.1,2014
Osage County,Missouri,78.8977022658408,29,151,90.2,91.0,8.6,910.0,16.3,3648.0,15.7,39.6,0.3668,118.0,52479.0,218.0,13589.0,108.0,13812.0,95.0,5113.0,137.0,3.2,2014
Ozark County,Missouri,75.9159291458202,29,153,82.0,15.0,20.7,936.0,21.9,3084.0,12.3,50.1,0.3944,118.0,31833.0,265.0,9294.0,142.0,9612.0,145.0,4284.0,148.0,12.4,2014
Pemiscot County,Missouri,71.6942759739889,29,155,73.4,4851.0,28.8,3078.0,24.2,4346.0,11.7,37.4,0.4645,177.0,30840.0,874.0,12771.0,570.0,18010.0,392.0,6914.0,656.0,10.7,2014
Perry County,Missouri,78.2504163259053,29,157,83.9,82.0,11.7,1681.0,15.8,5331.0,13.9,39.6,0.3884,199.0,50817.0,366.0,18511.0,313.0,19042.0,374.0,7443.0,207.0,4.1,2014
Pettis County,Missouri,77.2960964401917,29,159,82.9,1157.0,18.8,5086.0,16.6,11069.0,15.0,37.5,0.4381,352.0,39624.0,1033.0,38051.0,1362.0,42213.0,3312.0,16250.0,864.0,6.3,2014
Phelps County,Missouri,76.7004848031976,29,161,87.9,1125.0,19.3,6488.0,15.5,10423.0,28.8,33.7,0.4485,280.0,41942.0,930.0,41117.0,1416.0,45091.0,1036.0,16737.0,851.0,8.1,2014
Pike County,Missouri,76.863597244093,29,163,75.4,1096.0,15.7,1817.0,18.1,4548.0,9.8,40.0,0.4208,262.0,40120.0,477.0,16702.0,219.0,18573.0,374.0,6630.0,183.0,7.3,2014
Platte County,Missouri,80.6029089268362,29,165,94.8,5833.0,7.4,13093.0,9.6,24609.0,39.5,38.2,0.4237,408.0,68638.0,2395.0,79959.0,2749.0,92149.0,4973.0,36842.0,1386.0,6.0,2014
Polk County,Missouri,76.5194743831188,29,167,85.0,288.0,20.5,3860.0,16.9,8051.0,14.1,38.1,0.4188,83.0,39336.0,574.0,29812.0,769.0,31122.0,632.0,11813.0,398.0,10.3,2014
Pulaski County,Missouri,76.4603613824515,29,169,90.3,6125.0,12.9,7379.0,15.9,10122.0,21.5,26.9,0.3776,98.0,49604.0,1083.0,40350.0,852.0,53343.0,5316.0,15528.0,664.0,13.9,2014
Putnam County,Missouri,77.0800419891877,29,171,86.0,27.0,19.4,635.0,21.1,1432.0,13.4,45.8,0.4208,63.0,36886.0,142.0,4809.0,102.0,4911.0,49.0,2245.0,104.0,3.4,2014
Ralls County,Missouri,78.992792720651,29,173,86.2,75.0,10.1,759.0,14.8,3009.0,13.5,44.5,0.3696,56.0,47837.0,210.0,9905.0,160.0,10224.0,118.0,4034.0,151.0,5.7,2014
Randolph County,Missouri,76.0715353667802,29,175,82.9,1428.0,18.7,2432.0,17.7,5739.0,13.4,38.3,0.4243,229.0,39316.0,507.0,22863.0,508.0,25207.0,446.0,8640.0,282.0,8.7,2014
Ray County,Missouri,76.322045895456,29,177,88.9,317.0,15.6,2083.0,15.7,6203.0,11.6,40.7,0.4114,158.0,51585.0,523.0,22158.0,313.0,23166.0,483.0,8741.0,392.0,9.0,2014
Reynolds County,Missouri,74.6833206083084,29,179,74.7,62.0,23.2,570.0,26.2,1740.0,5.4,46.1,0.4393,86.0,34432.0,114.0,6429.0,112.0,6644.0,124.0,2672.0,113.0,13.5,2014
Ripley County,Missouri,73.582053840659,29,181,72.1,12.0,24.5,1391.0,23.6,3805.0,9.0,41.8,0.4042,130.0,31473.0,301.0,13592.0,264.0,14056.0,161.0,5434.0,153.0,12.6,2014
Saint Charles County,Missouri,80.4956770097469,29,183,94.0,16894.0,6.1,27525.0,9.6,100010.0,36.9,37.3,0.3866,2120.0,72100.0,7691.0,334958.0,4784.0,369781.0,10938.0,137483.0,2774.0,6.2,2014
Saint Clair County,Missouri,76.2875956114096,29,185,80.2,85.0,21.7,910.0,22.7,2596.0,11.1,49.1,0.4302,137.0,31875.0,117.0,9221.0,119.0,9609.0,190.0,4057.0,173.0,10.5,2014
Sainte Genevieve County,Missouri,77.926596813284,29,186,83.7,87.0,14.6,1332.0,17.5,5050.0,11.8,42.6,0.4226,106.0,46244.0,313.0,17482.0,300.0,18017.0,168.0,7218.0,143.0,6.4,2014
