County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Total Families (Single Mother),No Vehicle (Owner),Median Household Income,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,Year
Dent County,Missouri,75.4762098076057,29,65,79.6,77.0,20.8,1808.0,25.2,44.1,0.4585,4109.0,12.9,291.0,69.0,38829.0,14941.0,15566.0,274.0,249.0,7.3,287.0,6087.0,2017
Douglas County,Missouri,76.2044437790229,29,67,80.4,14.0,20.6,1209.0,20.9,47.3,0.4402,3631.0,9.4,150.0,60.0,33003.0,13247.0,13391.0,249.0,185.0,7.0,136.0,5173.0,2017
Dunklin County,Missouri,71.7046208083948,29,69,74.3,3003.0,26.6,4689.0,21.6,39.4,0.47,8153.0,12.9,1259.0,356.0,32348.0,26118.0,30905.0,974.0,1966.0,6.9,925.0,12760.0,2017
Franklin County,Missouri,76.5919727117857,29,71,87.7,845.0,10.6,10538.0,12.6,40.7,0.421,28659.0,20.4,2094.0,808.0,53849.0,98482.0,102413.0,1599.0,1706.0,4.9,1139.0,40612.0,2017
Gasconade County,Missouri,76.5619519775557,29,73,87.6,91.0,12.0,1446.0,18.9,45.9,0.4301,4255.0,17.1,194.0,93.0,50687.0,14396.0,14769.0,263.0,192.0,3.4,136.0,6135.0,2017
Gentry County,Missouri,77.2676607379027,29,75,89.0,63.0,18.1,733.0,16.5,41.3,0.4094,1766.0,20.0,99.0,47.0,43777.0,6469.0,6688.0,52.0,20.0,4.1,88.0,2662.0,2017
Greene County,Missouri,77.0930843808252,29,77,91.5,9408.0,18.5,50275.0,14.2,35.7,0.4651,70573.0,30.5,6894.0,1655.0,43175.0,259407.0,286759.0,12268.0,10061.0,5.0,6127.0,119989.0,2017
Grundy County,Missouri,77.0190125969577,29,79,86.8,59.0,20.5,1312.0,16.6,40.9,0.4555,2561.0,17.9,271.0,171.0,41092.0,9729.0,10111.0,282.0,210.0,3.6,230.0,4018.0,2017
Harrison County,Missouri,77.4209282284649,29,81,84.5,68.0,18.3,953.0,18.9,42.8,0.4021,2409.0,14.5,237.0,85.0,42889.0,8369.0,8615.0,130.0,182.0,3.3,117.0,3528.0,2017
Henry County,Missouri,75.1406824445626,29,83,87.9,317.0,21.2,2482.0,20.6,44.0,0.4593,5785.0,15.9,478.0,242.0,41089.0,20900.0,21834.0,353.0,486.0,6.7,357.0,9294.0,2017
Hickory County,Missouri,76.4028937976095,29,85,83.6,6.0,23.3,716.0,24.2,54.8,0.4227,2586.0,9.8,107.0,78.0,34746.0,9027.0,9352.0,126.0,144.0,9.6,87.0,3983.0,2017
Holt County,Missouri,78.849287335293,29,87,91.2,14.0,12.0,600.0,15.7,48.4,0.406,1396.0,21.7,77.0,48.0,43981.0,4349.0,4499.0,55.0,16.0,4.2,132.0,2111.0,2017
Howard County,Missouri,77.9648674539284,29,89,88.3,514.0,16.4,896.0,15.7,38.9,0.4105,2482.0,25.5,213.0,32.0,50356.0,9310.0,10144.0,98.0,147.0,4.6,127.0,3713.0,2017
Howell County,Missouri,74.7555165370642,29,91,85.7,130.0,22.9,4996.0,20.6,40.2,0.4659,10862.0,15.4,983.0,295.0,34984.0,38497.0,40139.0,949.0,823.0,5.0,774.0,16204.0,2017
Iron County,Missouri,72.8010802661979,29,93,80.7,159.0,21.2,1131.0,25.7,45.3,0.4217,2696.0,11.7,195.0,97.0,36457.0,9875.0,10286.0,188.0,180.0,8.6,256.0,4062.0,2017
Jackson County,Missouri,76.9580665319386,29,95,89.9,162606.0,15.9,115623.0,13.5,36.6,0.4673,163816.0,30.2,23876.0,5085.0,50652.0,458890.0,688554.0,25984.0,60846.0,5.7,20170.0,280174.0,2017
Jasper County,Missouri,75.9003120461814,29,97,87.1,2572.0,17.3,16302.0,14.1,35.9,0.4368,30088.0,22.7,3055.0,720.0,45328.0,107188.0,118522.0,3247.0,9114.0,5.5,1869.0,46009.0,2017
Jefferson County,Missouri,76.024076474587,29,99,88.2,2269.0,10.9,16844.0,12.7,38.8,0.3867,61574.0,19.8,5230.0,1554.0,60765.0,214198.0,222639.0,3342.0,4108.0,6.5,1806.0,83744.0,2017
Johnson County,Missouri,77.9738620097951,29,101,92.0,2445.0,16.2,8011.0,11.9,29.9,0.4029,12828.0,28.4,1120.0,281.0,50689.0,48064.0,53941.0,1933.0,2203.0,6.9,944.0,19918.0,2017
Knox County,Missouri,76.7958214823764,29,103,86.3,16.0,20.2,337.0,20.2,43.7,0.4652,1073.0,15.9,95.0,37.0,39674.0,3845.0,3976.0,34.0,39.0,5.8,51.0,1602.0,2017
Laclede County,Missouri,75.1142808434637,29,105,83.5,188.0,17.7,4475.0,18.5,40.1,0.4212,9831.0,13.7,784.0,227.0,42646.0,33981.0,35488.0,1153.0,819.0,7.7,566.0,13825.0,2017
Lafayette County,Missouri,76.871143716326,29,107,88.8,662.0,12.8,3580.0,14.7,42.2,0.4284,9277.0,18.3,768.0,332.0,52557.0,30750.0,32655.0,599.0,887.0,5.5,528.0,13224.0,2017
Lawrence County,Missouri,75.4397893217695,29,109,83.0,242.0,17.1,4285.0,17.3,39.7,0.4205,10226.0,15.9,876.0,284.0,41673.0,36194.0,38131.0,623.0,2730.0,6.2,667.0,14636.0,2017
Lewis County,Missouri,76.609073277272,29,111,88.4,297.0,15.2,1019.0,12.6,40.1,0.4228,2431.0,14.4,156.0,87.0,47148.0,9525.0,10078.0,110.0,176.0,2.9,127.0,3754.0,2017
Lincoln County,Missouri,76.5028105340331,29,113,87.9,1022.0,13.2,4294.0,15.8,37.3,0.3903,13733.0,15.7,1068.0,309.0,58603.0,52071.0,54800.0,1004.0,1281.0,6.3,423.0,18698.0,2017
Linn County,Missouri,75.8654983733096,29,115,88.1,62.0,16.5,1347.0,14.9,42.5,0.4118,3362.0,14.8,380.0,143.0,41652.0,11800.0,12248.0,198.0,254.0,3.2,144.0,4997.0,2017
Livingston County,Missouri,77.1574234361009,29,117,87.0,417.0,17.9,1930.0,15.1,40.7,0.4429,3712.0,18.8,277.0,99.0,45929.0,14125.0,15025.0,288.0,250.0,3.4,250.0,5813.0,2017
McDonald County,Missouri,74.1145284503608,29,119,78.5,418.0,19.0,2384.0,17.1,38.3,0.4248,6068.0,12.7,588.0,244.0,41207.0,19988.0,22753.0,278.0,2631.0,6.2,230.0,8137.0,2017
Macon County,Missouri,76.6786244226203,29,121,87.8,362.0,17.0,1557.0,18.5,43.0,0.4126,3764.0,15.3,410.0,162.0,38903.0,14482.0,15319.0,143.0,196.0,7.4,259.0,6023.0,2017
Madison County,Missouri,74.3310890399807,29,123,81.1,116.0,18.8,1403.0,23.7,41.7,0.439,3272.0,12.5,193.0,112.0,37484.0,11889.0,12226.0,301.0,286.0,5.8,214.0,4867.0,2017
Maries County,Missouri,76.6429347453429,29,125,83.9,34.0,18.9,989.0,20.6,44.4,0.415,2388.0,13.6,160.0,105.0,41715.0,8806.0,8959.0,149.0,226.0,7.7,155.0,3667.0,2017
Marion County,Missouri,76.2568326929545,29,127,88.3,1518.0,18.4,4072.0,15.0,39.2,0.4267,7367.0,20.9,879.0,202.0,44098.0,26167.0,28703.0,606.0,465.0,6.5,615.0,11311.0,2017
Mercer County,Missouri,78.0990673844792,29,129,87.9,15.0,17.7,334.0,14.2,43.6,0.3964,914.0,17.6,56.0,52.0,43314.0,3553.0,3669.0,31.0,63.0,3.5,36.0,1390.0,2017
Miller County,Missouri,76.2972245443321,29,131,86.4,95.0,16.5,2398.0,16.4,41.1,0.4596,6375.0,16.0,574.0,121.0,41461.0,24041.0,24947.0,325.0,451.0,7.1,237.0,9514.0,2017
Mississippi County,Missouri,73.0711489006521,29,133,74.3,3357.0,31.7,2022.0,19.6,39.4,0.494,3635.0,11.4,689.0,120.0,32212.0,10195.0,13916.0,400.0,277.0,10.0,430.0,5128.0,2017
Moniteau County,Missouri,77.713481859273,29,135,83.8,545.0,11.9,1248.0,13.2,38.6,0.3927,3934.0,17.5,309.0,176.0,50897.0,14744.0,15904.0,114.0,729.0,5.7,199.0,5373.0,2017
Monroe County,Missouri,77.7612035039737,29,137,90.8,299.0,13.0,924.0,17.8,45.2,0.3762,2340.0,14.4,158.0,114.0,42011.0,8228.0,8676.0,117.0,135.0,4.5,140.0,3615.0,2017
Montgomery County,Missouri,75.3062578169907,29,139,84.2,176.0,16.1,1349.0,16.1,43.9,0.4083,3212.0,12.9,304.0,90.0,43094.0,11089.0,11618.0,270.0,207.0,5.8,124.0,4844.0,2017
Morgan County,Missouri,75.0839417675962,29,141,77.4,168.0,25.5,1915.0,18.1,46.4,0.4662,4966.0,12.6,363.0,330.0,34776.0,19324.0,20097.0,391.0,429.0,7.3,437.0,7774.0,2017
New Madrid County,Missouri,72.7057423493087,29,143,75.9,2906.0,24.1,2736.0,22.7,41.3,0.4664,4900.0,12.6,712.0,127.0,33846.0,14655.0,18030.0,507.0,317.0,9.4,571.0,7309.0,2017
Newton County,Missouri,75.9340924444762,29,145,87.1,558.0,12.9,6284.0,13.9,39.4,0.4614,15734.0,19.4,1279.0,389.0,46723.0,52828.0,58237.0,873.0,2994.0,5.4,572.0,22151.0,2017
Nodaway County,Missouri,79.3197781323659,29,147,92.6,606.0,22.6,3732.0,12.4,29.0,0.449,4958.0,26.8,415.0,92.0,41370.0,21346.0,22744.0,743.0,365.0,4.7,281.0,8493.0,2017
Oregon County,Missouri,75.1183193331109,29,149,83.9,19.0,25.3,994.0,24.9,46.3,0.452,2905.0,12.8,223.0,78.0,32070.0,10304.0,10779.0,233.0,176.0,5.0,152.0,4375.0,2017
Osage County,Missouri,78.361679886808,29,151,89.8,89.0,6.8,891.0,14.6,40.1,0.3769,3615.0,18.8,163.0,142.0,54503.0,13354.0,13610.0,93.0,106.0,3.3,118.0,5108.0,2017
Ozark County,Missouri,75.5832717037637,29,153,84.6,4.0,27.6,882.0,19.2,51.1,0.4323,2698.0,13.6,82.0,135.0,32021.0,8985.0,9328.0,148.0,160.0,8.4,140.0,4075.0,2017
Pemiscot County,Missouri,71.0018412573099,29,155,74.4,4717.0,28.5,3244.0,26.3,37.7,0.4862,4342.0,12.0,823.0,173.0,32468.0,12113.0,17344.0,641.0,421.0,10.7,761.0,6875.0,2017
Perry County,Missouri,77.8267655317012,29,157,88.4,58.0,8.2,1771.0,15.8,40.5,0.3693,5339.0,16.3,448.0,154.0,54935.0,18627.0,19135.0,234.0,407.0,4.1,157.0,7529.0,2017
Pettis County,Missouri,76.9295237772793,29,159,83.8,1203.0,17.2,5251.0,17.5,37.9,0.4444,10706.0,17.7,1194.0,335.0,43097.0,38382.0,42309.0,992.0,3626.0,5.8,890.0,16031.0,2017
Phelps County,Missouri,76.2507193406522,29,161,86.4,1223.0,20.4,6783.0,16.9,34.8,0.4885,10747.0,28.7,1004.0,278.0,41681.0,40823.0,44873.0,1557.0,1086.0,6.3,874.0,17330.0,2017
Pike County,Missouri,76.4662124482018,29,163,83.6,1154.0,15.1,1937.0,14.1,39.2,0.4133,4431.0,15.5,439.0,179.0,45112.0,16563.0,18517.0,271.0,407.0,4.8,250.0,6741.0,2017
Platte County,Missouri,80.2551547125401,29,165,95.2,6555.0,7.2,13277.0,11.2,38.2,0.4184,25406.0,41.5,2119.0,346.0,74199.0,83204.0,96899.0,2161.0,5601.0,4.0,1297.0,38147.0,2017
Polk County,Missouri,76.0743597488892,29,167,87.6,197.0,14.4,3911.0,17.3,37.5,0.4168,7963.0,20.3,688.0,89.0,44805.0,29949.0,31347.0,729.0,726.0,5.8,533.0,11717.0,2017
Pulaski County,Missouri,76.2344983601379,29,169,90.5,6620.0,12.8,7971.0,19.3,27.6,0.3808,10275.0,25.8,1001.0,115.0,51137.0,39842.0,53132.0,1109.0,5770.0,8.8,591.0,15375.0,2017
Putnam County,Missouri,76.6702661398197,29,171,89.9,22.0,16.9,533.0,21.8,46.7,0.4306,1349.0,18.1,203.0,53.0,37028.0,4675.0,4846.0,66.0,53.0,5.9,109.0,1956.0,2017
Ralls County,Missouri,78.4255644381174,29,173,89.2,136.0,13.3,705.0,14.3,44.7,0.3841,2922.0,13.2,188.0,91.0,50161.0,9883.0,10208.0,133.0,127.0,4.5,58.0,3994.0,2017
Randolph County,Missouri,75.6288832139795,29,175,85.9,1442.0,16.5,2050.0,16.6,39.2,0.4275,5642.0,14.6,374.0,228.0,44754.0,22561.0,24987.0,548.0,491.0,6.1,295.0,8348.0,2017
Ray County,Missouri,76.0961889555643,29,177,88.2,352.0,15.6,1954.0,15.7,41.8,0.41,6088.0,14.4,506.0,176.0,57270.0,21882.0,22859.0,369.0,534.0,5.4,460.0,8684.0,2017
Reynolds County,Missouri,74.3911003798123,29,179,76.8,116.0,17.3,566.0,25.2,46.0,0.4261,1891.0,9.8,95.0,65.0,40265.0,6064.0,6361.0,117.0,89.0,7.6,97.0,2628.0,2017
Ripley County,Missouri,73.0299819212142,29,181,78.7,32.0,23.4,1254.0,29.4,42.5,0.4414,3641.0,11.9,326.0,212.0,33849.0,13323.0,13807.0,194.0,177.0,7.2,207.0,5397.0,2017
Saint Charles County,Missouri,80.0753691114768,29,183,94.5,16439.0,5.7,28281.0,9.8,38.0,0.3953,103589.0,37.1,7577.0,1620.0,78380.0,347505.0,385115.0,4555.0,12163.0,3.6,2537.0,142554.0,2017
Saint Clair County,Missouri,76.0180503787813,29,185,81.1,80.0,22.2,1024.0,22.9,50.0,0.4466,2648.0,13.6,143.0,128.0,35066.0,8941.0,9396.0,119.0,98.0,8.0,183.0,4135.0,2017
Sainte Genevieve County,Missouri,78.114458965438,29,186,87.3,456.0,16.6,1641.0,15.1,43.0,0.4014,5130.0,15.6,500.0,117.0,50959.0,17300.0,17882.0,301.0,194.0,4.6,196.0,7185.0,2017
Saint Francois County,Missouri,74.0978124238979,29,187,83.2,2883.0,15.4,7740.0,21.5,39.2,0.4196,16017.0,13.3,1457.0,547.0,42873.0,61724.0,66248.0,1615.0,993.0,6.5,1165.0,24661.0,2017
Saint Louis County,Missouri,78.0621777029217,29,189,93.2,237302.0,9.8,122540.0,12.0,40.3,0.4876,258913.0,42.8,28295.0,7993.0,62931.0,688312.0,999539.0,26338.0,27784.0,5.9,20094.0,402307.0,2017
Saline County,Missouri,76.8468927371075,29,195,84.1,1084.0,17.3,2748.0,17.9,37.9,0.4279,5668.0,18.7,635.0,152.0,41567.0,19661.0,23010.0,448.0,2231.0,4.6,530.0,8754.0,2017
Schuyler County,Missouri,76.8440137595409,29,197,88.2,37.0,18.4,461.0,16.4,40.6,0.4636,1116.0,14.0,112.0,28.0,38848.0,4349.0,4450.0,80.0,32.0,6.0,47.0,1669.0,2017
Scotland County,Missouri,76.9226441560562,29,199,79.4,82.0,16.7,534.0,13.5,37.2,0.4846,1247.0,12.6,141.0,24.0,42939.0,4776.0,4883.0,93.0,14.0,4.6,98.0,1870.0,2017
Scott County,Missouri,74.8783581320391,29,201,83.5,4441.0,20.1,4744.0,18.4,40.0,0.4624,10468.0,13.6,1411.0,172.0,41628.0,33192.0,38858.0,960.0,838.0,6.0,690.0,15241.0,2017
Shannon County,Missouri,75.5665146152321,29,203,81.9,7.0,30.5,894.0,24.6,44.8,0.4563,2041.0,14.2,188.0,55.0,31202.0,7909.0,8273.0,115.0,150.0,8.1,73.0,3158.0,2017
Shelby County,Missouri,77.08625513736,29,205,91.0,121.0,15.5,640.0,16.8,41.9,0.4197,1635.0,15.7,139.0,39.0,42593.0,5917.0,6084.0,25.0,104.0,4.8,64.0,2446.0,2017
Stoddard County,Missouri,74.9380903343975,29,207,81.4,451.0,16.8,3615.0,22.3,42.1,0.4363,7537.0,14.1,500.0,245.0,40076.0,28783.0,29634.0,466.0,488.0,7.1,498.0,11773.0,2017
Stone County,Missouri,77.784187287974,29,209,86.8,50.0,12.8,2578.0,20.0,52.7,0.4495,9111.0,18.4,413.0,175.0,43292.0,30423.0,31529.0,514.0,662.0,7.7,333.0,12880.0,2017
Sullivan County,Missouri,76.0570557501338,29,211,83.3,115.0,15.9,597.0,14.6,41.5,0.4106,1413.0,10.7,121.0,49.0,42034.0,5940.0,6382.0,93.0,1180.0,3.4,97.0,2283.0,2017
Taney County,Missouri,77.2216155577737,29,213,88.9,548.0,17.1,8965.0,17.1,41.9,0.4241,15277.0,17.8,1420.0,384.0,39661.0,50238.0,54308.0,1666.0,3019.0,6.3,847.0,22142.0,2017
Texas County,Missouri,76.1069347378964,29,215,82.3,511.0,25.3,2412.0,23.1,42.3,0.4322,6196.0,13.8,539.0,217.0,35571.0,23855.0,25714.0,571.0,525.0,7.1,396.0,9303.0,2017
Vernon County,Missouri,75.6838414185385,29,217,88.9,219.0,15.2,2590.0,17.6,40.7,0.4294,5552.0,17.3,540.0,184.0,41479.0,19752.0,20665.0,583.0,426.0,4.1,470.0,8170.0,2017
Warren County,Missouri,78.1556259102142,29,219,87.9,779.0,12.8,2437.0,15.6,40.9,0.4249,8939.0,18.7,836.0,118.0,56193.0,31209.0,33554.0,562.0,1080.0,6.1,345.0,12032.0,2017
Washington County,Missouri,73.2850034176147,29,221,77.0,594.0,20.2,1640.0,25.5,40.6,0.4246,6469.0,8.9,462.0,315.0,37810.0,23725.0,24968.0,340.0,320.0,9.9,298.0,9048.0,2017
Wayne County,Missouri,74.0204758818898,29,223,75.4,81.0,23.4,1278.0,29.0,46.9,0.4373,3692.0,12.1,286.0,139.0,35135.0,12949.0,13369.0,276.0,217.0,8.1,275.0,5482.0,2017
Webster County,Missouri,76.9561775866636,29,225,86.7,499.0,18.4,3627.0,15.2,37.4,0.4113,9790.0,15.7,759.0,619.0,45185.0,35872.0,37558.0,547.0,733.0,4.8,391.0,13311.0,2017
Worth County,Missouri,77.6577552075631,29,227,87.7,6.0,15.0,217.0,15.3,47.5,0.3871,629.0,19.1,48.0,17.0,48214.0,2007.0,2053.0,17.0,24.0,4.1,11.0,888.0,2017
Wright County,Missouri,74.1104165835914,29,229,80.4,109.0,25.0,2377.0,20.5,42.0,0.4996,5010.0,11.8,557.0,285.0,31290.0,17643.0,18304.0,423.0,313.0,8.4,383.0,7488.0,2017
Saint Louis City,Missouri,74.0373682826165,29,510,85.7,149895.0,25.0,78891.0,15.6,35.2,0.5129,64617.0,34.1,13323.0,4561.0,38664.0,144506.0,314867.0,20871.0,12280.0,9.4,24330.0,139741.0,2017
Beaverhead County,Montana,80.802937956819,30,1,94.6,6.0,16.1,1355.0,14.3,43.0,0.4929,2268.0,33.0,114.0,93.0,43880.0,8885.0,9360.0,316.0,390.0,4.6,140.0,3978.0,2017
Big Horn County,Montana,71.782504420157,30,3,88.1,14.0,26.8,1437.0,9.8,29.9,0.4221,2947.0,17.6,298.0,77.0,47276.0,4127.0,13290.0,135.0,743.0,15.9,75.0,3710.0,2017
Blaine County,Montana,75.0403529260628,30,5,88.6,16.0,32.7,948.0,21.6,34.0,0.4443,1560.0,20.7,152.0,71.0,35506.0,3088.0,6646.0,97.0,166.0,16.8,127.0,2314.0,2017
Broadwater County,Montana,79.922341946895,30,7,94.5,4.0,7.8,385.0,17.5,46.3,0.4452,1552.0,28.6,92.0,41.0,55295.0,5533.0,5755.0,47.0,152.0,4.1,24.0,2405.0,2017
Carbon County,Montana,80.396069369275,30,9,93.9,24.0,9.9,957.0,15.3,50.0,0.4189,2865.0,31.1,130.0,65.0,56988.0,10147.0,10466.0,154.0,250.0,4.0,51.0,4565.0,2017
Carter County,Montana,78.9408132448393,30,11,91.2,0.0,11.8,96.0,14.6,51.6,0.4907,368.0,16.6,13.0,11.0,45347.0,1294.0,1320.0,9.0,4.0,2.9,15.0,565.0,2017
Cascade County,Montana,77.7692994853194,30,13,91.9,1097.0,13.1,11824.0,14.8,38.4,0.472,21495.0,27.3,2028.0,597.0,46827.0,72375.0,81816.0,2081.0,3461.0,4.6,1734.0,34383.0,2017
Chouteau County,Montana,79.0918749905367,30,15,93.5,4.0,20.3,858.0,11.4,40.9,0.439,1569.0,25.6,82.0,11.0,39577.0,4454.0,5812.0,46.0,132.0,3.5,98.0,2290.0,2017
Custer County,Montana,77.0737057489451,30,17,92.1,60.0,9.8,1449.0,16.9,41.0,0.4236,3197.0,22.4,282.0,67.0,53050.0,11235.0,11895.0,182.0,376.0,1.7,200.0,4875.0,2017
Daniels County,Montana,78.3345721639302,30,19,94.2,0.0,4.6,203.0,12.8,45.5,0.4625,494.0,23.0,18.0,7.0,53591.0,1768.0,1788.0,38.0,50.0,1.7,0.0,876.0,2017
Dawson County,Montana,78.3899740246786,30,21,92.6,48.0,12.3,1237.0,14.0,41.9,0.4038,2752.0,19.8,175.0,35.0,59622.0,8821.0,9324.0,153.0,280.0,1.1,118.0,4045.0,2017
Deer Lodge County,Montana,76.5407352355609,30,23,89.4,34.0,18.8,1193.0,22.7,47.4,0.4601,2317.0,17.1,134.0,28.0,41235.0,8500.0,9131.0,259.0,299.0,2.3,231.0,3984.0,2017
Fallon County,Montana,78.1547027799327,30,25,95.8,42.0,5.8,401.0,10.0,38.1,0.4114,795.0,15.9,49.0,5.0,56806.0,2782.0,2925.0,32.0,52.0,1.7,20.0,1241.0,2017
Fergus County,Montana,77.8562639715539,30,27,93.8,16.0,14.7,1487.0,12.7,45.7,0.4394,3099.0,29.5,323.0,160.0,47110.0,10849.0,11327.0,272.0,249.0,2.6,155.0,4953.0,2017
Flathead County,Montana,79.1927520087399,30,29,94.3,259.0,13.6,10656.0,11.3,42.3,0.4527,24854.0,29.1,1332.0,387.0,51410.0,91067.0,96147.0,2205.0,2524.0,4.0,916.0,38006.0,2017
Gallatin County,Montana,81.9656480162457,30,31,96.8,318.0,13.0,15634.0,7.6,33.4,0.4662,23821.0,48.8,1619.0,327.0,59397.0,95345.0,100733.0,3877.0,3339.0,4.3,1177.0,40723.0,2017
Garfield County,Montana,78.2814610146612,30,33,94.0,0.0,5.1,86.0,11.4,43.8,0.4856,326.0,17.5,4.0,3.0,47188.0,1085.0,1086.0,9.0,2.0,0.0,2.0,451.0,2017
Glacier County,Montana,72.1796804261226,30,35,88.8,39.0,33.1,1713.0,12.5,31.0,0.5399,2548.0,18.4,342.0,82.0,29201.0,4407.0,13677.0,299.0,387.0,7.6,243.0,4181.0,2017
Granite County,Montana,81.3028837117273,30,39,89.7,4.0,9.9,361.0,19.7,53.1,0.4755,808.0,25.0,7.0,5.0,49063.0,3099.0,3206.0,28.0,69.0,6.9,32.0,1309.0,2017
Hill County,Montana,77.0796309532099,30,41,90.1,43.0,21.2,2336.0,15.7,34.4,0.4407,4033.0,23.7,570.0,67.0,45269.0,11654.0,16468.0,416.0,573.0,6.4,322.0,6208.0,2017
Jefferson County,Montana,78.8889268836419,30,43,94.8,6.0,9.9,672.0,14.8,47.9,0.4194,3215.0,32.9,198.0,44.0,64911.0,11010.0,11625.0,87.0,268.0,5.7,77.0,4512.0,2017
Judith Basin County,Montana,80.1332140890852,30,45,96.3,0.0,13.9,263.0,14.6,51.7,0.4534,603.0,28.3,38.0,5.0,43281.0,1914.0,1965.0,13.0,46.0,2.9,28.0,925.0,2017
Lake County,Montana,77.8937497855445,30,47,90.9,67.0,20.9,3330.0,14.6,41.8,0.4808,7731.0,26.0,627.0,181.0,42582.0,19981.0,29518.0,473.0,1261.0,8.0,386.0,11796.0,2017
Lewis and Clark County,Montana,79.2955692635492,30,49,95.2,220.0,11.4,8609.0,13.8,41.1,0.4061,17205.0,37.5,1492.0,300.0,60789.0,62193.0,66290.0,1464.0,2042.0,3.2,1251.0,27534.0,2017
Liberty County,Montana,81.4900849335824,30,51,74.7,0.0,13.9,334.0,17.1,48.4,0.5649,551.0,16.3,14.0,22.0,46641.0,2215.0,2245.0,35.0,21.0,1.9,100.0,859.0,2017
Lincoln County,Montana,77.9740395261073,30,53,87.9,15.0,16.4,1694.0,21.5,52.1,0.4603,4910.0,20.4,194.0,125.0,36934.0,18337.0,19249.0,377.0,525.0,9.9,261.0,8244.0,2017
McCone County,Montana,78.1919022779187,30,55,93.9,0.0,7.7,139.0,13.9,49.1,0.4385,487.0,17.4,0.0,0.0,46193.0,1582.0,1728.0,0.0,56.0,1.2,0.0,720.0,2017
Madison County,Montana,80.6913229475527,30,57,93.9,37.0,10.6,804.0,13.0,53.0,0.4507,2037.0,30.3,82.0,47.0,47900.0,7546.0,7902.0,107.0,265.0,3.4,38.0,3487.0,2017
Meagher County,Montana,79.0344382196959,30,59,92.2,0.0,15.8,230.0,15.5,43.9,0.3663,473.0,19.6,30.0,20.0,41343.0,1916.0,2000.0,32.0,82.0,3.5,28.0,777.0,2017
Mineral County,Montana,77.7097232629033,30,61,86.4,7.0,20.1,496.0,21.1,52.1,0.4534,947.0,15.2,60.0,36.0,40117.0,4094.0,4194.0,87.0,53.0,7.4,46.0,1694.0,2017
Missoula County,Montana,79.67579863951,30,63,95.1,435.0,15.9,19729.0,12.6,35.4,0.4782,26829.0,42.6,2356.0,423.0,49412.0,105007.0,114231.0,5341.0,3533.0,6.0,2173.0,47963.0,2017
Musselshell County,Montana,76.1937113743937,30,65,90.5,39.0,17.4,620.0,15.1,49.1,0.4418,1330.0,15.0,46.0,26.0,38156.0,4543.0,4766.0,119.0,115.0,5.6,118.0,2073.0,2017
Phillips County,Montana,77.0920140659319,30,71,89.9,0.0,18.0,516.0,16.8,46.4,0.4342,1079.0,18.1,49.0,67.0,42101.0,3554.0,4139.0,18.0,97.0,8.9,47.0,1791.0,2017
Pondera County,Montana,78.0732048989731,30,73,90.2,25.0,19.0,615.0,19.3,40.5,0.4249,1415.0,22.1,182.0,55.0,44597.0,4993.0,6081.0,80.0,117.0,5.8,89.0,2218.0,2017
Powder River County,Montana,79.6749079578211,30,75,95.1,0.0,8.2,276.0,15.1,51.4,0.3972,490.0,25.6,40.0,1.0,51136.0,1524.0,1610.0,15.0,40.0,2.4,21.0,764.0,2017
Powell County,Montana,77.2107814260551,30,77,89.0,43.0,14.6,739.0,15.2,45.6,0.4343,1618.0,18.2,123.0,11.0,44352.0,6241.0,6852.0,82.0,142.0,1.5,55.0,2400.0,2017
Prairie County,Montana,77.9389513035233,30,79,95.7,0.0,10.1,62.0,15.5,51.0,0.4192,363.0,20.5,2.0,9.0,50850.0,1309.0,1325.0,0.0,17.0,2.5,0.0,549.0,2017
Ravalli County,Montana,79.599039585145,30,81,91.0,41.0,16.0,4404.0,19.7,48.5,0.4408,11232.0,26.5,772.0,202.0,44733.0,39644.0,41387.0,947.0,1383.0,6.8,425.0,16936.0,2017
Richland County,Montana,77.3124170885234,30,83,92.9,0.0,5.9,1691.0,11.8,38.0,0.4341,2991.0,19.7,152.0,70.0,66572.0,10719.0,11405.0,196.0,594.0,2.6,125.0,4523.0,2017
Roosevelt County,Montana,69.6546272005477,30,85,83.3,21.0,29.1,1351.0,13.0,30.2,0.4994,2088.0,15.5,342.0,92.0,39219.0,4144.0,11218.0,64.0,367.0,10.2,186.0,3203.0,2017
Rosebud County,Montana,74.7412929191264,30,87,87.6,8.0,19.1,893.0,17.1,36.5,0.4267,2238.0,18.8,64.0,66.0,54709.0,5542.0,9292.0,128.0,443.0,8.6,58.0,3205.0,2017
Sanders County,Montana,77.7086295235043,30,89,89.1,16.0,21.2,1209.0,18.5,52.7,0.4664,3334.0,17.3,151.0,44.0,36445.0,10507.0,11414.0,205.0,306.0,7.6,75.0,4994.0,2017
Sheridan County,Montana,76.7449594300493,30,91,91.8,5.0,12.2,400.0,13.2,46.9,0.4576,996.0,20.8,44.0,48.0,51940.0,3305.0,3568.0,48.0,91.0,2.7,59.0,1661.0,2017
