County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Total Families (Single Mother),No Vehicle (Owner),Median Household Income,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Rent Denominator,Disability Rate,Poverty Rate,High School Degree or Higher (%),Black Population,Year
Niagara County,New York,77.9436649018485,36,63,5.3,6068.0,88211.0,185192.0,211704.0,5612.0,6054.0,5921.0,2327.0,54085.0,43.2,0.4411,55018.0,23.8,25339.0,13.9,13.4,91.2,15145.0,2018
Oneida County,New York,78.4306017049498,36,65,5.5,7912.0,90014.0,197739.0,230782.0,7097.0,12892.0,7108.0,2146.0,53844.0,41.2,0.459,56873.0,24.7,29718.0,14.7,16.1,88.6,14398.0,2018
Onondaga County,New York,79.5620541395277,36,67,6.0,18558.0,185624.0,370976.0,464242.0,16456.0,22258.0,14151.0,3886.0,59225.0,39.0,0.4633,113449.0,35.5,65276.0,12.6,14.6,90.7,52888.0,2018
Ontario County,New York,79.9851199634495,36,69,4.1,2513.0,44286.0,101467.0,109472.0,2466.0,5058.0,2490.0,717.0,63359.0,43.5,0.4531,28051.0,34.5,11647.0,12.5,9.6,93.4,2770.0,2018
Orange County,New York,80.307250478186,36,71,4.9,9577.0,126776.0,279802.0,378227.0,11786.0,75705.0,7465.0,2437.0,76716.0,36.9,0.438,88791.0,29.8,40510.0,11.9,11.8,89.7,40849.0,2018
Orleans County,New York,78.2174334363597,36,73,5.2,817.0,16333.0,36583.0,41175.0,734.0,1961.0,1136.0,496.0,51843.0,43.2,0.4141,10984.0,15.9,3987.0,16.8,14.3,87.1,2541.0,2018
Oswego County,New York,78.1723285332375,36,75,7.9,3004.0,46032.0,113885.0,119104.0,3374.0,2995.0,3496.0,846.0,53597.0,40.0,0.4335,30641.0,18.6,12528.0,15.3,17.9,87.8,1325.0,2018
Otsego County,New York,80.2635256503931,36,77,6.4,1389.0,23556.0,56254.0,60244.0,1767.0,2175.0,1054.0,674.0,53121.0,42.0,0.4433,14923.0,30.9,6382.0,13.9,15.4,91.2,1245.0,2018
Putnam County,New York,82.4652465954224,36,79,5.3,1044.0,34847.0,86904.0,99070.0,1654.0,14195.0,1038.0,617.0,102186.0,44.1,0.4245,25875.0,39.9,6129.0,10.2,5.3,93.0,2881.0,2018
Queens County,New York,83.7489190558198,36,81,6.2,225270.0,779234.0,896722.0,2298513.0,120943.0,643563.0,46356.0,61545.0,64987.0,38.7,0.4515,529069.0,31.5,431495.0,9.5,13.0,81.5,421038.0,2018
Rensselaer County,New York,79.2298296738436,36,83,5.1,5298.0,64563.0,137648.0,159431.0,4890.0,7650.0,4591.0,1043.0,65851.0,39.9,0.4317,39187.0,30.1,23855.0,13.6,12.0,91.6,10239.0,2018
Richmond County,New York,80.9964729675988,36,85,4.9,20682.0,166152.0,352259.0,474101.0,14686.0,86976.0,10611.0,6939.0,79267.0,40.0,0.4566,123094.0,33.0,50313.0,10.0,12.8,88.5,48591.0,2018
Rockland County,New York,82.9979311088741,36,87,5.5,8520.0,100005.0,228967.0,323686.0,10927.0,56383.0,4655.0,2054.0,91108.0,36.1,0.4608,74839.0,40.6,31324.0,9.3,14.3,87.9,39715.0,2018
Saint Lawrence County,New York,79.2015212721662,36,89,7.4,2738.0,41669.0,101766.0,109558.0,2935.0,2532.0,3056.0,1287.0,49305.0,38.9,0.4407,26421.0,23.6,11486.0,16.1,17.7,88.7,2642.0,2018
Saratoga County,New York,81.2841373742208,36,91,3.8,2476.0,93876.0,211245.0,227377.0,4566.0,7059.0,4428.0,1531.0,80839.0,42.6,0.4198,61712.0,41.4,26493.0,11.2,6.2,94.1,3960.0,2018
Schenectady County,New York,79.071092381202,36,93,6.6,5049.0,53295.0,119664.0,154883.0,4399.0,10707.0,3063.0,1041.0,63785.0,39.9,0.4411,31928.0,31.4,17840.0,12.9,11.4,90.3,15965.0,2018
Schoharie County,New York,80.6687475186434,36,95,5.8,558.0,12559.0,30007.0,31364.0,593.0,972.0,793.0,241.0,53989.0,45.1,0.4227,7974.0,22.3,3144.0,16.1,13.2,89.6,541.0,2018
Schuyler County,New York,78.732246574324,36,97,5.5,302.0,7304.0,17353.0,17992.0,357.0,313.0,369.0,148.0,51479.0,46.2,0.4014,4679.0,22.3,1620.0,16.9,13.9,89.3,224.0,2018
Seneca County,New York,78.7505718258443,36,99,3.5,726.0,13522.0,31669.0,34612.0,687.0,1158.0,725.0,372.0,54695.0,42.2,0.4318,8515.0,20.9,3519.0,17.0,12.4,85.4,1707.0,2018
Steuben County,New York,78.7538499236012,36,101,6.5,2542.0,40183.0,92017.0,96927.0,1930.0,1571.0,2328.0,1059.0,51789.0,42.6,0.4516,25789.0,23.1,11342.0,15.5,14.0,90.0,1553.0,2018
Suffolk County,New York,80.9131387320428,36,103,4.7,14746.0,487981.0,1200553.0,1487901.0,31222.0,281315.0,22234.0,10910.0,96675.0,41.3,0.4423,357400.0,35.6,97084.0,9.6,7.1,90.4,116880.0,2018
Sullivan County,New York,78.0674057176207,36,105,7.7,1991.0,27890.0,60702.0,75211.0,1944.0,11836.0,1725.0,849.0,56256.0,42.9,0.4633,17952.0,23.2,9018.0,16.4,14.7,86.2,6297.0,2018
Tioga County,New York,80.0627686240448,36,107,6.3,689.0,20045.0,47371.0,49045.0,876.0,927.0,1147.0,376.0,60736.0,44.0,0.4292,13673.0,25.5,4618.0,14.6,10.5,90.8,322.0,2018
Tompkins County,New York,81.058010900293,36,109,4.6,5206.0,39326.0,82924.0,102962.0,5813.0,5156.0,1957.0,602.0,58743.0,30.9,0.4887,20499.0,52.7,17577.0,9.1,19.6,94.2,4272.0,2018
Ulster County,New York,80.0340195369153,36,111,6.2,3964.0,69539.0,152289.0,179303.0,6581.0,17976.0,3669.0,1266.0,63348.0,43.7,0.462,42806.0,32.2,21724.0,13.8,13.9,90.5,10615.0,2018
Warren County,New York,79.4451633999944,36,113,4.4,1854.0,27553.0,61797.0,64480.0,1899.0,1589.0,1477.0,707.0,59813.0,46.4,0.4367,16735.0,30.0,8006.0,14.9,10.5,91.7,852.0,2018
Washington County,New York,78.8926415367521,36,115,5.7,1178.0,24009.0,57974.0,61828.0,1458.0,1642.0,1411.0,563.0,54114.0,44.0,0.4166,15913.0,20.4,6502.0,14.6,12.0,87.7,2025.0,2018
Wayne County,New York,79.0995767806004,36,117,5.9,1721.0,36504.0,84701.0,90856.0,1642.0,3878.0,2071.0,750.0,55765.0,43.6,0.4189,24472.0,22.3,8781.0,14.8,11.3,89.4,2631.0,2018
Westchester County,New York,83.5466002694936,36,119,5.8,40870.0,347332.0,630592.0,968815.0,38337.0,235243.0,19633.0,9521.0,92758.0,40.8,0.5405,239615.0,48.2,134443.0,9.4,9.2,87.8,142443.0,2018
Wyoming County,New York,78.8553748075023,36,121,5.9,719.0,15815.0,37162.0,40565.0,576.0,1320.0,882.0,347.0,57914.0,41.9,0.4015,10419.0,16.5,3744.0,13.9,10.9,89.6,1837.0,2018
Yates County,New York,78.8474138990411,36,123,4.7,443.0,9029.0,24061.0,25009.0,572.0,549.0,453.0,711.0,54343.0,41.3,0.4512,5891.0,24.4,1877.0,12.5,11.4,86.2,226.0,2018
Alamance County,North Carolina,77.0424953567661,37,1,5.7,2412.0,64059.0,112786.0,160576.0,5320.0,19905.0,5335.0,960.0,45735.0,39.5,0.46,41309.0,24.0,22391.0,14.3,16.8,85.5,30742.0,2018
Alexander County,North Carolina,77.1464278792671,37,3,6.7,219.0,13722.0,32640.0,37119.0,506.0,1723.0,463.0,279.0,44961.0,43.4,0.4671,9746.0,14.7,3388.0,18.2,14.9,81.6,2105.0,2018
Alleghany County,North Carolina,77.4645541529816,37,5,5.9,90.0,4746.0,10346.0,10973.0,187.0,1054.0,244.0,95.0,37558.0,49.5,0.4237,3262.0,16.7,1185.0,23.3,24.6,76.6,266.0,2018
Anson County,North Carolina,73.9948848229106,37,7,9.9,651.0,9516.0,12083.0,25306.0,579.0,999.0,748.0,327.0,39126.0,40.5,0.4417,5840.0,9.6,3146.0,17.8,19.8,80.5,12333.0,2018
Ashe County,North Carolina,77.5434452314134,37,9,4.6,407.0,11805.0,25468.0,26786.0,421.0,1336.0,599.0,322.0,40978.0,47.7,0.447,8077.0,19.0,2930.0,15.7,18.0,84.2,199.0,2018
Avery County,North Carolina,77.0302293915905,37,11,4.3,101.0,6587.0,16011.0,17501.0,443.0,896.0,176.0,157.0,38134.0,44.4,0.4715,4404.0,20.6,1669.0,19.9,14.4,82.3,782.0,2018
Beaufort County,North Carolina,75.8429805195013,37,13,8.9,1001.0,19325.0,33751.0,47243.0,1416.0,3609.0,1164.0,480.0,43688.0,45.7,0.4875,12375.0,19.4,5711.0,18.8,19.2,87.6,12051.0,2018
Bertie County,North Carolina,75.7781270924036,37,15,11.7,292.0,7976.0,6841.0,19644.0,470.0,408.0,555.0,410.0,33143.0,45.2,0.5027,4829.0,13.4,2004.0,21.3,23.0,78.7,11998.0,2018
Bladen County,North Carolina,74.7108457117798,37,17,7.1,786.0,13968.0,19300.0,33778.0,894.0,2523.0,1238.0,669.0,32378.0,43.6,0.4969,9127.0,15.1,4082.0,20.5,26.0,80.1,11827.0,2018
Brunswick County,North Carolina,78.6119628903284,37,19,6.3,1266.0,54226.0,106198.0,126860.0,2984.0,6028.0,2227.0,915.0,54406.0,52.8,0.4461,37172.0,28.6,11369.0,17.5,12.9,90.4,13096.0,2018
Buncombe County,North Carolina,78.5787464590464,37,21,4.0,3884.0,107093.0,225981.0,254474.0,7611.0,16529.0,4884.0,1544.0,50668.0,42.1,0.4705,61824.0,39.2,38821.0,13.6,12.3,91.0,16095.0,2018
Burke County,North Carolina,76.4401251029094,37,23,8.9,1145.0,34672.0,75948.0,89712.0,1663.0,5342.0,1996.0,609.0,42516.0,43.6,0.4623,23299.0,16.6,9600.0,20.4,18.1,80.9,5794.0,2018
Cabarrus County,North Carolina,78.5323586464331,37,25,6.0,2115.0,72299.0,144192.0,201448.0,3629.0,20560.0,5123.0,1029.0,64174.0,37.9,0.432,53006.0,31.2,20629.0,10.6,10.9,90.0,35634.0,2018
Caldwell County,North Carolina,75.7184583485656,37,27,6.6,797.0,32594.0,72907.0,81779.0,1896.0,4315.0,1813.0,781.0,42072.0,44.1,0.4483,22642.0,15.3,9352.0,18.3,16.6,79.7,3990.0,2018
Camden County,North Carolina,78.4465385829993,37,29,9.3,11.0,3836.0,8614.0,10447.0,86.0,296.0,251.0,63.0,63349.0,40.7,0.368,3135.0,17.9,748.0,13.6,11.2,85.6,1462.0,2018
Carteret County,North Carolina,77.5167482065169,37,31,6.6,799.0,29690.0,61988.0,68920.0,1582.0,2930.0,1732.0,627.0,54428.0,47.9,0.4561,18982.0,28.4,8255.0,19.6,11.6,91.1,3880.0,2018
Caswell County,North Carolina,76.3745476794143,37,33,6.8,702.0,9110.0,14378.0,22746.0,457.0,867.0,357.0,189.0,43961.0,45.6,0.4336,6326.0,15.5,1930.0,18.3,19.6,79.5,7503.0,2018
Catawba County,North Carolina,76.6769943597572,37,35,7.0,1925.0,61099.0,123876.0,156729.0,3110.0,14810.0,3447.0,1062.0,51157.0,41.4,0.4536,41986.0,21.9,18682.0,14.2,13.2,85.2,12772.0,2018
Chatham County,North Carolina,81.2037555501509,37,37,5.1,766.0,28527.0,56190.0,69791.0,1177.0,8626.0,1508.0,517.0,63531.0,46.7,0.4899,19664.0,41.3,6710.0,15.3,11.9,88.2,8073.0,2018
Cherokee County,North Carolina,76.5092111584297,37,39,6.4,291.0,11895.0,25890.0,27668.0,508.0,846.0,385.0,282.0,40294.0,50.9,0.4123,7898.0,19.2,2359.0,20.6,16.5,86.3,364.0,2018
Chowan County,North Carolina,76.4372420426026,37,41,11.0,396.0,5984.0,8606.0,14205.0,273.0,515.0,510.0,215.0,42621.0,44.7,0.4474,4021.0,19.8,1840.0,15.7,19.6,84.0,4839.0,2018
Clay County,North Carolina,77.3582893400051,37,43,2.3,214.0,5062.0,10464.0,10813.0,213.0,340.0,128.0,135.0,38801.0,52.0,0.4871,3455.0,22.8,1207.0,18.4,15.8,88.5,226.0,2018
Cleveland County,North Carolina,74.3815353988703,37,45,9.2,2092.0,36882.0,72778.0,97159.0,2661.0,3317.0,2763.0,794.0,40393.0,41.9,0.4694,24781.0,17.4,11982.0,16.2,20.2,84.0,20244.0,2018
Columbus County,North Carolina,73.5649127205506,37,47,7.0,1124.0,22306.0,34898.0,56293.0,1489.0,2941.0,1643.0,651.0,36398.0,42.0,0.5096,14754.0,13.1,6265.0,20.0,23.8,81.6,17396.0,2018
Craven County,North Carolina,76.6920584103542,37,49,8.0,1997.0,40871.0,72467.0,103082.0,2712.0,7404.0,2582.0,759.0,50870.0,36.6,0.4503,27380.0,25.7,15327.0,16.8,15.3,88.2,22362.0,2018
Cumberland County,North Carolina,75.9692132869676,37,51,9.0,6622.0,124418.0,167727.0,332106.0,13925.0,37826.0,11959.0,1505.0,45716.0,31.2,0.447,78282.0,25.0,61023.0,17.0,18.2,90.7,122504.0,2018
Currituck County,North Carolina,77.6808379451727,37,53,4.8,74.0,10148.0,23258.0,25796.0,389.0,981.0,384.0,196.0,66284.0,42.9,0.3867,7478.0,23.1,1764.0,14.6,10.0,89.2,1473.0,2018
Dare County,North Carolina,78.6869528554015,37,55,5.2,285.0,15441.0,33092.0,35741.0,961.0,2567.0,717.0,201.0,58012.0,46.1,0.4299,10191.0,33.0,4492.0,13.4,8.2,93.3,779.0,2018
Davidson County,North Carolina,76.037370362903,37,57,7.2,2571.0,65471.0,141056.0,164664.0,3970.0,11516.0,3757.0,1184.0,47271.0,42.3,0.4345,45631.0,18.5,19566.0,16.1,15.5,83.4,14970.0,2018
Davie County,North Carolina,78.1066164372315,37,59,5.5,251.0,15999.0,37492.0,41991.0,561.0,2796.0,719.0,219.0,57611.0,45.0,0.4494,11503.0,22.9,3555.0,15.6,13.7,86.7,2305.0,2018
Duplin County,North Carolina,78.0522759407488,37,61,9.0,998.0,21781.0,41673.0,59062.0,1368.0,12909.0,1400.0,619.0,38850.0,40.6,0.4408,14744.0,11.1,6529.0,19.5,24.1,74.2,14450.0,2018
Durham County,North Carolina,79.8619500121697,37,63,5.2,8472.0,123444.0,157366.0,306457.0,13314.0,41189.0,10293.0,1464.0,58190.0,35.2,0.475,71722.0,47.5,57065.0,10.0,16.0,88.4,113511.0,2018
Edgecombe County,North Carolina,73.910160221433,37,65,7.9,1794.0,21371.0,20527.0,53332.0,1831.0,2358.0,2930.0,605.0,35516.0,41.0,0.472,14454.0,12.7,8684.0,16.8,23.6,79.7,30549.0,2018
Forsyth County,North Carolina,77.7622415891718,37,67,6.4,9126.0,146685.0,245930.0,371573.0,13659.0,46913.0,11412.0,1867.0,50128.0,38.3,0.4985,91594.0,33.8,56412.0,10.3,17.6,88.8,97010.0,2018
Franklin County,North Carolina,77.549603687434,37,69,5.5,734.0,24749.0,43927.0,64902.0,944.0,5276.0,1435.0,542.0,53175.0,41.3,0.421,17802.0,21.3,6612.0,15.7,14.4,84.1,16410.0,2018
Gaston County,North Carolina,75.4040887759209,37,71,6.7,3231.0,81494.0,166636.0,216585.0,6406.0,14642.0,5726.0,1354.0,49384.0,40.1,0.4599,54846.0,20.6,27461.0,15.7,15.6,84.7,34616.0,2018
Gates County,North Carolina,76.8693971845974,37,73,6.8,108.0,4477.0,7319.0,11563.0,133.0,41.0,276.0,95.0,52205.0,45.7,0.397,3125.0,14.4,972.0,21.9,11.1,86.3,3891.0,2018
Graham County,North Carolina,75.9661585910562,37,75,6.9,105.0,3288.0,7514.0,8557.0,19.0,129.0,63.0,134.0,36525.0,46.0,0.4418,2167.0,13.5,527.0,20.4,18.1,81.0,13.0,2018
Granville County,North Carolina,77.9679829106574,37,77,6.1,783.0,21030.0,35927.0,58874.0,1162.0,4563.0,1596.0,270.0,55628.0,42.6,0.4291,15169.0,22.3,5545.0,16.0,13.9,84.2,17923.0,2018
Greene County,North Carolina,76.5770536712493,37,79,9.7,336.0,7259.0,12276.0,21008.0,585.0,3116.0,679.0,201.0,38306.0,41.2,0.4337,4900.0,10.5,2129.0,23.4,25.7,74.1,7502.0,2018
Guilford County,North Carolina,78.0784548182238,37,81,6.0,10557.0,202731.0,292060.0,523582.0,18346.0,40824.0,17733.0,2490.0,51072.0,37.1,0.4847,127859.0,35.3,83282.0,11.1,15.9,89.1,176785.0,2018
Halifax County,North Carolina,74.257405189594,37,83,8.7,1717.0,21116.0,20741.0,51737.0,1840.0,1440.0,2230.0,725.0,34251.0,43.1,0.4969,13761.0,14.4,7883.0,19.2,25.2,77.5,27353.0,2018
Harnett County,North Carolina,76.6592936908453,37,85,7.9,1770.0,45086.0,87990.0,130361.0,2975.0,16196.0,3752.0,661.0,51630.0,34.2,0.4177,32197.0,20.7,16009.0,13.4,17.0,86.3,27164.0,2018
Haywood County,North Carolina,77.0827043630588,37,87,4.7,821.0,26336.0,57778.0,60433.0,1627.0,2307.0,1578.0,355.0,49800.0,47.6,0.4634,16914.0,25.0,7398.0,17.6,13.9,88.1,617.0,2018
Henderson County,North Carolina,79.0326593749362,37,89,2.9,1606.0,48281.0,103130.0,113625.0,2319.0,11423.0,2287.0,661.0,52815.0,47.1,0.435,31311.0,31.8,13279.0,14.9,10.6,89.9,3761.0,2018
Hertford County,North Carolina,75.9569507217212,37,91,11.0,633.0,8899.0,8418.0,24153.0,733.0,897.0,1009.0,245.0,37005.0,42.1,0.443,5614.0,14.6,2926.0,21.5,23.4,79.2,14377.0,2018
Hoke County,North Carolina,76.1274779440894,37,93,9.1,506.0,17722.0,24053.0,53239.0,1285.0,6950.0,1645.0,430.0,47535.0,32.5,0.416,12824.0,18.4,5734.0,17.1,21.0,86.0,17740.0,2018
Hyde County,North Carolina,75.9924755089499,37,95,10.4,0.0,1769.0,3578.0,5393.0,142.0,536.0,150.0,20.0,45466.0,40.0,0.3983,1408.0,9.4,565.0,14.1,22.3,81.6,1636.0,2018
Iredell County,North Carolina,77.6615604383132,37,97,6.0,1453.0,65246.0,140774.0,172525.0,3175.0,12869.0,4396.0,746.0,58198.0,40.4,0.4736,46913.0,27.5,18338.0,13.1,11.8,89.0,21229.0,2018
Jackson County,North Carolina,78.2879230773529,37,99,4.7,422.0,16642.0,35367.0,42256.0,1587.0,2376.0,872.0,458.0,44028.0,37.5,0.4473,9816.0,30.5,5902.0,14.1,19.4,88.4,986.0,2018
Johnston County,North Carolina,77.554560970306,37,101,5.5,1788.0,67154.0,148193.0,191172.0,3581.0,25735.0,5472.0,989.0,56842.0,38.1,0.4148,49556.0,21.8,19090.0,14.2,13.3,86.3,29837.0,2018
Jones County,North Carolina,75.8130568540181,37,103,8.9,182.0,4137.0,6363.0,9695.0,221.0,445.0,185.0,117.0,36892.0,47.2,0.4662,2741.0,13.1,1125.0,25.0,26.2,81.6,3028.0,2018
Lee County,North Carolina,76.3427066434483,37,105,7.9,890.0,21744.0,44122.0,60125.0,1575.0,11556.0,1463.0,355.0,48873.0,38.2,0.4405,15104.0,20.9,7255.0,15.3,16.1,83.4,11902.0,2018
Lenoir County,North Carolina,74.4762663022782,37,107,12.3,2119.0,23121.0,31475.0,57227.0,2017.0,4364.0,2272.0,586.0,38387.0,42.2,0.4653,15189.0,14.5,9382.0,23.8,23.0,80.4,22536.0,2018
Lincoln County,North Carolina,77.3371859669708,37,109,6.4,572.0,32022.0,72619.0,81441.0,1116.0,5755.0,1833.0,408.0,53318.0,43.2,0.4575,23517.0,21.4,7547.0,15.0,14.4,85.6,4067.0,2018
McDowell County,North Carolina,76.6633026776907,37,111,5.8,647.0,17961.0,41076.0,45109.0,707.0,2700.0,924.0,394.0,40913.0,43.6,0.4415,12824.0,16.9,5059.0,21.1,17.1,83.8,1625.0,2018
Macon County,North Carolina,77.7787051758304,37,113,4.5,453.0,15699.0,32278.0,34410.0,638.0,2367.0,716.0,393.0,43597.0,49.8,0.4773,9934.0,24.2,4277.0,17.5,16.6,88.6,489.0,2018
Madison County,North Carolina,77.5986767742746,37,115,5.6,196.0,8452.0,20470.0,21405.0,498.0,514.0,442.0,202.0,42410.0,44.0,0.4719,5600.0,27.6,2319.0,16.8,17.6,85.4,363.0,2018
Martin County,North Carolina,74.9400660774784,37,117,10.9,446.0,9471.0,12561.0,23054.0,495.0,895.0,725.0,257.0,39205.0,46.1,0.4835,6366.0,16.8,2865.0,19.4,18.2,83.3,9681.0,2018
Mecklenburg County,North Carolina,80.1522435416104,37,119,5.8,19857.0,403546.0,574455.0,1054314.0,36503.0,137405.0,31193.0,4131.0,64312.0,35.0,0.4881,249120.0,44.8,175647.0,8.4,12.7,90.1,330161.0,2018
Mitchell County,North Carolina,75.5589631859792,37,121,4.3,181.0,6361.0,14502.0,15040.0,198.0,793.0,287.0,187.0,44186.0,47.1,0.4256,4070.0,18.8,1252.0,20.4,14.0,84.5,53.0,2018
Montgomery County,North Carolina,76.3925600444308,37,123,4.8,374.0,10411.0,20863.0,27338.0,551.0,4176.0,822.0,246.0,42346.0,43.3,0.4786,7179.0,14.7,2847.0,14.9,19.7,79.3,4922.0,2018
Moore County,North Carolina,79.3633681005397,37,125,5.3,1123.0,38965.0,79016.0,95629.0,2038.0,6214.0,1865.0,589.0,57899.0,44.5,0.4681,25002.0,36.9,9612.0,15.7,12.6,90.4,12120.0,2018
Nash County,North Carolina,75.3658505372435,37,127,6.3,2257.0,36720.0,49720.0,94003.0,2564.0,6408.0,3163.0,650.0,48362.0,41.4,0.4735,24306.0,20.9,12606.0,16.3,15.5,85.4,36821.0,2018
New Hanover County,North Carolina,79.1146860483251,37,129,6.2,4568.0,93636.0,181701.0,224231.0,10950.0,12159.0,5852.0,1418.0,52716.0,38.7,0.4917,53140.0,39.3,40064.0,12.7,17.3,92.9,31440.0,2018
Northampton County,North Carolina,76.3321962292302,37,131,7.0,660.0,8628.0,8069.0,20186.0,597.0,427.0,714.0,278.0,35499.0,49.0,0.45,5718.0,12.8,2671.0,20.9,21.9,79.5,11408.0,2018
Onslow County,North Carolina,76.4765327239461,37,133,9.6,2183.0,64065.0,144450.0,193912.0,5233.0,24094.0,4966.0,856.0,49491.0,26.2,0.4034,45354.0,21.4,30257.0,17.5,13.8,91.2,27479.0,2018
Orange County,North Carolina,81.7683838904584,37,135,4.4,2112.0,52529.0,106535.0,142938.0,5090.0,12014.0,2771.0,532.0,68211.0,34.7,0.5194,31886.0,57.6,19990.0,8.8,13.4,92.7,16557.0,2018
Pamlico County,North Carolina,77.3014098146131,37,137,7.9,133.0,5352.0,9699.0,12742.0,219.0,477.0,197.0,241.0,44947.0,52.1,0.4642,3490.0,19.4,1332.0,21.4,14.1,88.0,2324.0,2018
Pasquotank County,North Carolina,76.1250192254144,37,139,6.8,1003.0,14780.0,23097.0,39479.0,1394.0,2031.0,1070.0,416.0,48279.0,38.2,0.4389,9942.0,20.5,5760.0,15.0,16.1,86.5,14418.0,2018
Pender County,North Carolina,77.5467605687548,37,141,7.4,397.0,21766.0,45366.0,59020.0,886.0,4069.0,673.0,516.0,52989.0,42.9,0.4735,14305.0,26.4,4246.0,16.6,15.1,87.5,8788.0,2018
Perquimans County,North Carolina,78.2293575907002,37,143,6.7,306.0,5919.0,9903.0,13459.0,507.0,346.0,304.0,96.0,45915.0,49.6,0.439,4027.0,20.4,1531.0,15.4,15.5,86.5,3298.0,2018
Person County,North Carolina,76.3285896106074,37,145,8.6,900.0,15744.0,26797.0,39305.0,1058.0,1659.0,1312.0,334.0,48811.0,43.2,0.4414,10764.0,15.3,3910.0,18.8,17.7,86.3,10497.0,2018
Pitt County,North Carolina,77.9398346041241,37,147,9.2,4534.0,69169.0,102147.0,177372.0,11081.0,10903.0,6007.0,1008.0,44315.0,32.2,0.4926,41214.0,31.8,32937.0,12.8,23.9,89.4,61671.0,2018
Polk County,North Carolina,79.3177324301475,37,149,5.2,345.0,9047.0,18497.0,20458.0,420.0,1184.0,329.0,198.0,48834.0,52.4,0.4498,5547.0,31.7,2409.0,18.4,9.5,90.9,1062.0,2018
Randolph County,North Carolina,76.0482561464948,37,151,5.4,1919.0,56041.0,120675.0,142958.0,2716.0,16069.0,3272.0,1013.0,45006.0,41.5,0.4439,38397.0,15.8,15781.0,15.7,15.8,81.4,8953.0,2018
Richmond County,North Carolina,73.7317606569577,37,153,9.6,1155.0,18546.0,28209.0,45189.0,1740.0,2870.0,1811.0,564.0,36091.0,40.5,0.4628,12166.0,13.9,6286.0,18.3,24.1,80.3,14351.0,2018
Robeson County,North Carolina,72.8800149189559,37,155,8.1,3125.0,45969.0,38137.0,133442.0,3125.0,11566.0,4568.0,1405.0,33679.0,36.4,0.4891,31052.0,13.2,16092.0,16.5,28.1,77.1,32092.0,2018
Rockingham County,North Carolina,74.9959914579048,37,157,6.1,1686.0,37201.0,69070.0,91270.0,2126.0,5496.0,2628.0,979.0,42490.0,44.5,0.448,24607.0,15.0,11506.0,15.7,18.0,82.6,16858.0,2018
Rowan County,North Carolina,75.1409935658716,37,159,7.7,2064.0,52301.0,107988.0,139605.0,2998.0,11986.0,3845.0,959.0,48667.0,40.2,0.451,35664.0,18.7,16178.0,15.6,16.5,85.3,22399.0,2018
Rutherford County,North Carolina,75.4422491445169,37,161,8.4,982.0,26345.0,57410.0,66532.0,1663.0,2817.0,1495.0,687.0,40347.0,44.7,0.4601,16964.0,17.3,7558.0,20.1,18.0,82.6,6455.0,2018
Sampson County,North Carolina,75.3342035204836,37,163,8.5,1323.0,23537.0,40962.0,63561.0,1954.0,12297.0,1716.0,486.0,39068.0,40.3,0.4817,15643.0,12.8,7346.0,18.7,24.1,77.7,16030.0,2018
Scotland County,North Carolina,74.186669395974,37,165,12.5,1230.0,13113.0,15650.0,35262.0,1481.0,1030.0,1677.0,274.0,35617.0,39.4,0.4639,8824.0,15.5,5079.0,17.9,27.7,79.8,13764.0,2018
Stanly County,North Carolina,75.908123234748,37,167,6.2,736.0,23717.0,51312.0,61114.0,1414.0,2506.0,1498.0,408.0,49590.0,42.3,0.4181,16820.0,15.8,6282.0,14.7,14.3,85.1,6834.0,2018
Stokes County,North Carolina,76.2699737280374,37,169,6.3,407.0,19302.0,42680.0,45905.0,875.0,1314.0,1062.0,222.0,46169.0,46.0,0.4293,13353.0,13.3,4305.0,15.4,13.6,83.5,1963.0,2018
Surry County,North Carolina,75.5773702688998,37,171,4.4,1308.0,28985.0,65890.0,72099.0,1388.0,7450.0,1309.0,657.0,41068.0,43.8,0.4805,19696.0,16.8,8052.0,20.3,16.9,78.3,2719.0,2018
Swain County,North Carolina,72.7425463719639,37,173,6.9,191.0,5443.0,9229.0,14254.0,244.0,731.0,335.0,95.0,36773.0,41.4,0.4656,3572.0,16.0,1556.0,18.6,17.3,78.3,60.0,2018
Transylvania County,North Carolina,80.167955180563,37,175,5.8,324.0,14123.0,30548.0,33513.0,603.0,1090.0,698.0,263.0,46629.0,50.7,0.4327,9858.0,31.5,3277.0,16.3,14.7,88.6,1523.0,2018
Tyrrell County,North Carolina,77.0931832982546,37,177,5.3,64.0,1631.0,2251.0,4119.0,26.0,263.0,82.0,85.0,35472.0,49.2,0.4158,1038.0,9.7,460.0,23.6,25.2,75.5,1550.0,2018
Union County,North Carolina,79.6361038266596,37,179,5.3,999.0,75165.0,184834.0,226694.0,2571.0,25045.0,3982.0,924.0,75397.0,38.0,0.4558,59919.0,34.8,14649.0,9.4,8.9,89.8,25918.0,2018
Vance County,North Carolina,73.9886328764379,37,181,9.3,1460.0,16854.0,19416.0,44482.0,1839.0,3369.0,1935.0,495.0,37282.0,40.7,0.5215,10969.0,12.9,6793.0,18.0,23.9,80.0,22279.0,2018
