County,State,mean_life_expectancy,State_FIPS,County_FIPS,Disability Rate
Comanche County,Texas,76.7147006527249,48,093,18.1
Concho County,Texas,78.1096295066836,48,095,17.0
Cooke County,Texas,76.8879746105736,48,097,14.2
Coryell County,Texas,77.4913181499827,48,099,12.5
Cottle County,Texas,76.110916893168,48,101,21.5
Crane County,Texas,76.2540511887861,48,103,11.2
Crockett County,Texas,77.4532648923946,48,105,10.6
Crosby County,Texas,75.9689537758269,48,107,18.4
Culberson County,Texas,79.1757628868319,48,109,19.2
Dallam County,Texas,76.6727555772325,48,111,11.8
Dallas County,Texas,78.3708310758448,48,113,9.3
Dawson County,Texas,75.8790915139571,48,115,14.4
Deaf Smith County,Texas,77.4002401600845,48,117,11.1
Delta County,Texas,75.1512023512155,48,119,15.5
Denton County,Texas,80.7527637290018,48,121,7.7
DeWitt County,Texas,77.0473717072327,48,123,18.6
Dickens County,Texas,76.95378087904,48,125,20.2
Dimmit County,Texas,77.7417471282458,48,127,19.0
Donley County,Texas,75.494785332884,48,129,16.1
Duval County,Texas,75.340426974076,48,131,26.3
Eastland County,Texas,75.4008012993947,48,133,21.1
Ector County,Texas,74.9929884811429,48,135,13.8
Edwards County,Texas,79.4326683481977,48,137,17.4
Ellis County,Texas,77.7914470169451,48,139,12.7
El Paso County,Texas,79.7920597871233,48,141,12.2
Erath County,Texas,78.2157954370876,48,143,11.4
Falls County,Texas,76.4341401326147,48,145,18.8
Fannin County,Texas,75.330645479039,48,147,17.8
Fayette County,Texas,78.689592037612,48,149,12.1
Fisher County,Texas,77.6498038080679,48,151,15.2
Floyd County,Texas,77.5175074219078,48,153,14.0
Foard County,Texas,77.5588451758534,48,155,31.5
Fort Bend County,Texas,81.8524923943395,48,157,7.1
Franklin County,Texas,77.1582107757741,48,159,21.7
Freestone County,Texas,76.5323252223859,48,161,15.7
Frio County,Texas,77.3280607643377,48,163,19.5
Gaines County,Texas,77.4565662156535,48,165,12.7
Galveston County,Texas,77.5589960648513,48,167,12.2
Garza County,Texas,76.3034231499688,48,169,14.5
Gillespie County,Texas,80.6916202895792,48,171,15.9
Glasscock County,Texas,81.141834315878,48,173,7.2
Goliad County,Texas,78.4862699014192,48,175,19.4
Gonzales County,Texas,76.744844701557,48,177,20.1
Gray County,Texas,74.9882817470153,48,179,13.9
Grayson County,Texas,75.9149515873656,48,181,15.9
Gregg County,Texas,75.4430114855047,48,183,14.8
Grimes County,Texas,76.2766477329048,48,185,15.6
Guadalupe County,Texas,79.5095632646798,48,187,12.7
Hale County,Texas,76.8733633274098,48,189,11.7
Hall County,Texas,75.5106227919012,48,191,15.2
Hamilton County,Texas,76.2840233686798,48,193,21.6
Hansford County,Texas,76.8133636339517,48,195,12.1
Hardeman County,Texas,77.6554760224173,48,197,23.4
Hardin County,Texas,75.8226535247194,48,199,16.2
Harris County,Texas,78.8631573518296,48,201,9.1
Harrison County,Texas,75.9850177083379,48,203,14.1
Hartley County,Texas,80.3772584430666,48,205,11.1
Haskell County,Texas,76.2055570694738,48,207,24.2
Hays County,Texas,80.2323364394523,48,209,9.5
Hemphill County,Texas,77.8795392651703,48,211,9.2
Henderson County,Texas,75.1690714567662,48,213,18.6
Hidalgo County,Texas,81.0387699609156,48,215,13.6
Hill County,Texas,76.2881891310952,48,217,18.4
Hockley County,Texas,76.4546381661195,48,219,13.2
Hood County,Texas,78.1295068587225,48,221,15.4
Hopkins County,Texas,76.1425363149124,48,223,15.7
Houston County,Texas,76.2015099002221,48,225,20.9
Howard County,Texas,74.7132311791024,48,227,19.0
Hudspeth County,Texas,81.6081052243101,48,229,22.6
Hunt County,Texas,75.7965061073832,48,231,16.6
Hutchinson County,Texas,75.1186333043064,48,233,15.4
Irion County,Texas,79.6238376378894,48,235,10.3
Jack County,Texas,76.1485738851237,48,237,20.6
Jackson County,Texas,77.3348704138823,48,239,16.5
Jasper County,Texas,74.9264207782919,48,241,20.3
Jeff Davis County,Texas,83.7627051942568,48,243,30.6
Jefferson County,Texas,75.9808874246943,48,245,15.1
Jim Hogg County,Texas,76.8638715707198,48,247,23.8
Jim Wells County,Texas,75.3570624538607,48,249,18.9
Johnson County,Texas,76.8830868328413,48,251,11.0
Jones County,Texas,76.4308917316845,48,253,17.7
Karnes County,Texas,76.7905876078047,48,255,22.5
Kaufman County,Texas,76.4730417908053,48,257,12.7
Kendall County,Texas,80.388717023004,48,259,11.9
Kerr County,Texas,78.1292065488633,48,265,18.5
Kimble County,Texas,77.6811824586123,48,267,17.6
Kinney County,Texas,79.8370909887048,48,271,19.1
Kleberg County,Texas,76.7875298239088,48,273,13.9
Knox County,Texas,75.5767499727597,48,275,21.0
Lamar County,Texas,74.6985233036027,48,277,18.4
Lamb County,Texas,76.0482563256154,48,279,13.1
Lampasas County,Texas,77.5552411951353,48,281,15.5
La Salle County,Texas,77.8366026594189,48,283,25.9
Lavaca County,Texas,78.5981179498473,48,285,18.9
Lee County,Texas,78.4073005204075,48,287,14.4
Leon County,Texas,76.5612868178154,48,289,17.7
Liberty County,Texas,74.2224742918836,48,291,19.3
Limestone County,Texas,75.2962171236003,48,293,16.6
Lipscomb County,Texas,77.7223863120608,48,295,11.3
Live Oak County,Texas,78.8987815019101,48,297,19.7
Llano County,Texas,78.7990940379771,48,299,22.4
Lubbock County,Texas,76.6241223957414,48,303,13.9
Lynn County,Texas,76.8749905784361,48,305,17.1
McCulloch County,Texas,76.1499034038884,48,307,17.1
McLennan County,Texas,77.4652463797788,48,309,12.9
Madison County,Texas,76.3210733810971,48,313,13.8
Marion County,Texas,74.0918737170459,48,315,23.1
Martin County,Texas,76.1053150349125,48,317,15.2
Mason County,Texas,79.4627884982786,48,319,19.3
Matagorda County,Texas,76.3606322541162,48,321,14.0
Maverick County,Texas,78.3691618224392,48,323,15.9
Medina County,Texas,78.5954439121727,48,325,16.3
Menard County,Texas,77.8577407077413,48,327,27.6
Midland County,Texas,78.6031937194179,48,329,12.7
Milam County,Texas,76.8101332688485,48,331,21.0
Mills County,Texas,78.0540040783439,48,333,13.1
Mitchell County,Texas,75.3122503989433,48,335,17.6
Montague County,Texas,74.5579614927539,48,337,17.8
Montgomery County,Texas,79.0014278925819,48,339,10.2
Moore County,Texas,77.537884644053,48,341,11.9
Morris County,Texas,74.2294772035705,48,343,24.2
Motley County,Texas,77.1584486215352,48,345,15.2
Nacogdoches County,Texas,76.3366420705344,48,347,14.3
Navarro County,Texas,75.7564187508247,48,349,17.8
Newton County,Texas,74.8305527282354,48,351,19.1
Nolan County,Texas,74.6362549215647,48,353,18.4
Nueces County,Texas,77.6615801644617,48,355,15.9
Ochiltree County,Texas,76.3322720589847,48,357,9.6
Oldham County,Texas,78.8126091084943,48,359,18.0
Orange County,Texas,74.2342210162068,48,361,18.3
Palo Pinto County,Texas,75.4437937345185,48,363,16.5
Panola County,Texas,75.0627470606068,48,365,16.6
Parker County,Texas,77.7339150505157,48,367,12.4
Parmer County,Texas,78.3337250806321,48,369,10.9
Pecos County,Texas,77.8408309987829,48,371,11.4
Polk County,Texas,72.8809326426628,48,373,25.0
Potter County,Texas,74.2556807298861,48,375,11.5
Presidio County,Texas,85.897820718997,48,377,25.3
Rains County,Texas,76.1302390391837,48,379,20.0
Randall County,Texas,78.4923671463345,48,381,10.3
Reagan County,Texas,77.1431180341505,48,383,7.9
Real County,Texas,76.533316648629,48,385,18.8
Red River County,Texas,74.4156588244387,48,387,22.7
Reeves County,Texas,77.4488805309024,48,389,17.5
Refugio County,Texas,76.0701927792481,48,391,20.9
Robertson County,Texas,76.2868929691501,48,395,17.7
Rockwall County,Texas,79.77088571393,48,397,7.4
Runnels County,Texas,76.3470445119342,48,399,12.9
Rusk County,Texas,76.0082778513582,48,401,15.5
Sabine County,Texas,74.7951898963715,48,403,24.8
San Augustine County,Texas,74.1554204631847,48,405,27.4
San Jacinto County,Texas,76.2489354809819,48,407,17.5
San Patricio County,Texas,75.9416844885821,48,409,16.4
San Saba County,Texas,77.6810103148486,48,411,15.6
Schleicher County,Texas,77.7783334505326,48,413,11.9
Scurry County,Texas,76.6160953034509,48,415,15.8
Shackelford County,Texas,77.6824911452554,48,417,14.5
Shelby County,Texas,74.3511046361145,48,419,17.0
Sherman County,Texas,77.6995909012211,48,421,12.5
Smith County,Texas,77.5906011238672,48,423,13.3
Somervell County,Texas,77.7462700173757,48,425,12.8
Starr County,Texas,78.3729389388742,48,427,19.0
Stephens County,Texas,76.5888971163633,48,429,14.3
Sterling County,Texas,77.7946577809252,48,431,10.4
Stonewall County,Texas,77.0780278842018,48,433,18.6
Sutton County,Texas,78.8212001183063,48,435,8.8
Swisher County,Texas,77.3001549729359,48,437,15.4
Tarrant County,Texas,78.6252375325878,48,439,10.0
Taylor County,Texas,76.1773104909844,48,441,16.0
Terry County,Texas,76.0439798757124,48,445,15.6
Throckmorton County,Texas,77.7384296617433,48,447,19.7
Titus County,Texas,76.7140800770613,48,449,17.1
Tom Green County,Texas,77.6252758542813,48,451,13.1
Travis County,Texas,80.9605282168523,48,453,8.7
Trinity County,Texas,74.1547366302513,48,455,21.8
Tyler County,Texas,75.361690010729,48,457,23.2
Upshur County,Texas,75.0882030596734,48,459,19.7
Upton County,Texas,77.0807280044299,48,461,14.5
Uvalde County,Texas,77.909206520789,48,463,15.2
Val Verde County,Texas,78.883193144955,48,465,10.9
Van Zandt County,Texas,75.7904637839974,48,467,18.9
Victoria County,Texas,77.6275517054728,48,469,15.4
Walker County,Texas,77.7758856220535,48,471,9.9
Waller County,Texas,78.3050053796008,48,473,12.5
Ward County,Texas,75.5515054976377,48,475,16.5
Washington County,Texas,78.8048253407243,48,477,15.0
Webb County,Texas,79.3817587782279,48,479,12.4
Wharton County,Texas,77.0570411426056,48,481,14.9
Wheeler County,Texas,75.4974887989538,48,483,15.0
Wichita County,Texas,75.4305187465148,48,485,14.1
Wilbarger County,Texas,75.1542568520227,48,487,18.8
Willacy County,Texas,78.2317201622047,48,489,17.3
Williamson County,Texas,81.628441404717,48,491,9.5
Wilson County,Texas,78.8017585042623,48,493,13.4
Winkler County,Texas,74.4780578278787,48,495,15.1
Wise County,Texas,76.7236058473145,48,497,15.3
Wood County,Texas,76.1445603466032,48,499,21.6
Yoakum County,Texas,77.4244076806681,48,501,10.8
Young County,Texas,74.812611863185,48,503,16.9
Zapata County,Texas,78.5405414124985,48,505,15.8
Zavala County,Texas,77.1210403607777,48,507,24.5
Beaver County,Utah,76.9159199544834,49,001,10.7
Box Elder County,Utah,79.0734901339299,49,003,11.5
Cache County,Utah,81.580888519978,49,005,7.6
Carbon County,Utah,75.817652132394,49,007,17.3
Daggett County,Utah,80.08707399507,49,009,16.1
Davis County,Utah,80.5250762503811,49,011,8.3
Duchesne County,Utah,77.1323154880734,49,013,10.0
Emery County,Utah,77.0753998457955,49,015,15.3
Garfield County,Utah,79.0181478192933,49,017,14.5
Grand County,Utah,78.2200561604437,49,019,12.1
Iron County,Utah,78.7200953211956,49,021,10.6
Juab County,Utah,77.8183344165772,49,023,10.0
Kane County,Utah,78.6438926449817,49,025,16.4
Millard County,Utah,79.420426571592,49,027,11.5
Morgan County,Utah,81.1045751181639,49,029,9.0
Piute County,Utah,78.2221344621088,49,031,15.2
Rich County,Utah,80.9058302187768,49,033,17.2
Salt Lake County,Utah,79.3424222248893,49,035,8.8
San Juan County,Utah,78.8533139193979,49,037,14.7
Sanpete County,Utah,79.1999354420501,49,039,11.2
Sevier County,Utah,77.4634093677012,49,041,11.6
Summit County,Utah,82.4705538163134,49,043,5.4
Tooele County,Utah,78.1254608681723,49,045,10.2
Uintah County,Utah,77.473345324557,49,047,11.9
Utah County,Utah,80.4767783730197,49,049,7.2
Wasatch County,Utah,80.487716701425,49,051,6.6
Washington County,Utah,81.4142438023217,49,053,11.5
Wayne County,Utah,79.1274842751699,49,055,11.0
Weber County,Utah,78.367790464219,49,057,10.6
Addison County,Vermont,80.6234770226498,50,001,12.6
Bennington County,Vermont,78.9278350854428,50,003,15.8
Caledonia County,Vermont,79.1181227992405,50,005,17.5
Chittenden County,Vermont,81.5189164139185,50,007,10.0
Essex County,Vermont,79.2779037911164,50,009,18.9
Franklin County,Vermont,78.8436315491404,50,011,13.7
Grand Isle County,Vermont,79.5896456155795,50,013,11.6
Lamoille County,Vermont,79.914235130939,50,015,11.1
Orange County,Vermont,79.9848655311032,50,017,14.8
Orleans County,Vermont,78.5905748408623,50,019,15.8
Rutland County,Vermont,78.4293038801848,50,021,15.1
Washington County,Vermont,80.0664803333957,50,023,11.3
Windham County,Vermont,79.1313054729617,50,025,15.6
Windsor County,Vermont,79.9585836505474,50,027,15.9
Accomack County,Virginia,75.8443477868629,51,001,11.9
Amelia County,Virginia,76.8517941747912,51,007,15.1
Amherst County,Virginia,77.8265506304978,51,009,14.2
Appomattox County,Virginia,77.4238947874127,51,011,16.6
Arlington County,Virginia,83.3519038332163,51,013,5.2
Bath County,Virginia,77.2089736964495,51,017,12.8
Bland County,Virginia,75.3239721404105,51,021,20.1
Botetourt County,Virginia,79.2411467009164,51,023,12.5
Brunswick County,Virginia,76.1554674318808,51,025,17.6
Buchanan County,Virginia,73.1474641638627,51,027,27.7
Buckingham County,Virginia,77.6180495882464,51,029,16.1
Campbell County,Virginia,78.7032717764011,51,031,14.6
Caroline County,Virginia,77.631306630793,51,033,14.0
Carroll County,Virginia,77.5140423101359,51,035,18.9
Charles City County,Virginia,77.2089617303618,51,036,15.2
Charlotte County,Virginia,76.4611658163564,51,037,20.4
Chesterfield County,Virginia,79.6123485726163,51,041,9.6
Clarke County,Virginia,78.8771857519671,51,043,9.6
Craig County,Virginia,77.9208874940632,51,045,19.0
Culpeper County,Virginia,78.1693303599969,51,047,11.3
Cumberland County,Virginia,78.6708610390209,51,049,17.2
Dickenson County,Virginia,73.3769503957514,51,051,28.6
Dinwiddie County,Virginia,77.4254975330466,51,053,16.4
Essex County,Virginia,76.7279454432753,51,057,15.8
Fauquier County,Virginia,79.3002570817343,51,061,11.1
Floyd County,Virginia,78.5691538798222,51,063,15.7
Fluvanna County,Virginia,80.5854261299216,51,065,12.4
Franklin County,Virginia,78.4710983475325,51,067,15.1
Frederick County,Virginia,79.6588576018716,51,069,11.0
Giles County,Virginia,75.2926308574379,51,071,20.5
Gloucester County,Virginia,77.7170342597437,51,073,12.2
Goochland County,Virginia,80.258738205519,51,075,9.2
Grayson County,Virginia,76.5714154001892,51,077,20.3
Greene County,Virginia,79.0279425322088,51,079,12.1
Hanover County,Virginia,79.535465026356,51,085,10.3
Henrico County,Virginia,79.3958735608679,51,087,10.0
Henry County,Virginia,75.9068851087073,51,089,18.3
Highland County,Virginia,79.4469029312885,51,091,17.7
Isle of Wight County,Virginia,78.4103894094441,51,093,12.4
King and Queen County,Virginia,77.4994379785994,51,097,10.0
King George County,Virginia,78.9256454504176,51,099,12.3
King William County,Virginia,77.2055405702876,51,101,10.2
Lancaster County,Virginia,77.677726583847,51,103,17.2
Lee County,Virginia,74.7278472457368,51,105,25.8
Loudoun County,Virginia,83.5163466582961,51,107,5.1
Louisa County,Virginia,78.3356985958366,51,109,13.6
Lunenburg County,Virginia,76.8349399557711,51,111,18.2
Madison County,Virginia,78.5448908994996,51,113,13.6
Mathews County,Virginia,79.1399076405008,51,115,11.9
Mecklenburg County,Virginia,76.1259938964761,51,117,18.6
Middlesex County,Virginia,77.8078354947888,51,119,18.6
Montgomery County,Virginia,79.8194889224505,51,121,8.9
Nelson County,Virginia,77.8084130238445,51,125,14.7
New Kent County,Virginia,78.6243970299979,51,127,9.2
Northampton County,Virginia,75.8862126479841,51,131,13.1
Northumberland County,Virginia,79.2546793153479,51,133,15.5
Nottoway County,Virginia,75.9953739923986,51,135,16.9
Orange County,Virginia,78.5276542453035,51,137,14.0
Page County,Virginia,76.9178458146961,51,139,16.6
Patrick County,Virginia,76.4414973278002,51,141,20.0
Powhatan County,Virginia,80.2053732042923,51,145,9.1
Prince Edward County,Virginia,77.3135040713497,51,147,15.5
Prince George County,Virginia,79.9625997091652,51,149,13.7
Pulaski County,Virginia,75.8603030851446,51,155,18.5
Rappahannock County,Virginia,80.3468243314651,51,157,12.4
Richmond County,Virginia,76.9551361784597,51,159,17.2
Roanoke County,Virginia,79.3685410407413,51,161,11.1
Russell County,Virginia,74.5606723242417,51,167,24.6
Scott County,Virginia,75.1990826007633,51,169,23.3
Shenandoah County,Virginia,78.7249793249355,51,171,12.7
Smyth County,Virginia,75.0208916443225,51,173,20.2
Stafford County,Virginia,79.9527940933299,51,179,7.7
Surry County,Virginia,78.1810826644835,51,181,15.3
Sussex County,Virginia,75.0504099486331,51,183,19.3
Tazewell County,Virginia,73.3017967655122,51,185,26.0
Warren County,Virginia,76.8158986864108,51,187,11.7
Washington County,Virginia,77.2221926974438,51,191,18.1
Westmoreland County,Virginia,77.1252279474292,51,193,15.6
Wise County,Virginia,73.4858740239467,51,195,22.9
Wythe County,Virginia,75.8304949518378,51,197,17.6
Alexandria City,Virginia,82.4499517394938,51,510,6.4
Bristol City,Virginia,73.2624461717075,51,520,21.8
Chesapeake City,Virginia,78.290279620922,51,550,9.8
Colonial Heights City,Virginia,77.1468291377861,51,570,14.4
Covington City,Virginia,73.1136371063198,51,580,20.0
Falls Church City,Virginia,81.796360277541,51,610,5.4
Galax City,Virginia,72.59193549606,51,640,20.2
Hampton City,Virginia,76.7865451691412,51,650,11.5
Hopewell City,Virginia,73.2573393821138,51,670,16.1
Lexington City,Virginia,78.7515020097916,51,678,10.9
Lynchburg City,Virginia,77.0599844601632,51,680,12.6
Martinsville City,Virginia,71.3772075902432,51,690,21.0
Norfolk City,Virginia,75.6998580421999,51,710,12.2
Norton City,Virginia,75.4561576730402,51,720,14.8
Petersburg City,Virginia,71.4911555116508,51,730,19.8
Poquoson City,Virginia,79.5107623945551,51,735,9.8
Portsmouth City,Virginia,74.6668707345318,51,740,14.7
Radford City,Virginia,77.0411507001663,51,750,11.0
Richmond City,Virginia,76.2124673123113,51,760,15.4
Roanoke City,Virginia,74.8707021371792,51,770,16.7
Salem City,Virginia,76.5645156933742,51,775,14.1
Suffolk City,Virginia,77.3936999072965,51,800,11.3
Virginia Beach City,Virginia,79.8836585078755,51,810,9.9
Winchester City,Virginia,76.831034487537,51,840,12.6
Fairfax County,Virginia,84.0522351811094,51,059,6.4
Fairfax City,Virginia,84.0522351811094,51,600,7.3
Rockingham County,Virginia,80.5495971627595,51,165,12.0
Harrisonburg City,Virginia,80.5495971627595,51,660,5.9
James City County,Virginia,81.7795297929101,51,095,9.2
Williamsburg City,Virginia,81.7795297929101,51,830,6.0
Prince William County,Virginia,81.4201371475162,51,153,6.8
Manassas City,Virginia,81.4201371475162,51,683,7.6
Manassas Park City,Virginia,81.4201371475162,51,685,7.6
Rockbridge County,Virginia,79.0124379748426,51,163,16.8
Buena Vista City,Virginia,79.0124379748426,51,530,17.8
Spotsylvania County,Virginia,79.191441327981,51,177,10.5
Fredericksburg City,Virginia,79.191441327981,51,630,9.3
Augusta County,Virginia,78.1336414783207,51,015,13.4
Staunton City,Virginia,78.1336414783207,51,790,16.6
Waynesboro City,Virginia,78.1336414783207,51,820,14.7
Pittsylvania County,Virginia,75.5681611446403,51,143,16.9
Danville City,Virginia,75.5681611446403,51,590,20.0
Greensville County,Virginia,74.7645659425576,51,081,18.3
Emporia City,Virginia,74.7645659425576,51,595,21.3
Albemarle County,Virginia,81.4298277167666,51,003,9.2
Charlottesville City,Virginia,81.4298277167666,51,540,9.4
Bedford County,Virginia,78.824203165006,51,019,12.4
Bedford City,Virginia,78.824203165006,51,515,22.9
Halifax County,Virginia,76.086907705628,51,083,17.3
Southampton County,Virginia,76.265849418927,51,175,15.1
Franklin City,Virginia,76.265849418927,51,620,16.5
Alleghany County,Virginia,76.016206315823,51,005,18.5
York County,Virginia,78.1493917617842,51,199,8.7
Newport News City,Virginia,78.1493917617842,51,700,11.2
Adams County,Washington,79.1594250524961,53,001,10.3
Asotin County,Washington,78.7815096212002,53,003,16.8
Benton County,Washington,80.0071138235843,53,005,11.5
Chelan County,Washington,80.368467462349,53,007,11.6
Clallam County,Washington,79.1953270164683,53,009,20.5
Clark County,Washington,79.93912174259,53,011,12.4
Columbia County,Washington,79.0239428083398,53,013,21.0
Cowlitz County,Washington,77.6400087319496,53,015,19.1
Douglas County,Washington,80.57982399699,53,017,16.1
Ferry County,Washington,77.5773699643698,53,019,21.0
Franklin County,Washington,80.3556388881411,53,021,8.3
Garfield County,Washington,80.6557678824498,53,023,20.1
Grant County,Washington,78.8355883397139,53,025,11.9
Grays Harbor County,Washington,76.852679594938,53,027,19.2
Island County,Washington,81.7755870443436,53,029,13.5
Jefferson County,Washington,81.1820453903784,53,031,18.6
King County,Washington,81.7669306076722,53,033,9.3
Kitsap County,Washington,79.9259056121861,53,035,14.7
Kittitas County,Washington,81.2466672606099,53,037,12.9
Klickitat County,Washington,80.6776541458433,53,039,20.3
Lewis County,Washington,77.8548008300467,53,041,19.9
Lincoln County,Washington,79.7194966636304,53,043,20.4
Mason County,Washington,78.5785106337433,53,045,19.8
Okanogan County,Washington,78.1430548838206,53,047,16.0
Pacific County,Washington,77.0346287428733,53,049,26.1
Pend Oreille County,Washington,77.6670322344745,53,051,21.0
Pierce County,Washington,78.8647763629285,53,053,12.8
San Juan County,Washington,84.3286958141911,53,055,11.3
Skagit County,Washington,79.7178081990255,53,057,13.4
Skamania County,Washington,81.2713552996397,53,059,17.3
Snohomish County,Washington,80.1957835717556,53,061,11.3
Spokane County,Washington,78.4414257772432,53,063,13.9
Stevens County,Washington,78.1542156060481,53,065,18.6
Thurston County,Washington,80.1396490407811,53,067,12.5
Wahkiakum County,Washington,79.1792138911771,53,069,25.5
Walla Walla County,Washington,79.7139603660953,53,071,14.1
Whatcom County,Washington,80.8572483779388,53,073,12.6
Whitman County,Washington,80.9638390816292,53,075,8.8
Yakima County,Washington,78.2683270981203,53,077,12.6
Barbour County,West Virginia,75.8546182952872,54,001,20.3
Berkeley County,West Virginia,76.0860630591176,54,003,12.9
Boone County,West Virginia,72.1068677544301,54,005,27.2
Braxton County,West Virginia,75.8651828121091,54,007,19.6
Brooke County,West Virginia,76.1178830681011,54,009,17.1
Cabell County,West Virginia,74.2387954941904,54,011,19.1
Calhoun County,West Virginia,76.5993847225209,54,013,20.1
Clay County,West Virginia,74.2572865869741,54,015,22.1
Doddridge County,West Virginia,77.6774645516389,54,017,15.1
Fayette County,West Virginia,73.1429020687624,54,019,26.3
Gilmer County,West Virginia,77.3712465479334,54,021,18.8
Grant County,West Virginia,77.9628479742767,54,023,17.3
Greenbrier County,West Virginia,75.6862284278077,54,025,19.0
Hampshire County,West Virginia,76.6353546118012,54,027,21.9
Hancock County,West Virginia,75.9351747595264,54,029,17.8
Hardy County,West Virginia,77.3895162533221,54,031,17.0
Harrison County,West Virginia,75.5460631778032,54,033,19.7
Jackson County,West Virginia,76.4538995425299,54,035,18.3
Jefferson County,West Virginia,77.7679000247685,54,037,12.2
Kanawha County,West Virginia,74.7550653160989,54,039,19.3
Lewis County,West Virginia,74.5867225509974,54,041,17.7
Lincoln County,West Virginia,72.934941629587,54,043,27.3
Logan County,West Virginia,70.8251686751136,54,045,30.2
McDowell County,West Virginia,68.6123762248887,54,047,31.6
Marion County,West Virginia,76.9163798436197,54,049,14.8
Marshall County,West Virginia,76.8412586954081,54,051,15.2
Mason County,West Virginia,74.5893609104964,54,053,21.0
Mercer County,West Virginia,72.9554576098035,54,055,23.9
Mineral County,West Virginia,76.4223067261266,54,057,18.2
Mingo County,West Virginia,70.9488494901569,54,059,31.0
Monongalia County,West Virginia,79.3484658975745,54,061,11.2
Monroe County,West Virginia,76.4497333428563,54,063,22.2
Morgan County,West Virginia,76.6649433025663,54,065,18.4
Nicholas County,West Virginia,74.5617157161336,54,067,22.4
Ohio County,West Virginia,76.8091994503181,54,069,15.5
Pendleton County,West Virginia,78.9362387987895,54,071,21.0
Pleasants County,West Virginia,75.873020501597,54,073,20.3
Pocahontas County,West Virginia,76.7951011761248,54,075,24.0
Preston County,West Virginia,77.2225633598865,54,077,18.8
Putnam County,West Virginia,76.9346493953127,54,079,12.9
Raleigh County,West Virginia,73.8010795132487,54,081,21.2
Randolph County,West Virginia,76.7479854835917,54,083,19.7
Ritchie County,West Virginia,76.4986189991278,54,085,21.4
Roane County,West Virginia,74.6522388347956,54,087,22.0
Summers County,West Virginia,75.0232181167164,54,089,28.4
Taylor County,West Virginia,76.8686036290736,54,091,18.4
Tucker County,West Virginia,77.4315830443849,54,093,20.6
Tyler County,West Virginia,76.1080751875321,54,095,21.5
Upshur County,West Virginia,76.8950555488165,54,097,17.0
Wayne County,West Virginia,75.4031200574024,54,099,20.7
Webster County,West Virginia,74.7469482326908,54,101,21.1
Wetzel County,West Virginia,75.8215903590497,54,103,15.7
Wirt County,West Virginia,76.4389416186873,54,105,21.5
Wood County,West Virginia,75.9187759588698,54,107,17.6
Wyoming County,West Virginia,71.1063566445323,54,109,31.7
Adams County,Wisconsin,78.1091042592307,55,001,18.9
Ashland County,Wisconsin,77.276042668082,55,003,15.0
Barron County,Wisconsin,79.1395863038878,55,005,12.4
Bayfield County,Wisconsin,79.9104192845103,55,007,15.5
Brown County,Wisconsin,80.0823728059146,55,009,10.7
Buffalo County,Wisconsin,80.5131438610386,55,011,12.1
Burnett County,Wisconsin,79.2074662124147,55,013,15.5
Calumet County,Wisconsin,80.5084957406478,55,015,8.0
Chippewa County,Wisconsin,79.8912584485802,55,017,12.0
Clark County,Wisconsin,79.3513461251435,55,019,9.9
Columbia County,Wisconsin,79.2019094126248,55,021,10.5
Crawford County,Wisconsin,79.4608826537907,55,023,14.0
Dane County,Wisconsin,81.2890487285875,55,025,8.9
Dodge County,Wisconsin,79.146840138295,55,027,10.9
Door County,Wisconsin,80.6579108972532,55,029,11.2
Douglas County,Wisconsin,78.2448047988889,55,031,12.7
Dunn County,Wisconsin,80.7647757416594,55,033,9.9
Eau Claire County,Wisconsin,80.214873012341,55,035,10.4
Florence County,Wisconsin,78.0855078145055,55,037,16.1
Fond du Lac County,Wisconsin,80.1732008523186,55,039,11.2
Forest County,Wisconsin,77.3671509352709,55,041,15.7
Grant County,Wisconsin,79.5622921315439,55,043,11.3
Green County,Wisconsin,80.0960879978585,55,045,11.4
Green Lake County,Wisconsin,78.6225306646466,55,047,12.2
Iowa County,Wisconsin,79.8308277335853,55,049,10.8
Iron County,Wisconsin,78.9819651137481,55,051,15.7
Jackson County,Wisconsin,78.4201212219894,55,053,13.0
Jefferson County,Wisconsin,80.0521337785664,55,055,10.2
Juneau County,Wisconsin,77.9734703153085,55,057,16.1
Kenosha County,Wisconsin,78.055833181708,55,059,11.7
Kewaunee County,Wisconsin,81.1999379854522,55,061,11.9
La Crosse County,Wisconsin,80.1619304697787,55,063,10.1
Lafayette County,Wisconsin,80.6604217748155,55,065,10.3
Langlade County,Wisconsin,78.8617553024043,55,067,14.2
Lincoln County,Wisconsin,78.6674936495665,55,069,12.4
Manitowoc County,Wisconsin,79.4830432532329,55,071,11.8
Marathon County,Wisconsin,80.25546182106,55,073,10.7
Marinette County,Wisconsin,78.3453930510397,55,075,15.0
Marquette County,Wisconsin,78.5598844596231,55,077,16.4
Menominee County,Wisconsin,73.1727453400812,55,078,13.9
Milwaukee County,Wisconsin,77.3576108284942,55,079,12.8
Monroe County,Wisconsin,78.3747161993285,55,081,11.8
Oconto County,Wisconsin,79.2724092181893,55,083,11.4
Oneida County,Wisconsin,78.9179722257917,55,085,15.3
Outagamie County,Wisconsin,80.557686540879,55,087,9.4
Ozaukee County,Wisconsin,81.7252291805333,55,089,9.2
Pepin County,Wisconsin,80.9615957954132,55,091,12.1
Pierce County,Wisconsin,81.0962880214831,55,093,8.7
